仕入日,店舗,仕入先コード,仕入先,部門コード,部門,商品コード,商品,税率,仕入数量,仕入単価,仕入金額,売単価,売価金額,粗利金額,粗利率
"2022/09/01","552　住之江店","0126","大木","02","日用雑貨","4902407396242","ドライ＆ドライＵＰ　引き出し・衣装ケース用","10.00","2.00","696.00","696","1094","1094","398","36.38"
"2022/09/01","552　住之江店","0126","大木","03","ＯＴＣ医薬品類","4961248008820","パルモアー　　７ｇ","10.00","1.00","648.00","648","1210","1210","562","46.45"
"2022/09/01","552　住之江店","0126","大木","03","ＯＴＣ医薬品類","4987107625458","新ルルＡゴールド　　ＤＸアルファ　６０錠","10.00","1.00","1087.00","1087","1518","1518","431","28.39"
"2022/09/01","552　住之江店","0126","大木","03","ＯＴＣ医薬品類","4987123134798","ボラギノールＡ注入軟膏　２ｇ×１０個","10.00","1.00","1122.00","1122","1738","1738","616","35.44"
"2022/09/01","552　住之江店","0126","大木","03","ＯＴＣ医薬品類","4987241104246","ﾛｰﾄ 　メンソレータム軟膏ｃ 75 ｇ","10.00","1.00","502.00","502","704","704","202","28.69"
"2022/09/01","552　住之江店","0126","大木","03","ＯＴＣ医薬品類","4987241124336","メンソレータム　ＡＤクリーム１４５ｇ","10.00","1.00","747.00","747","1408","1408","661","46.95"
"2022/09/01","552　住之江店","0126","大木","03","ＯＴＣ医薬品類","4987469597103","オルテクサー口腔用軟膏","10.00","2.00","295.00","590","748","1496","906","60.56"
"2022/09/01","552　住之江店","0126","大木","03","ＯＴＣ医薬品類","4987910710570","ビオスリーＨＩ錠　　　４２錠","10.00","2.00","630.00","1260","1078","2156","896","41.56"
"2022/09/01","552　住之江店","0311","ジャパンフーズ","01","食品","4520733320023","純炭ゴールドライフ粒","8.00","1.00","4200.00","4200","5832","5832","1632","27.98"
"2022/09/01","552　住之江店","0311","ジャパンフーズ","01","食品","4901735000753","創健社　紅花オレイン　　マヨネーズ　ポリ５００Ｇ","8.00","1.00","544.00","544","680","680","136","20"
"2022/09/01","552　住之江店","0311","ジャパンフーズ","01","食品","4901735105014","創健社　トマトケチャップ　　　　　　　　３００Ｇ","8.00","2.00","248.00","496","300","600","104","17.33"
"2022/09/01","552　住之江店","0311","ジャパンフーズ","01","食品","4970828037211","味の一　味の母　瓶　７２０ｍｌ","8.00","1.00","680.00","680","864","864","184","21.3"
"2022/09/01","552　住之江店","0311","ジャパンフーズ","01","食品","4975668101016","日食　だしの素　　　　　　　　　　１０ＧＸ５０Ｈ","8.00","1.00","1036.00","1036","1404","1404","368","26.21"
"2022/09/01","552　住之江店","0311","ジャパンフーズ","01","食品","4977229200022","金笛　減塩醤油　　　　　　　　　　　　６００ＭＬ","8.00","1.00","479.00","479","613","613","134","21.86"
"2022/09/01","552　住之江店","0326","ゼリア新薬工業","03","ＯＴＣ医薬品類","4987103049326","コンドロイチンＺＳ錠　１０８錠","10.00","1.00","2771.00","2771","4064","4064","1293","31.82"
"2022/09/01","552　住之江店","0326","ゼリア新薬工業","04","化粧品","4955273406034","プラセンタ　オールインワンジェル　８０ｇ","10.00","1.00","720.00","720","1320","1320","600","45.45"
"2022/09/01","552　住之江店","0326","ゼリア新薬工業","04","化粧品","4955273806063","イオナ　エフ　Ｄモイスト　　　　クリーム　５４Ｇ","10.00","1.00","1900.00","1900","4180","4180","2280","54.55"
"2022/09/01","552　住之江店","0412","大和生物研究所","03","ＯＴＣ医薬品類","4954177001161","ササヘルス　２４本","10.00","7.00","16000.00","112000","35200","246400","134400","54.55"
"2022/09/01","552　住之江店","0431","建林松鶴堂","03","ＯＴＣ医薬品類","4987126288870","センナダイオウ錠Ｓ　　　　　　　　　　　３６０Ｔ","10.00","10.00","1032.00","10320","2365","23650","13330","56.36"
"2022/09/01","552　住之江店","0530","ほくやく","01","食品","4987067806904","キューピーコーワα　チャージゼリードリンク","10.00","1.00","138.00","138","198","198","60","30.3"
"2022/09/01","552　住之江店","0530","ほくやく","01","食品","4987240631415","龍角散ののどすっきり飴１００ｇ","8.00","10.00","161.00","1610","203","2030","420","20.69"
"2022/09/01","552　住之江店","0530","ほくやく","02","日用雑貨","4562256336570","特殊な空間設計冷感　マスク　Ｃラベンダー","10.00","1.00","534.00","534","798","798","264","33.08"
"2022/09/01","552　住之江店","0530","ほくやく","02","日用雑貨","4901750806217","アクティ　トイレに流せる　たっぷり使えるおしりふき","10.00","4.00","189.00","756","327","1308","552","42.2"
"2022/09/01","552　住之江店","0530","ほくやく","02","日用雑貨","4987072032350","ドでか無香空間　替え　　　　　　　　１５００ｇ","10.00","1.00","605.00","605","858","858","253","29.49"
"2022/09/01","552　住之江店","0530","ほくやく","02","日用雑貨","4987072047712","サラサーティ天然コットン　ナチュラルローズ","10.00","1.00","472.00","472","602","602","130","21.59"
"2022/09/01","552　住之江店","0530","ほくやく","02","日用雑貨","4987603109520","白十字　ＦＣ脱脂綿　５０ｇ","10.00","1.00","80.00","80","140","140","60","42.86"
"2022/09/01","552　住之江店","0530","ほくやく","03","ＯＴＣ医薬品類","4987061015753","救心　１２０粒","10.00","1.00","4940.00","4940","6578","6578","1638","24.9"
"2022/09/01","552　住之江店","0530","ほくやく","03","ＯＴＣ医薬品類","4987084128225","ソフトサンティア　５ｍｌ×４本","10.00","2.00","449.00","898","657","1314","416","31.66"
"2022/09/01","552　住之江店","0530","ほくやく","03","ＯＴＣ医薬品類","4987123146692","アリナミンＥＸプラス　１２０錠","10.00","1.00","2714.00","2714","3608","3608","894","24.78"
"2022/09/01","552　住之江店","0530","ほくやく","03","ＯＴＣ医薬品類","4987426002725","ムヒER　１５ｍｌ","10.00","1.00","800.00","800","1188","1188","388","32.66"
"2022/09/01","552　住之江店","0699","材料転用","90","湧永製品","3000800700367","湧永　猪苓湯　１包","10.00","45.00","41.00","1845","132","5940","4095","68.94"
"2022/09/01","552　住之江店","0699","材料転用","90","湧永製品","4968250898111","湧永　猪苓湯Ａエキス細粒　４５包","10.00","-1.00","1592.00","-1592","4950","-4950","-3358","67.84"
"2022/09/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474114388","コイクラセリド錠","10.00","-3.00","5184.00","-5184","13200","-13200","-8016","60.73"
"2022/09/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474133112","デプロキ　　３６錠","10.00","-1.00","603.00","-603","1540","-1540","-937","60.84"
"2022/09/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474145177","ホノミ　モヘジ（Ｎ）４５Ｐ","10.00","-1.00","1170.00","-1170","2970","-2970","-1800","60.61"
"2022/09/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474153349","ワグラスＤ錠　４５０錠","10.00","-2.00","5202.00","-5202","12958","-12958","-7756","59.85"
"2022/09/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474153592","ワグラスＤ（Ｎ）　　　　　　　　　　　４５錠","10.00","-3.00","1116.00","-1674","2794","-4191","-2517","60.06"
"2022/09/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474156111","ヒューゲン顆粒　　　deux　２１包","10.00","-1.00","1206.00","-1206","3014","-3014","-1808","59.99"
"2022/09/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474165311","ホノビエン錠","10.00","-1.00","2160.00","-2160","5500","-5500","-3340","60.73"
"2022/09/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474174160","デーチカ　５０ｇ","10.00","-1.00","513.00","-513","1320","-1320","-807","61.14"
"2022/09/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474175112","ｱﾝｶﾋﾞﾝ MIC","10.00","-3.00","731.00","-2193","1980","-5940","-3747","63.08"
"2022/09/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474176195","ホノザルベ　  30  ｇ","10.00","-22.00","9962.00","-12892","26180","-33880","-20988","61.95"
"2022/09/01","552　住之江店","0917","愛国東店","01","食品","4954177403118","大和生物研究所　ＳＥ－１０　１．５ＧＸ６０包","8.00","-1.00","3053.00","-3053","8100","-8100","-5047","62.31"
"2022/09/01","552　住之江店","0917","愛国東店","01","食品","4987596255563","ヤクケン　バイオリンクＢＣＥｘ５０３　３０ｍｌ×３","8.00","-2.00","4537.00","-9074","9720","-19440","-10366","53.32"
"2022/09/01","552　住之江店","0917","愛国東店","02","日用雑貨","4987305020338","全薬デンキュアＳ　１２０ｇ","10.00","-2.00","886.00","-1772","2090","-4180","-2408","57.61"
"2022/09/01","552　住之江店","0917","愛国東店","03","ＯＴＣ医薬品類","0000049586022","サメミロンエース　　　７ＭＬ","10.00","-3.00","959.00","-2877","2200","-6600","-3723","56.41"
"2022/09/01","552　住之江店","0917","愛国東店","03","ＯＴＣ医薬品類","4987474153288","ワグラスＤ錠　　　　　３００錠","10.00","-1.00","1863.00","-1863","4642","-4642","-2779","59.87"
"2022/09/01","552　住之江店","0917","愛国東店","03","ＯＴＣ医薬品類","4987474502116","パティオレディー","10.00","-1.00","1125.00","-1125","2750","-2750","-1625","59.09"
"2022/09/01","552　住之江店","0917","愛国東店","03","ＯＴＣ医薬品類","4987474502215","パティオレディー　１８０Ｔ","10.00","-1.00","1755.00","-1755","4290","-4290","-2535","59.09"
"2022/09/01","552　住之江店","0917","愛国東店","05","家庭用品","4582197051127","釧路市ごみ処理手数料　　　　可燃　２０Ｌ　１０枚","10.00","-5.00","441.00","-2205","520","-2600","-395","15.19"
"2022/09/01","552　住之江店","0917","愛国東店","90","湧永製品","4968250294111","プレビジョン　ラクッションプラス　２７０粒","8.00","-6.00","1709.00","-10254","6264","-37584","-27330","72.72"
"2022/09/01","552　住之江店","0917","愛国東店","90","湧永製品","4968250305312","キヨーレオピンネオｗ　　　２４０ｍｌ","10.00","-6.00","5574.00","-33444","11737","-70422","-36978","52.51"
"2022/09/01","552　住之江店","0917","愛国東店","90","湧永製品","4968250854124","プレビジョン　グリーン末　９０包","8.00","-3.00","1414.00","-4242","5184","-15552","-11310","72.72"
"2022/09/01","552　住之江店","0917","愛国東店","90","湧永製品","4968250867117","プレビジョン　カルマジン　８００粒","8.00","-12.00","1119.00","-13428","4104","-49248","-35820","72.73"
"2022/09/01","601　上市店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4987028113522","ｻﾞｰﾈｸﾘｰﾑ１００ｇ","10.00","3.00","715.00","2145","864","2592","447","17.25"
"2022/09/01","601　上市店","0312","ジョヴィＪＯＶＹ","03","ＯＴＣ医薬品類","4903301359876","スマイルＰＩＴ　ドライアイ　１３ｍｌ","10.00","1.00","422.00","422","629","629","207","32.91"
"2022/09/01","601　上市店","0312","ジョヴィＪＯＶＹ","03","ＯＴＣ医薬品類","4987028113508","ザーネクリーム４８ｇ","10.00","3.00","442.00","1326","631","1893","567","29.95"
"2022/09/01","601　上市店","0312","ジョヴィＪＯＶＹ","03","ＯＴＣ医薬品類","4987036153312","ﾍﾞｸﾆｽﾄﾞﾗｯｼﾞｪ140錠","10.00","1.00","2563.00","2563","4557","4557","1994","43.76"
"2022/09/01","601　上市店","0312","ジョヴィＪＯＶＹ","03","ＯＴＣ医薬品類","4987107615442","新ルル - Ａ錠 S 　 100 錠","10.00","2.00","1348.00","2696","2117","4234","1538","36.32"
"2022/09/01","601　上市店","0312","ジョヴィＪＯＶＹ","03","ＯＴＣ医薬品類","4987188166048","アレグラＦＸ２８錠","10.00","2.00","1320.00","2640","2074","4148","1508","36.35"
"2022/09/01","601　上市店","0312","ジョヴィＪＯＶＹ","03","ＯＴＣ医薬品類","4987403008382","日野実母散１０包","10.00","2.00","1045.00","2090","2090","4180","2090","50"
"2022/09/01","631　パスコ店","0191","競合店仕入","02","日用雑貨","4582667345404","新型コロナウイルス抗原検査スティック","10.00","30.00","203.63","6109","1078","32340","26231","81.11"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","01","食品","4511413404058","ＤＨＣビタミンＣ　２０日４０粒","8.00","2.00","120.00","240","206","412","172","41.75"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","01","食品","4902380181088","ﾄﾛﾐｱｯﾌﾟｴｰｽ","10.00","1.00","845.00","845","1372","1372","527","38.41"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","01","食品","4979654023627","山本漢方　桑の葉茶　３ｇ×２０包","8.00","1.00","353.00","353","950","950","597","62.84"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","01","食品","4987240601869","らくらく服薬ゼリー 200 ｇ","8.00","10.00","231.00","2310","321","3210","900","28.04"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4513574016071","新PA薬用泡ﾊﾝﾄﾞｿ-ﾌﾟ弱酸性詰替え","10.00","2.00","89.00","178","151","302","124","41.06"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4549660151999","びっくらたまごサンリオ","10.00","3.00","247.00","741","327","981","240","24.46"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4570084940029","ﾌﾟﾘ-ﾂﾏｽｸふつうｻｲｽﾞ","10.00","10.00","230.00","2300","437","4370","2070","47.37"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4571114462375","シームレスコットンサポ-タ","10.00","1.00","289.00","289","638","638","349","54.7"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901080160515","アースジェット     ４５０ｍｌ×２本","10.00","5.00","558.00","2790","657","3285","495","15.07"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901080210210","ゴキジェットプロ　４５０ｍｌ","10.00","2.00","637.00","1274","968","1936","662","34.19"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901080277510","ムカデコロリ 秒殺ジェット　２５０ｍｌ","10.00","2.00","650.00","1300","877","1754","454","25.88"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901080723413","ポリデントＮＥＯ　入れ歯洗浄剤","10.00","2.00","735.00","1470","1202","2404","934","38.85"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901080731111","ﾃﾞﾝﾀﾙﾗﾎﾞ  泡  ｳｵｯｼｭ","10.00","2.00","481.00","962","767","1534","572","37.29"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301201317","花王リリーフはつらつパンツ長時間安心　Ｌ～ＬＬ１３","10.00","2.00","1150.00","2300","1408","2816","516","18.32"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301222824","花王強力カビハイター　ハンディスプレー４００ｍｌ","10.00","1.00","275.00","275","418","418","143","34.21"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301293572","花王リセッシュ　除菌ＥＸ　消臭ストロング　本体３７","10.00","2.00","350.00","700","528","1056","356","33.71"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301307453","花王パイプハイター     高粘度ジェル５００ｇ","10.00","2.00","173.00","346","272","544","198","36.4"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301365545","ｱﾀｯｸ高活性ﾊﾞｲｵEX大","10.00","800.00","195.00","156000","393","314400","158400","50.38"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301367938","ｷｭﾚﾙｼｬﾝﾌﾟ-詰替え","10.00","2.00","437.00","874","734","1468","594","40.46"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301367945","ｷｭﾚﾙｺﾝﾃﾞィｼｮﾅ-詰替え","10.00","2.00","437.00","874","734","1468","594","40.46"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301392381","ﾛﾘｴ肌きれいｶﾞ-ﾄﾞ夜用羽なし","10.00","24.00","195.00","4680","272","6528","1848","28.31"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301392398","ﾛﾘｴ肌きれいｶﾞ-ﾄﾞ夜用羽つき","10.00","24.00","195.00","4680","294","7056","2376","33.67"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301392404","ﾛﾘｴ肌ｷﾚｲｶﾞ-ﾄﾞ昼用羽なし","10.00","24.00","195.00","4680","294","7056","2376","33.67"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301392411","ﾛﾘｴ肌きれいｶﾞ-ﾄﾞ昼用羽つき","10.00","32.00","195.00","6240","272","8704","2464","28.31"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301395580","ﾋﾟｭｵ-ﾗGRANﾊﾌﾞﾗｼいたわりﾐﾃﾞィｱﾑｿﾌﾄ","10.00","2.00","280.00","560","437","874","314","35.93"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301407856","ｱﾀｯｸ抗菌EX　詰め替　１０００ｇ","10.00","60.00","280.00","16800","371","22260","5460","24.53"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301407894","ｱﾀｯｸ抗菌EX部屋干し用　詰め替","10.00","60.00","280.00","16800","492","29520","12720","43.09"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301745910","ワイドハイター　詰替　７２０ｍｌ","10.00","300.00","85.00","25500","140","42000","16500","39.29"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301751089","花王サニーナ　薬用泡サニーナ７０ｇ","10.00","1.00","470.00","470","768","768","298","38.8"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301760210","花王クイックルワイパー　ウエットシート２０枚","10.00","2.00","423.00","846","547","1094","248","22.67"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901417758040","海のうるおい藻うるおいｹｱSP","10.00","1.00","355.00","355","522","522","167","31.99"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901525010580","牛乳石鹸ｶｳﾌﾞﾗﾝﾄﾞ　青箱ﾊﾞｽｻｲｽﾞ","10.00","1.00","212.00","212","305","305","93","30.49"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901609009516","カビキラー本体 400 ｇ","10.00","2.00","270.00","540","437","874","334","38.22"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901957215034","ﾌｨｯﾃｨ7ﾃﾞｲｽﾞﾏｽｸ","10.00","3.00","125.00","375","319","957","582","60.82"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4902407125439","ﾐｾｽﾛｲﾄﾞ引き出し用１年防虫","10.00","2.00","448.00","896","701","1402","506","36.09"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4902424429688","どこでもベープ本体","10.00","1.00","696.00","696","1053","1053","357","33.9"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4902430520294","ファブリーズ　香料無添加　本体     ３７０ｍｌ","10.00","1.00","335.00","335","492","492","157","31.91"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4902430858229","ﾌｧﾌﾞﾘ-ｽﾞﾅﾁｭﾘｽﾚﾓﾝｸﾞﾗｽ＆ｼﾞﾝｼﾞｬ-本体","10.00","1.00","388.00","388","577","577","189","32.76"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4902430866361","除菌ｼﾞｮｲ詰め替特大","10.00","2.00","328.00","656","437","874","218","24.94"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4902430916097","ﾚﾉｱ超消臭１Week部屋干し用花とおひさまの香詰め替え","10.00","2.00","253.00","506","360","720","214","29.72"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4902895012792","無添加生石けん８０ｇ","10.00","3.00","89.00","267","207","621","354","57"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4903111310692","ｾﾝﾀ-ｲﾝｺﾝﾊﾟｸﾄ１/２無香料","10.00","2.00","223.00","446","327","654","208","31.8"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4903111359400","ｿﾌｨ超熟睡ｶﾞ-ﾄﾞ３３０","10.00","2.00","290.00","580","528","1056","476","45.08"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4903111505999","チャームナップ　多くても安心用　１４枚","10.00","3.00","520.00","1560","679","2037","477","23.42"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4903111935352","ライフリー     超うす型     下着感覚パンツ     Ｍ","10.00","5.00","1550.00","7750","2068","10340","2590","25.05"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4903301025917","ライオン　冷えピタ　大人用　増量　１２枚＋４枚","10.00","5.00","360.00","1800","547","2735","935","34.19"
"2022/09/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4903301242260","ふんわりソフラン　　　　　　　　詰替　５００ＭＬ","10.00","3.00","223.00","669","327","981","312","31.8"
