ìXï‹ñº,îÑè„ì˙,ê≈çûîÑè„ã‡äz,ê≈î≤îÑè„ã‡äz,è¡îÔê≈8%,è¡îÔê≈10%,ëeóòã‡äz,ëeóòó¶,îÉè„ì_êî,àÍì_íPâø,ï‘ïiã‡äz,ï‘ïiì_êî,ó›åvîÑè„ã‡äz,ó›åvëeóòã‡äz
"ç≤ÅXìX","2022/10/10","354,840","322,590","0","32,251","175,135","54.29","186","1,734.35","631,766","14","2,099,841","767,785"
"ç≤ÅXìX","2022/10/11","62,580","56,893","0","5,687","25,763","45.28","6","9,482.17","0","0","2,162,421","793,548"
"ç≤ê¢ï€ñ{ìX","2022/10/01","376,458","342,239","0","34,220","79,575","23.25","50","6,844.78","0","0","2,538,879","873,123"
"ç≤ê¢ï€ñ{ìX","2022/10/02","60,235","54,762","0","5,473","20,730","37.85","224","244.47","164,892","4","2,599,114","893,853"
"ç≤ê¢ï€ñ{ìX","2022/10/03","136,596","124,182","0","12,414","40,936","32.96","148","839.07","0","0","2,735,710","934,789"
"ç≤ê¢ï€ñ{ìX","2022/10/04","352,634","320,581","0","32,053","81,938","25.56","814","393.83","0","0","3,088,344","1,016,727"
"ç≤ê¢ï€ñ{ìX","2022/10/05","115,588","105,084","0","10,504","40,912","38.93","25","4,203.36","0","0","3,203,932","1,057,639"
"ç≤ê¢ï€ñ{ìX","2022/10/06","121,190","110,177","0","11,013","35,885","32.57","26","4,237.58","0","0","3,325,122","1,093,524"
"ç≤ê¢ï€ñ{ìX","2022/10/07","131,695","119,729","0","11,966","46,665","38.98","105","1,140.28","0","0","3,456,817","1,140,189"
"ç≤ê¢ï€ñ{ìX","2022/10/08","234,892","213,537","0","21,355","62,876","29.45","27","7,908.78","29,955","3","3,691,709","1,203,065"
"ç≤ê¢ï€ñ{ìX","2022/10/09","135,350","123,048","0","12,302","40,501","32.91","46","2,674.96","0","0","3,827,059","1,243,566"
"ç≤ê¢ï€ñ{ìX","2022/10/10","447,920","407,206","0","40,714","132,068","32.43","85","4,790.66","0","0","4,274,979","1,375,634"
"ç≤ê¢ï€ñ{ìX","2022/10/11","0","0","0","0","0","0.00","0","0.00","0","0","4,274,979","1,375,634"
"ëÂìÉìX","2022/10/01","572,480","520,439","0","52,041","174,361","33.50","29","17,946.17","77,546","2","4,847,459","1,549,995"
"ëÂìÉìX","2022/10/02","788,242","716,589","0","71,653","245,238","34.22","32","22,393.41","95,001","3","5,635,701","1,795,233"
"ëÂìÉìX","2022/10/03","181,040","164,583","0","16,457","39,350","23.91","7","23,511.86","749,332","11","5,816,741","1,834,583"
"ëÂìÉìX","2022/10/04","204,440","185,856","0","18,584","56,166","30.22","13","14,296.62","0","0","6,021,181","1,890,749"
"ëÂìÉìX","2022/10/05","423,540","385,038","0","38,502","160,445","41.67","17","22,649.29","65,255","2","6,444,721","2,051,194"
"ëÂìÉìX","2022/10/06","254,941","231,768","0","23,173","82,244","35.49","14","16,554.86","0","0","6,699,662","2,133,438"
"ëÂìÉìX","2022/10/07","129,393","117,635","0","11,758","40,323","34.28","16","7,352.19","188,656","4","6,829,055","2,173,761"
"ëÂìÉìX","2022/10/08","293,280","266,624","0","26,656","109,105","40.92","29","9,193.93","252,147","7","7,122,335","2,282,866"
"ëÂìÉìX","2022/10/09","802,025","729,121","0","72,904","207,796","28.50","216","3,375.56","0","0","7,924,360","2,490,662"
"ëÂìÉìX","2022/10/10","608,338","553,044","0","55,294","197,606","35.73","52","10,635.46","0","0","8,532,698","2,688,268"
"ëÂìÉìX","2022/10/11","0","0","0","0","0","0.00","0","0.00","0","0","8,532,698","2,688,268"