﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250266217","キヨーレオピンＮＥＯ　１２０ｍｌ","10","120ML","23","2,650.00","4,977","7","34,842","16,292","46.76","2.93","",""
"","⚫","01","食品","0112","イトー企画","","","","","","","4973044090749","杉食　ぬか玄　顆粒　２ｇ×８０包","8","","24","1,280.00","1,380","25","34,500","2,500","7.25","6.37","1.07","54.13"
"","","04","化粧品","0990","しみず倉庫","","","","","","","4515748001791","プレミアム 10 エミュークリーム　 150 ｇ","8","150G","25","3,230.00","6,778","5","33,889","17,739","52.34","3.63","1.05","54.13"
"","⚫","01","食品","0112","イトー企画","","","","","","","4973044090732","杉食　ぬか玄　粉末２．５ｇ×８０包","8","","26","1,280.00","1,380","24","33,120","2,400","7.25","6.11","1.03","54.13"
"","","01","食品","0501","ナカトミ","","","","","","","4515748001807","アバロンプレミアム大容量　 180 粒","8","180ﾂﾌﾞ","27","5,400.00","10,511","3","31,532","15,332","48.62","5.82","0.98","54.13"
"","","03","ＯＴＣ医薬品類","0312","ジョヴィＪＯＶＹ","","","","","","","4954097858975","ﾗ-ﾊﾞｴ-ｽ　D3000","10","","28","2,000.00","2,610","12","31,320","7,320","23.37","2.27","0.97","54.13"
"","","04","化粧品","0139","ｉRIS北陸販売株式会社","","","0012","帳票グループ","0002","売上　シミズ推奨品","4571432380078","アロマＤｅ　ジュレ　６０ｍｌ","10","","29","4,000.00","7,769","4","31,074","15,074","48.51","3.33","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250199218","エナックＷ　２７０錠","10","270","30","1,699.00","5,155","6","30,931","20,737","67.04","2.60","",""
"","","90","湧永製品","0627","湧永製薬","","","","","","","3000800100075","人参牛黄 4 ｐ","10","4P","31","1,005.00","2,060","15","30,905","15,830","51.22","2.60","0.96","54.13"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250177117","トコベール３００Ｅ　１３０ｃｐ","10","130","32","1,765.00","7,573","4","30,292","23,232","76.69","2.55","",""
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250281326","キヨーレオピンキャプレットＳ２００錠","10","200ｼﾞｮ","33","2,326.00","5,800","5","29,000","17,370","59.90","2.44","0.90","54.13"
"","","01","食品","0990","しみず倉庫","","","","","","","4515748001722","アバロンプレミアム　９０粒","8","90T","34","3,000.00","5,800","5","29,000","14,000","48.28","5.35","0.90","54.13"
"","⚫","01","食品","0112","イトー企画","","","","","","","4973044090756","杉食　ぬか玄　５６０粒","8","560T","35","1,280.00","1,380","21","28,980","2,100","7.25","5.35","0.90","54.13"
"","","01","食品","0990","しみず倉庫","","","","","","","4954097915456","エブリサポート経口補水液５００ｍｌ","8","","36","66.00","125","211","26,422","12,496","47.29","4.88","0.82","54.13"
"","","04","化粧品","0501","ナカトミ","","","","","","","4515748001784","プレミアム１０　８５ｇ","8","85","37","2,030.00","4,387","6","26,324","14,144","53.73","2.82","0.82","54.13"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987014016707","新バイトゴールド３０００　５０本入","10","","38","2,050.00","2,580","10","25,800","5,300","20.54","1.87","0.80","54.13"
"","","04","化粧品","0139","ｉRIS北陸販売株式会社","","","0012","帳票グループ","0002","売上　シミズ推奨品","4571432380108","アロマＤｅＵＶベ－ス３０ｇ","10","30G","39","1,956.00","3,647","7","25,527","11,835","46.36","2.73","",""
"","","02","日用雑貨","0312","ジョヴィＪＯＶＹ","","","","","","","4902011831504","ﾊｲﾊﾟ-ﾌﾞﾛｯｸﾏｽｸむれ爽快ふつう","10","","40","890.00","1,055","24","25,320","3,960","15.64","1.43","0.78","54.13"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250280329","レオピンファイブキャプレットＳ　２００錠","10","200ｼﾞｮ","41","5,213.00","12,595","2","25,190","14,764","58.61","2.12","0.78","54.13"
"","","02","日用雑貨","0110","イシダ産業","","","","","","","3004800200018","ペット９０","10","","42","38.00","50","500","25,000","6,000","24.00","1.41","0.77","54.13"
"","","04","化粧品","0139","ｉRIS北陸販売株式会社","","","","","","","4571432380276","アイシャンプー 380 ｍｌ","10","380ML","43","1,500.00","2,266","11","24,930","8,430","33.81","2.67","0.77","54.13"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250177216","トコベール３００Ｅ　２６０ｃｐ","10","260","44","2,897.00","12,178","2","24,356","18,562","76.21","2.05","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250869111","プレビジョン　アクティブレイン　１２０粒","8","120","45","1,924.00","6,000","4","24,000","16,304","67.93","2.02","",""
"","⚫","03","ＯＴＣ医薬品類","0312","ジョヴィＪＯＶＹ","","","","","","","4987236000065","薬用養命酒 1000 ｍｌ","10","1000ML","46","1,720.00","1,980","12","23,760","3,120","13.13","1.72","0.74","54.13"
"","","04","化粧品","0139","ｉRIS北陸販売株式会社","","","0012","帳票グループ","0002","売上　シミズ推奨品","4571432380030","アロマＤｅクレンジング１５０ｇ","10","150G","47","1,900.00","3,391","7","23,739","10,439","43.97","2.54","",""
"","","02","日用雑貨","0404","タヒボジャパン","","","","","","","4571310341122","ウィルスバリアノヴァ液体消臭ミストタイプ 2L","10","2L","48","6,490.00","11,800","2","23,600","10,620","45.00","1.33","0.73","54.13"
"","","02","日用雑貨","0408","大協紙商事","","","","","","","4978554112837","ソフィアタッチエコ１５０Ｗ５Ｐ","10","","49","178.00","189","123","23,186","1,292","5.57","1.31","0.72","54.13"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250266118","キヨーレオピンＮＥＯ　６０ｍｌ","10","60ML","50","1,445.00","2,872","8","22,979","11,419","49.69","1.93","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987103049357","コンドロイチンＺＳ１５０錠","10","150ｼﾞｮ","51","2,350.00","4,277","5","21,385","9,635","45.05","1.55","0.66","54.13"
"","","04","化粧品","0139","ｉRIS北陸販売株式会社","","","","","","","4571432380269","エッセンス　クリーム 40 ｇ","10","40G","52","2,100.00","3,473","6","20,836","8,236","39.53","2.23","0.65","54.13"
"","","04","化粧品","0139","ｉRIS北陸販売株式会社","","","0012","帳票グループ","0002","売上　シミズ推奨品","4571432380085","アロマＤｅミルク１００ｍｌ","10","100ML","53","2,200.00","4,165","5","20,824","9,824","47.18","2.23","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987487102754","リフェンダＩＤ　０．５％６枚","10","","54","80.00","180","113","20,344","11,304","55.56","1.47","0.63","54.13"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987103049241","ヘパリ - ゼＧＴ２７０錠","10","","55","2,800.00","6,750","3","20,250","11,850","58.52","1.46","0.63","54.13"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250867117","プレビジョン　カルマジン　８００粒","8","800","56","1,108.00","2,847","7","19,928","12,172","61.08","1.68","",""
"","","02","日用雑貨","0408","大協紙商事","","","","","","","4902011729450","ｴﾙﾌｫ-ﾚｵｲﾚｯﾄﾃィｼｭ-１２R(ｼﾝｸﾞﾙ）","10","","57","326.53","435","45","19,581","4,887","24.96","1.10","0.61","54.13"
"","","01","食品","0990","しみず倉庫","","","","","","","4993387020012","タヒボＮＥＷＥＸプラス３０包","8","30H","58","8,750.00","9,625","2","19,250","1,750","9.09","3.55","0.60","54.13"
"","","02","日用雑貨","0408","大協紙商事","","","","","","","4902011729467","ｴﾙﾌｫ-ﾚﾄｲﾚﾃィｯｼｭ-12R(ﾀﾞﾌﾞﾙ）","10","","59","325.00","433","43","18,625","4,650","24.97","1.05","0.58","54.13"
"","","02","日用雑貨","0408","大協紙商事","","","0904","ブランド（雑貨メーカー）","0105","ユニチャーム","4903111537914","ライフリー うす型軽快パンツＭ　２２枚","10","","60","1,291.67","1,480","12","17,760","2,260","12.73","1.00","",""
"","","02","日用雑貨","0990","しみず倉庫","","","","","","","4970511201370","かぜ・花粉マスク　成人用　６０枚","10","60ﾏｲ","61","315.00","698","25","17,450","9,575","54.87","0.98","0.54","54.13"
"","","04","化粧品","0139","ｉRIS北陸販売株式会社","","","","","","","4571432380252","エッセンス　ミルク","10","120ML","62","1,680.00","2,800","6","16,800","6,720","40.00","1.80","0.52","54.13"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250293312","レオピンロイヤルキャプレット　２００錠","10","200ｼﾞｮ","63","8,717.00","16,411","1","16,411","7,694","46.88","1.38","0.51","54.13"
"","","01","食品","0900","ウィーズグループ本部","","","","","","","3001125800046","タヒボＮＥＷＥＸプラス　７包","8","7ﾎｳ","64","2,009.00","5,376","3","16,129","10,102","62.63","2.98","0.50","54.13"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250878113","オプターナ黄粋目薬　１５ｍｌ","10","15ML","65","350.00","1,066","15","15,985","10,735","67.16","1.34","0.50","54.13"
"","","04","化粧品","0139","ｉRIS北陸販売株式会社","","","0012","帳票グループ","0002","売上　シミズ推奨品","4571432380061","アロマＤｅ　ロ・ション１５０ｍｌ","10","150ML","66","1,846.00","3,940","4","15,761","8,377","53.15","1.69","",""
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250130112","新ノイガンエス２５ｇ","10","25G","67","288.00","872","18","15,700","10,516","66.98","1.32","0.49","54.13"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250840219","人参牛黄カプセル　２４ｃｐ","10","24","68","6,030.00","15,588","1","15,588","9,558","61.32","1.31","",""
"","","01","食品","0990","しみず倉庫","","","","","","","4573204100013","ビタミンＣプレミオ３００ＣＰ","8","300CP","69","3,675.00","5,151","3","15,454","4,429","28.66","2.85","0.48","54.13"
"","⚫","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0901","ブランド（医薬品メーカー）","0056","大正製薬","4987306003491","大正製薬リポビタンＤ　１００ｍｌ×１０本","10","","70","756.00","848","18","15,264","1,656","10.85","1.10","",""
"","","03","ＯＴＣ医薬品類","0505","中北薬品","","","","","","","4987188124437","久光フェイタス５．０","10","","71","1,950.00","2,511","6","15,064","3,364","22.33","1.09","0.47","54.13"
"","","01","食品","0310","ＪＰＳ製薬","","","","","","","4987438022544","JPS プライケア 150 錠","8","","72","6,000.00","15,000","1","15,000","9,000","60.00","2.77","0.46","54.13"
"","","04","化粧品","0139","ｉRIS北陸販売株式会社","","","","","","","4571432380245","エッセンス　ローション 150 ｍｌ","10","150ML","73","1,500.00","2,500","6","15,000","6,000","40.00","1.61","0.46","54.13"
"","","02","日用雑貨","0501","ナカトミ","","","","","","","4515748001852","プレミアム１００エミューエッセンス 15 ｍｌ","10","15ML","74","2,400.00","5,000","3","15,000","7,800","52.00","0.85","0.46","54.13"
"","","04","化粧品","0532","ホワイトリリー富山販売","","","0012","帳票グループ","0002","売上　シミズ推奨品","4957272001265","ＷＬ　Ｂ２ローション　１５０ｍｌ","10","150ML","75","1,950.00","2,989","5","14,943","5,193","34.75","1.60","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0009","メーカー","0001","医薬品","4987487102723","タカミツクールリフェンダ　６枚","10","","76","70.00","148","100","14,800","7,800","52.70","1.07","",""
"","","01","食品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4510662002114","貴好茶　８粒×３０包","8","","77","2,850.00","4,887","3","14,662","6,112","41.69","2.71","",""
"","","02","日用雑貨","0312","ジョヴィＪＯＶＹ","","","0010","カテゴリー","0046","殺虫剤､防虫剤､忌避剤","4901080280916","コバエがホイホイ　２個入","10","2ｺｲﾘ","78","625.00","877","16","14,036","4,036","28.75","0.79","",""
"","⚫","02","日用雑貨","0312","ジョヴィＪＯＶＹ","","","","","","","4901301335180","アタック抗菌 EX 　　スーパークリアジェル","10","770G","79","165.00","194","71","13,788","2,073","15.03","0.78","0.43","54.13"
"","⚫","02","日用雑貨","0312","ジョヴィＪＯＶＹ","","","0904","ブランド（雑貨メーカー）","0001","ブランド　アース製薬","4901080160515","アースジェット ４５０ｍｌ×２本","10","","80","430.00","598","23","13,754","3,864","28.09","0.78","",""
"","⚫","02","日用雑貨","0990","しみず倉庫","","","0001","フラグ、区分（２階層）","0002","医薬品、化粧品、医療機器分類","4901080703415","新ポリグリップ無添加　７５ｇ","10","","81","678.00","798","17","13,566","2,040","15.04","0.76","",""
"","⚫","02","日用雑貨","0110","イシダ産業","","","","","","","4543747401885","ﾄﾞ-ﾅｯﾂBOXﾃィシュ-","10","","82","200.00","215","63","13,516","916","6.78","0.76","0.42","54.13"
"","","01","食品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4582368480169","スクアレン（箱入） １０シート","8","","83","1,846.00","4,500","3","13,500","7,962","58.98","2.49","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0001","フラグ、区分（２階層）","0002","医薬品、化粧品、医療機器分類","4987014012006","ミネドリン　６００ｍｌ","10","","84","838.00","1,870","7","13,093","7,227","55.20","0.95","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250199119","エナックＷ　１２６錠","10","126","85","927.00","2,611","5","13,055","8,420","64.50","1.10","",""
"","","04","化粧品","0139","ｉRIS北陸販売株式会社","","","","","","","4571432380238","エッセンス　フォーム","10","300ML","86","1,500.00","2,154","6","12,922","3,922","30.35","1.38","0.40","54.13"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987533012419","アスミンＭ顆粒１８Ｈ","10","18H","87","400.00","1,520","8","12,160","8,960","73.68","0.88","0.38","54.13"
"","","03","ＯＴＣ医薬品類","0310","ＪＰＳ製薬","","","","","","","4987438019209","JPS双参９０包","10","","88","7,500.00","12,150","1","12,150","4,650","38.27","0.88","0.38","54.13"
"","","04","化粧品","0532","ホワイトリリー富山販売","","","0012","帳票グループ","0002","売上　シミズ推奨品","4957272201566","ＢＩＨＡＤＡ ミルキー","10","","89","3,900.00","6,000","2","12,000","4,200","35.00","1.28","",""
"","","01","食品","0304","サン・ヘルス","","","","","","","4582368480190","プラズマローゲン　６０粒","8","60ﾂﾌﾞ","90","2,769.00","6,000","2","12,000","6,462","53.85","2.21","0.37","54.13"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0901","ブランド（医薬品メーカー）","0052","ゼリア新薬工業","4987103046769","ハイゼリーＢ　１００ｍｌ×１０本","10","","91","1,250.00","2,384","5","11,920","5,670","47.57","0.86","",""
"","⚫","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987014016707","新バイトゴールド３０００　５０本入","10","","92","2,050.00","2,354","5","11,770","1,520","12.91","0.85","0.36","54.13"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987103049227","ヘパリーゼＧＴ５６０錠","10","","93","7,679.00","11,700","1","11,700","4,021","34.37","0.85","0.36","54.13"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250279118","湧永プレビジョン　スイ－トブロッカ－Ｇ　９０錠","8","90","94","1,859.00","5,800","2","11,600","7,882","67.95","0.98","0.36","54.13"
"","⚫","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0001","フラグ、区分（２階層）","0002","医薬品、化粧品、医療機器分類","4987426110000","ムヒＳ　１８ｇ","10","","95","308.00","382","29","11,072","2,140","19.33","0.80","",""
"","","02","日用雑貨","0110","イシダ産業","","","","","","","4902727009730","ﾍﾟﾝｷﾞﾝ　ﾌﾗﾜｰﾌﾟﾘﾝﾄ","10","","96","250.00","298","37","11,026","1,776","16.11","0.62","0.34","54.13"
"","","04","化粧品","0532","ホワイトリリー富山販売","","","0012","帳票グループ","0002","売上　シミズ推奨品","4957272201542","ＢＩＨＡＤＡ ローションリッチ 155 ｍｌ","10","155ML","97","3,575.00","5,500","2","11,000","3,850","35.00","1.18","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987074300556","メディストロクリーム","10","20G","98","200.00","1,511","7","10,576","9,176","86.76","0.77","0.33","54.13"
"","","04","化粧品","0313","資生堂ジャパン","","","","","","","4901872099627","ＥＩＳリフトＭロ-シヨンＴ２（Ｒ）","10","","99","1,950.00","2,600","4","10,400","2,600","25.00","1.11","0.32","54.13"
"","","03","ＯＴＣ医薬品類","0505","中北薬品","","","","","","","4987067292103","興和ﾊﾞﾝﾃﾘﾝｺ-ﾜ液α","10","","100","1,625.00","2,500","4","10,000","3,500","35.00","0.72","0.31","54.13"
"","","04","化粧品","0990","しみず倉庫","","","","","","","4515748001753","エミュークリーム　　　ＥＣエヴォ　８５Ｇ","8","","101","1,716.00","3,327","3","9,980","4,832","48.42","1.07","0.31","54.13"
"","","02","日用雑貨","0312","ジョヴィＪＯＶＹ","","","","","","","4987892116070","ﾃﾙﾓ電子血圧計上腕式ES-W5200ZZ","10","","102","7,000.00","9,800","1","9,800","2,800","28.57","0.55","0.30","54.13"
"","⚫","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0901","ブランド（医薬品メーカー）","0003","池田模範堂","4987426002091","液体ムヒＳ２ａ５０ｍｌ","10","","103","318.26","420","23","9,654","2,334","24.18","0.70","",""
"","","03","ＯＴＣ医薬品類","0310","ＪＰＳ製薬","","","","","","","4987438066104","八味地黄丸","10","","104","2,530.00","4,800","2","9,600","4,540","47.29","0.69","0.30","54.13"
"","","91","資生堂化粧品","0313","資生堂ジャパン","","","","","","","4901872330843","ＡＬﾍｱﾌﾞﾛ－Ｎ","10","","105","1,300.00","1,600","6","9,600","1,800","18.75","8.39","0.30","54.13"
"","","02","日用雑貨","0408","大協紙商事","","","0904","ブランド（雑貨メーカー）","0029","日本製紙クレシア株式会社","4901750804749","アクティ　尿とりパッド　昼用・長時間３回分吸収　２","10","","106","452.00","598","16","9,568","2,336","24.41","0.54","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250358110","湧永田七　分包　６０包","8","60","107","2,773.00","9,500","1","9,500","6,727","70.81","0.80","",""
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250293213","レオピンロイヤルキャプレット　１００錠","10","100ｼﾞｮ","108","4,959.00","9,500","1","9,500","4,541","47.80","0.80","0.29","54.13"
"","","02","日用雑貨","0312","ジョヴィＪＯＶＹ","","","0904","ブランド（雑貨メーカー）","0058","ブランド　大日本除虫菊","4987115000353","金鳥の渦巻　５０巻","10","50ｶﾝ","109","1,037.00","1,349","7","9,440","2,181","23.10","0.53","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250199317","エナックＷ　５４０錠","10","540","110","3,091.00","9,425","1","9,425","6,334","67.20","0.79","",""
"","","04","化粧品","0532","ホワイトリリー富山販売","","","","","","","4957272100166","ＣＡＧローション","10","200ml","111","2,275.00","3,139","3","9,418","2,593","27.53","1.01","0.29","54.13"
"","","04","化粧品","0532","ホワイトリリー富山販売","","","0012","帳票グループ","0002","売上　シミズ推奨品","4957272000763","コギトＥＳソープ 250 ｍｌ","10","250ML","112","1,625.00","2,342","4","9,368","2,868","30.61","1.00","",""
"","","03","ＯＴＣ医薬品類","0127","オールジャパンドラックＡＪＤ","","","","","","","4987076505041","マスラックＧＯＬＤ","10","384ｼﾞｮ","113","2,153.00","4,680","2","9,360","5,054","54.00","0.68","0.29","54.13"
"","","02","日用雑貨","0420","トゥディック","","","","","","","4904510669626","ビニール手袋極薄　粉無M","10","","114","615.00","830","11","9,131","2,366","25.91","0.51","0.28","54.13"
"","","04","化粧品","0532","ホワイトリリー富山販売","","","0012","帳票グループ","0002","売上　シミズ推奨品","4957272003030","ＷＬアンジェラケーキ レフィル Ｏー２","10","","115","1,950.00","3,000","3","9,000","3,150","35.00","0.96","",""
"","","04","化粧品","0532","ホワイトリリー富山販売","","","","","","","4957272001425","WLｳﾞｪｰﾙ","10","","116","2,925.00","4,500","2","9,000","3,150","35.00","0.96","0.28","54.13"
"","","04","化粧品","0532","ホワイトリリー富山販売","","","","","","","4957272001036","ｶﾙﾌィｧﾛｰｼｮﾝ","10","","117","2,925.00","4,500","2","9,000","3,150","35.00","0.96","0.28","54.13"
"","","01","食品","0990","しみず倉庫","","","","","","","4510759690026","ドーバーパストリーゼ替え","8","","118","900.00","1,280","7","8,960","2,660","29.69","1.65","0.28","54.13"
"","⚫","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0901","ブランド（医薬品メーカー）","0056","大正製薬","4987306045156","パブロンゴールドＡ＜微粒＞　４４包","10","","119","1,073.00","1,480","6","8,880","2,442","27.50","0.64","",""
"","⚫","02","日用雑貨","0408","大協紙商事","","","","","","","4562174170720","ニューライフアップＷ","10","12R","120","245.00","268","33","8,844","759","8.58","0.50","0.27","54.13"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0001","フラグ、区分（２階層）","0002","医薬品、化粧品、医療機器分類","4987103044369","インドメサールプラス　１０枚","10","","121","429.00","980","9","8,820","4,959","56.22","0.64","",""
"","","04","化粧品","0532","ホワイトリリー富山販売","","","0012","帳票グループ","0002","売上　シミズ推奨品","4957272001418","ＷＬUVシールドＥＸ","10","","122","1,625.00","2,172","4","8,687","2,187","25.18","0.93","",""
"","","02","日用雑貨","0408","大協紙商事","","","0904","ブランド（雑貨メーカー）","0105","ユニチャーム","4903111576159","ライフリー ズレずに安心紙パンツ専用尿とりパッ","10","36ﾏｲ","123","737.00","960","9","8,644","2,011","23.26","0.49","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0904","ブランド（雑貨メーカー）","0107","ライオン","4903301010944","バファリンＡ　８０錠","10","","124","952.00","1,680","5","8,400","3,640","43.33","0.61","",""
"","⚫","02","日用雑貨","0990","しみず倉庫","","","","","","","4971159015626","奥田製薬バブルデント入れ歯除菌洗浄剤　１２６錠","10","126ｼﾞｮ","125","322.00","598","14","8,372","3,864","46.15","0.47","0.26","54.13"
