ìXï‹ñº,îÑè„ì˙,ê≈çûîÑè„ã‡äz,ê≈î≤îÑè„ã‡äz,è¡îÔê≈8%,è¡îÔê≈10%,ëeóòã‡äz,ëeóòó¶,îÉè„ì_êî,àÍì_íPâø,ï‘ïiã‡äz,ï‘ïiì_êî,ó›åvîÑè„ã‡äz,ó›åvëeóòã‡äz
"í îÃ","2022/10/05","0","0","0","0","0","0.00","0","0.00","0","0","100,410","37,260"
"í îÃ","2022/10/06","104,930","95,394","0","9,537","50,770","53.22","7","13,627.71","0","0","205,340","88,030"
"í îÃ","2022/10/08","0","0","0","0","0","0.00","0","0.00","0","0","205,340","88,030"
"í îÃ","2022/10/11","41,330","37,574","0","3,756","22,167","59.00","4","9,393.50","0","0","246,670","110,197"
"í îÃ","2022/10/12","0","0","0","0","0","0.00","0","0.00","0","0","246,670","110,197"
"í îÃ","2022/10/13","0","0","0","0","0","0.00","0","0.00","0","0","246,670","110,197"
"í îÃ","2022/10/14","25,240","22,946","0","2,294","12,714","55.41","3","7,648.67","0","0","271,910","122,911"
"í îÃ","2022/10/15","0","0","0","0","0","0.00","0","0.00","0","0","271,910","122,911"
"í îÃ","2022/10/17","6,530","5,937","0","593","3,094","52.11","2","2,968.50","0","0","278,440","126,005"
"í îÃ","2022/10/19","0","0","0","0","0","0.00","0","0.00","0","0","278,440","126,005"
"í îÃ","2022/10/20","0","0","0","0","0","0.00","0","0.00","0","0","278,440","126,005"
"í îÃ","2022/10/21","0","0","0","0","0","0.00","0","0.00","0","0","278,440","126,005"
"í îÃ","2022/10/24","6,530","5,937","0","593","-181","-3.05","2","2,968.50","0","0","284,970","125,824"
"í îÃ","2022/10/25","98,360","89,420","0","8,940","51,485","57.58","9","9,935.56","0","0","383,330","177,309"
"í îÃ","2022/10/26","0","0","0","0","0","0.00","0","0.00","0","0","383,330","177,309"
"í îÃ","2022/10/27","0","0","0","0","0","0.00","0","0.00","0","0","383,330","177,309"
"í îÃ","2022/10/28","0","0","0","0","0","0.00","0","0.00","0","0","383,330","177,309"
"ç≤ÅXìX","2022/10/01","388,362","353,065","0","35,298","146,953","41.62","504","700.53","0","0","771,692","324,262"
"ç≤ÅXìX","2022/10/02","57,603","52,371","0","5,232","25,068","47.87","521","100.52","0","0","829,295","349,330"
"ç≤ÅXìX","2022/10/03","60,966","55,427","0","5,539","19,872","35.85","131","423.11","0","0","890,261","369,202"
"ç≤ÅXìX","2022/10/04","130,989","119,084","0","11,905","41,532","34.88","457","260.58","1,040","26","1,021,250","410,734"
"ç≤ÅXìX","2022/10/05","89,646","81,502","0","8,144","30,753","37.73","228","357.46","0","0","1,110,896","441,487"
"ç≤ÅXìX","2022/10/06","34,090","30,992","0","3,098","10,184","32.86","7","4,427.43","127,091","1","1,144,986","451,671"
"ç≤ÅXìX","2022/10/07","182,413","165,836","0","16,577","38,207","23.04","59","2,810.78","0","0","1,327,399","489,878"
"ç≤ÅXìX","2022/10/08","191,527","174,123","0","17,405","71,709","41.18","109","1,597.46","0","0","1,518,926","561,587"
"ç≤ÅXìX","2022/10/09","434,425","394,935","0","39,490","126,942","32.14","228","1,732.17","0","0","1,953,351","688,529"
"ç≤ÅXìX","2022/10/10","354,840","322,590","0","32,251","175,135","54.29","186","1,734.35","631,766","14","2,308,191","863,664"
"ç≤ÅXìX","2022/10/11","223,878","203,534","0","20,345","80,449","39.53","150","1,356.89","0","0","2,532,069","944,113"
"ç≤ÅXìX","2022/10/12","196,853","179,399","0","17,454","54,434","30.34","123","1,458.53","0","0","2,728,922","998,547"
"ç≤ÅXìX","2022/10/13","104,658","95,148","0","9,511","29,952","31.48","113","842.02","27,755","2","2,833,580","1,028,499"
"ç≤ÅXìX","2022/10/14","338,719","307,935","0","30,786","109,800","35.66","208","1,480.46","19,638","2","3,172,299","1,138,299"
"ç≤ÅXìX","2022/10/15","376,688","342,451","0","34,237","130,398","38.08","264","1,297.16","27,755","2","3,548,987","1,268,697"
"ç≤ÅXìX","2022/10/16","556,017","505,476","0","50,541","151,891","30.05","126","4,011.71","0","0","4,105,004","1,420,588"
"ç≤ÅXìX","2022/10/17","494,883","450,655","0","44,230","140,920","31.27","236","1,909.56","2,511","3","4,599,887","1,561,508"
"ç≤ÅXìX","2022/10/18","116,524","105,936","0","10,588","50,772","47.93","115","921.18","0","0","4,716,411","1,612,280"
"ç≤ÅXìX","2022/10/19","453,458","412,240","0","41,218","134,870","32.72","443","930.56","0","0","5,169,869","1,747,150"
"ç≤ÅXìX","2022/10/20","625,249","568,417","0","56,833","212,589","37.40","157","3,620.49","154,346","2","5,795,118","1,959,739"
"ç≤ÅXìX","2022/10/21","597,258","542,968","0","54,291","168,010","30.94","214","2,537.23","265,874","5","6,392,376","2,127,749"
"ç≤ÅXìX","2022/10/22","1,558,084","1,416,447","0","141,637","461,626","32.59","199","7,117.82","194,637","3","7,950,460","2,589,375"
"ç≤ÅXìX","2022/10/23","205,328","186,670","0","18,658","75,808","40.61","344","542.65","207,474","5","8,155,788","2,665,183"
"ç≤ÅXìX","2022/10/24","317,492","288,639","0","28,853","112,809","39.08","313","922.17","187,886","14","8,473,280","2,777,992"
"ç≤ÅXìX","2022/10/25","211,810","192,561","0","19,249","66,949","34.77","50","3,851.22","18,164","2","8,685,090","2,844,941"
"ç≤ÅXìX","2022/10/26","152,954","139,057","0","13,898","57,962","41.68","418","332.67","0","0","8,838,044","2,902,903"
"ç≤ÅXìX","2022/10/27","257,209","233,841","0","23,372","100,936","43.16","717","326.14","35,437","1","9,095,253","3,003,839"
"ç≤ÅXìX","2022/10/28","1,870","1,700","0","170","1,400","82.35","36","47.22","0","0","9,097,123","3,005,239"
"ç≤ê¢ï€ñ{ìX","2022/10/01","376,458","342,239","0","34,220","79,575","23.25","50","6,844.78","0","0","9,473,581","3,084,814"
"ç≤ê¢ï€ñ{ìX","2022/10/02","60,235","54,762","0","5,473","20,730","37.85","224","244.47","164,892","4","9,533,816","3,105,544"
"ç≤ê¢ï€ñ{ìX","2022/10/03","136,596","124,182","0","12,414","40,936","32.96","148","839.07","0","0","9,670,412","3,146,480"
"ç≤ê¢ï€ñ{ìX","2022/10/04","352,634","320,581","0","32,053","81,938","25.56","814","393.83","0","0","10,023,046","3,228,418"
"ç≤ê¢ï€ñ{ìX","2022/10/05","115,588","105,084","0","10,504","40,912","38.93","25","4,203.36","0","0","10,138,634","3,269,330"
"ç≤ê¢ï€ñ{ìX","2022/10/06","121,190","110,177","0","11,013","35,885","32.57","26","4,237.58","0","0","10,259,824","3,305,215"
"ç≤ê¢ï€ñ{ìX","2022/10/07","131,695","119,729","0","11,966","46,665","38.98","105","1,140.28","0","0","10,391,519","3,351,880"
"ç≤ê¢ï€ñ{ìX","2022/10/08","234,892","213,537","0","21,355","62,876","29.45","27","7,908.78","29,955","3","10,626,411","3,414,756"
"ç≤ê¢ï€ñ{ìX","2022/10/09","135,350","123,048","0","12,302","40,501","32.91","46","2,674.96","0","0","10,761,761","3,455,257"
"ç≤ê¢ï€ñ{ìX","2022/10/10","447,920","407,206","0","40,714","132,068","32.43","85","4,790.66","0","0","11,209,681","3,587,325"
"ç≤ê¢ï€ñ{ìX","2022/10/11","114,114","103,750","0","10,364","47,346","45.63","289","359.00","0","0","11,323,795","3,634,671"
"ç≤ê¢ï€ñ{ìX","2022/10/12","198,662","180,607","0","18,055","37,060","20.52","35","5,160.20","0","0","11,522,457","3,671,731"
"ç≤ê¢ï€ñ{ìX","2022/10/13","127,940","116,314","0","11,626","34,498","29.66","53","2,194.60","37,646","22","11,650,397","3,706,229"
"ç≤ê¢ï€ñ{ìX","2022/10/14","130,290","118,450","0","11,840","47,131","39.79","228","519.52","102,746","5","11,780,687","3,753,360"
"ç≤ê¢ï€ñ{ìX","2022/10/15","123,019","111,993","665","10,361","53,665","47.92","59","1,898.19","44,182","2","11,903,706","3,807,025"
"ç≤ê¢ï€ñ{ìX","2022/10/16","357,644","325,136","0","32,508","123,936","38.12","40","8,128.40","95,210","6","12,261,350","3,930,961"
"ç≤ê¢ï€ñ{ìX","2022/10/17","251,196","228,364","0","22,832","59,709","26.15","53","4,308.75","50,838","6","12,512,546","3,990,670"
"ç≤ê¢ï€ñ{ìX","2022/10/18","326,357","296,778","378","29,201","81,847","27.58","100","2,967.78","0","0","12,838,903","4,072,517"
"ç≤ê¢ï€ñ{ìX","2022/10/19","227,036","206,401","0","20,636","72,321","35.04","140","1,474.29","42,473","5","13,065,939","4,144,838"
"ç≤ê¢ï€ñ{ìX","2022/10/20","153,394","139,455","0","13,939","59,557","42.71","42","3,320.36","0","0","13,219,333","4,204,395"
"ç≤ê¢ï€ñ{ìX","2022/10/21","191,290","173,904","0","17,386","63,172","36.33","46","3,780.52","18,164","1","13,410,623","4,267,567"
"ç≤ê¢ï€ñ{ìX","2022/10/22","115,749","105,232","0","10,517","44,296","42.09","66","1,594.42","39,800","2","13,526,372","4,311,863"
"ç≤ê¢ï€ñ{ìX","2022/10/23","69,970","63,610","0","6,360","22,897","36.00","7","9,087.14","1,320","2","13,596,342","4,334,760"
"ç≤ê¢ï€ñ{ìX","2022/10/24","266,659","242,757","1,480","22,422","55,424","22.83","77","3,152.69","66,129","7","13,863,001","4,390,184"
"ç≤ê¢ï€ñ{ìX","2022/10/25","362,591","329,631","0","32,960","94,280","28.60","59","5,586.97","0","0","14,225,592","4,484,464"
"ç≤ê¢ï€ñ{ìX","2022/10/26","305,690","277,903","0","27,787","83,562","30.07","77","3,609.13","34,692","3","14,531,282","4,568,026"
"ç≤ê¢ï€ñ{ìX","2022/10/27","267,792","243,454","0","24,338","66,138","27.17","38","6,406.68","12,692","2","14,799,074","4,634,164"
"ç≤ê¢ï€ñ{ìX","2022/10/28","0","0","0","0","0","0.00","0","0.00","0","0","14,799,074","4,634,164"
"ëÂìÉìX","2022/10/01","572,480","520,439","0","52,041","174,361","33.50","29","17,946.17","77,546","2","15,371,554","4,808,525"
"ëÂìÉìX","2022/10/02","788,242","716,589","0","71,653","245,238","34.22","32","22,393.41","95,001","3","16,159,796","5,053,763"
"ëÂìÉìX","2022/10/03","181,040","164,583","0","16,457","39,350","23.91","7","23,511.86","749,332","11","16,340,836","5,093,113"
"ëÂìÉìX","2022/10/04","204,440","185,856","0","18,584","56,166","30.22","13","14,296.62","0","0","16,545,276","5,149,279"
"ëÂìÉìX","2022/10/05","423,540","385,038","0","38,502","160,445","41.67","17","22,649.29","65,255","2","16,968,816","5,309,724"
"ëÂìÉìX","2022/10/06","254,941","231,768","0","23,173","82,244","35.49","14","16,554.86","0","0","17,223,757","5,391,968"
"ëÂìÉìX","2022/10/07","129,393","117,635","0","11,758","40,323","34.28","16","7,352.19","188,656","4","17,353,150","5,432,291"
"ëÂìÉìX","2022/10/08","293,280","266,624","0","26,656","109,105","40.92","29","9,193.93","252,147","7","17,646,430","5,541,396"
"ëÂìÉìX","2022/10/09","802,025","729,121","0","72,904","207,796","28.50","216","3,375.56","0","0","18,448,455","5,749,192"
"ëÂìÉìX","2022/10/10","608,338","553,044","0","55,294","197,606","35.73","52","10,635.46","0","0","19,056,793","5,946,798"
"ëÂìÉìX","2022/10/11","155,930","141,757","0","14,173","41,282","29.12","17","8,338.65","212,273","2","19,212,723","5,988,080"
"ëÂìÉìX","2022/10/12","144,630","131,483","0","13,147","35,250","26.81","11","11,953.00","0","0","19,357,353","6,023,330"
"ëÂìÉìX","2022/10/13","130,310","118,466","0","11,844","55,931","47.21","12","9,872.17","0","0","19,487,663","6,079,261"
"ëÂìÉìX","2022/10/14","175,069","159,158","0","15,911","71,307","44.80","25","6,366.32","104,546","4","19,662,732","6,150,568"
"ëÂìÉìX","2022/10/15","665,095","604,635","0","60,460","119,040","19.69","38","15,911.45","41,364","2","20,327,827","6,269,608"
"ëÂìÉìX","2022/10/16","436,789","397,087","0","39,702","150,983","38.02","29","13,692.66","0","0","20,764,616","6,420,591"
"ëÂìÉìX","2022/10/17","391,048","355,502","0","35,546","101,934","28.67","31","11,467.81","18,000","1","21,155,664","6,522,525"
"ëÂìÉìX","2022/10/18","296,590","269,630","0","26,960","80,863","29.99","27","9,986.30","0","0","21,452,254","6,603,388"
"ëÂìÉìX","2022/10/19","598,005","543,576","0","54,429","151,755","27.92","21","25,884.57","51,374","4","22,050,259","6,755,143"
"ëÂìÉìX","2022/10/20","453,012","411,832","0","41,180","144,081","34.99","28","14,708.29","103,874","4","22,503,271","6,899,224"
"ëÂìÉìX","2022/10/21","398,396","362,183","0","36,213","103,075","28.46","319","1,135.37","15,419","2","22,901,667","7,002,299"
"ëÂìÉìX","2022/10/22","957,940","870,859","0","87,081","241,923","27.78","120","7,257.16","211,430","8","23,859,607","7,244,222"
"ëÂìÉìX","2022/10/23","634,675","576,984","0","57,691","205,842","35.68","40","14,424.60","159,985","8","24,494,282","7,450,064"
"ëÂìÉìX","2022/10/24","103,795","94,363","0","9,433","31,100","32.96","50","1,887.26","0","0","24,598,077","7,481,164"
"ëÂìÉìX","2022/10/25","188,985","171,874","0","17,111","60,591","35.25","31","5,544.32","234,200","6","24,787,062","7,541,755"
"ëÂìÉìX","2022/10/26","299,890","272,629","0","27,261","95,848","35.16","15","18,175.27","0","0","25,086,952","7,637,603"
"ëÂìÉìX","2022/10/27","343,430","312,212","0","31,218","134,495","43.08","49","6,371.67","65,383","4","25,430,382","7,772,098"
"ëÂìÉìX","2022/10/28","0","0","0","0","0","0.00","0","0.00","0","0","25,430,382","7,772,098"