仕入日,店舗,仕入先コード,仕入先,部門コード,部門,商品コード,商品,税率,仕入数量,仕入単価,仕入金額,売単価,売価金額,粗利金額,粗利率
"2022/10/01","554　愛国東店","0918","住之江店","01","食品","4981888017112","天然酵母　クリームパン","8.00","3.00","68.00","204","105","315","111","35.24"
"2022/10/01","552　住之江店","0126","大木","01","食品","4901313927120","ふっくらおかゆ　　　１５０ｇ","8.00","2.00","99.00","198","138","276","78","28.26"
"2022/10/01","552　住之江店","0126","大木","02","日用雑貨","4894476012454","メガネが曇りにくい　マスク　普通　４０枚","10.00","2.00","460.00","920","767","1534","614","40.03"
"2022/10/01","552　住之江店","0126","大木","02","日用雑貨","4894476012812","ドクターガードマスク　普通　５枚","10.00","2.00","225.00","450","437","874","424","48.51"
"2022/10/01","552　住之江店","0126","大木","02","日用雑貨","4901070754847","ファミリー　ニトリル極うす手　Ｍ５０枚　ホワイト","10.00","2.00","404.00","808","657","1314","506","38.51"
"2022/10/01","552　住之江店","0126","大木","02","日用雑貨","4901080628015","セボンタンクにおくだけＦソープ＆ムスク容器＋５２Ｇ","10.00","1.00","162.00","162","217","217","55","25.35"
"2022/10/01","552　住之江店","0126","大木","02","日用雑貨","4901730021906","「バンドエイド」　キズパワーパッド　ふつうサイズ","10.00","1.00","499.00","499","767","767","268","34.94"
"2022/10/01","552　住之江店","0126","大木","02","日用雑貨","4901730021913","「バンドエイド」　キズパワーパッド　大きめサイズ 6P","10.00","1.00","499.00","499","767","767","268","34.94"
"2022/10/01","552　住之江店","0126","大木","02","日用雑貨","4987072032640","メガネクリーナー　　ふきふきくもり止めプラス２０包","10.00","1.00","221.00","221","327","327","106","32.42"
"2022/10/01","552　住之江店","0126","大木","02","日用雑貨","4987072074305","泡でまるごと洗浄中　４袋","10.00","1.00","198.00","198","261","261","63","24.14"
"2022/10/01","552　住之江店","0126","大木","02","日用雑貨","4987300505977","薬用ラカルト・ニュー５　１９０ｇ","10.00","1.00","1400.00","1400","1848","1848","448","24.24"
"2022/10/01","552　住之江店","0126","大木","03","ＯＴＣ医薬品類","4950551495342","Ｎウット　　１２錠","10.00","1.00","810.00","810","1980","1980","1170","59.09"
"2022/10/01","552　住之江店","0126","大木","03","ＯＴＣ医薬品類","4961248008820","パルモアー　　７ｇ","10.00","1.00","648.00","648","1210","1210","562","46.45"
"2022/10/01","552　住之江店","0126","大木","03","ＯＴＣ医薬品類","4987009101517","ノーシン　散剤　２０包","10.00","1.00","530.00","530","679","679","149","21.94"
"2022/10/01","552　住之江店","0126","大木","03","ＯＴＣ医薬品類","4987206010445","浅田飴せきどめ（クールオレンジ）３６錠","10.00","2.00","391.00","782","547","1094","312","28.52"
"2022/10/01","552　住之江店","0126","大木","03","ＯＴＣ医薬品類","4987206033710","浅田飴せきどめクール　レモン味","10.00","2.00","391.00","782","547","1094","312","28.52"
"2022/10/01","552　住之江店","0126","大木","03","ＯＴＣ医薬品類","4987206622440","浅田飴アズレンＣＰＣドロップ","10.00","1.00","385.00","385","547","547","162","29.62"
"2022/10/01","552　住之江店","0126","大木","03","ＯＴＣ医薬品類","4987246602464","新コンタックかぜＥＸ持続性　　３６ＣＰ","10.00","1.00","1472.00","1472","2178","2178","706","32.42"
"2022/10/01","552　住之江店","0126","大木","03","ＯＴＣ医薬品類","4987286317168","健栄　ヒルマイルド　ローション","10.00","1.00","997.00","997","1518","1518","521","34.32"
"2022/10/01","552　住之江店","0126","大木","03","ＯＴＣ医薬品類","4987343084613","アダムＡ錠　　　　　　　　　　　　　　２４錠","10.00","3.00","135.00","405","437","1311","906","69.11"
"2022/10/01","552　住之江店","0126","大木","04","化粧品","4987241148387","メンソレータム　Ｄモイスト　メントール","10.00","1.00","278.00","278","360","360","82","22.78"
"2022/10/01","552　住之江店","0126","大木","05","家庭用品","4987072055434","ブルーレットさぼったリング　大盛り泡　２包","10.00","1.00","233.00","233","327","327","94","28.75"
"2022/10/01","552　住之江店","0126","大木","10","衣料身の回り品","4901548401747","不思議な靴下 ｸﾙｰｿｯｸｽBK","10.00","1.00","779.00","779","1188","1188","409","34.43"
"2022/10/01","552　住之江店","0216","釧路市環境事業課廃棄物対策","05","家庭用品","4582197051202","釧路市ごみ処理手数料　　　　　　可燃　６Ｌ　１枚","10.00","200.00","14.00","2800","16","3200","400","12.5"
"2022/10/01","552　住之江店","0216","釧路市環境事業課廃棄物対策","05","家庭用品","4582197052117","釧路市ごみ処理手数料　　　　　　　　　粗大　１枚","10.00","20.00","333.00","6660","392","7840","1180","15.05"
"2022/10/01","552　住之江店","0412","大和生物研究所","02","日用雑貨","4954177580017","笹の恵　８５Ｇ","10.00","6.00","1800.00","10800","3300","19800","9000","45.45"
"2022/10/01","552　住之江店","0699","材料転用","05","家庭用品","4582197051196","釧路市ごみ処理手数料　　　　　可燃　６Ｌ　１０枚","10.00","20.00","139.00","2780","160","3200","420","13.13"
"2022/10/01","552　住之江店","0699","材料転用","05","家庭用品","4582197051202","釧路市ごみ処理手数料　　　　　　可燃　６Ｌ　１枚","10.00","-200.00","14.00","-2800","16","-3200","-400","12.5"
"2022/10/01","552　住之江店","0829","新栄館","02","日用雑貨","4562191601702","シチズン予測式体温計　　　ＣＴＥ５０１","10.00","-3.00","853.00","-2559","1958","-5874","-3315","56.44"
"2022/10/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474106215","ホノミ　エッキ錠　　　　１８０Ｔ","10.00","-1.00","1683.00","-1683","4290","-4290","-2607","60.77"
"2022/10/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474153349","ワグラスＤ錠　４５０錠","10.00","-2.00","5202.00","-5202","12958","-12958","-7756","59.85"
"2022/10/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474153592","ワグラスＤ（Ｎ）　　　　　　　　　　　４５錠","10.00","-5.00","2232.00","-2790","5588","-6985","-4195","60.06"
"2022/10/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474176195","ホノザルベ　  30  ｇ","10.00","-6.00","2980.00","-3576","7700","-9240","-5664","61.3"
"2022/10/01","552　住之江店","0917","愛国東店","01","食品","4981888015927","天然酵母　チョコパン","8.00","-3.00","68.00","-204","105","-315","-111","35.24"
"2022/10/01","552　住之江店","0917","愛国東店","01","食品","4981888015972","天然酵母　丹波黒豆抹茶パン","8.00","-3.00","68.00","-204","105","-315","-111","35.24"
"2022/10/01","552　住之江店","0917","愛国東店","01","食品","4981888016290","天然酵母　メロンパン","8.00","-3.00","68.00","-204","105","-315","-111","35.24"
"2022/10/01","552　住之江店","0917","愛国東店","01","食品","4981888017099","天然酵母　小倉あんパン","8.00","-3.00","68.00","-204","105","-315","-111","35.24"
"2022/10/01","552　住之江店","0917","愛国東店","01","食品","4981888017105","天然酵母　こしあんパン","8.00","-2.00","68.00","-136","105","-210","-74","35.24"
"2022/10/01","552　住之江店","0917","愛国東店","01","食品","4981888017112","天然酵母　クリームパン","8.00","-3.00","68.00","-204","105","-315","-111","35.24"
"2022/10/01","631　パスコ店","0191","競合店仕入","03","ＯＴＣ医薬品類","4987360075663","熊胆円　52包","10.00","1.00","3150.00","3150","4928","4928","1778","36.08"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4891228303921","インジェクター１マイバカエバ１０枚入り","10.00","1.00","1068.00","1068","1804","1804","736","40.8"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4891228310844","Schickｸｱﾄﾛ５ﾁﾀﾆｳﾑ","10.00","1.00","1503.00","1503","2354","2354","851","36.15"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4901070907212","エステー　米唐番　５ｋｇタイプ　２５ｇ","10.00","1.00","254.00","254","418","418","164","39.23"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4901070907229","エステー　米唐番１０ｋｇタイプ  ４５ｇ","10.00","1.00","317.00","317","522","522","205","39.27"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4901234362246","ﾏﾄﾏ-ｼﾞｭまとめ髪ｽﾃィｯｸ(ﾚｷﾞｭﾗ-)","10.00","1.00","358.00","358","525","525","167","31.81"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4901234362437","ﾏﾄﾒ-ｼﾞｭまとめ髪ｱﾚﾝｼﾞｳｫ-ﾀ-","10.00","1.00","455.00","455","679","679","224","32.99"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4901609012820","ｽｸﾗﾋﾞﾝｸﾞﾊﾞﾌﾞﾙｼﾞｬﾊﾞ1つ穴用","10.00","1.00","344.00","344","511","511","167","32.68"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4901616009356","オーラツー　ストライプペースト　１４０ｇ","10.00","10.00","172.00","1720","272","2720","1000","36.76"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4901616009516","Ｄｏクリア　こどもハミガキ　［グレープ］　７０ｇ","10.00","1.00","126.00","126","187","187","61","32.62"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4901616206335","ガム・デンタルブラシ　４０９　［４列レギュラーヘ","10.00","3.00","174.00","522","250","750","228","30.4"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4901872831142","スーパーマイルド　コンディショナー　レギュラーサイ","10.00","1.00","235.00","235","327","327","92","28.13"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4903111506163","チャームナップ　長時間安心用　１２枚","10.00","6.00","500.00","3000","712","4272","1272","29.78"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4903301152682","クリニカハブラシ　フラットカット　３列　ふつう","10.00","3.00","143.00","429","207","621","192","30.92"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4903301194200","ルックまめピカ　抗菌プラス　トイレのふき取りクリー","10.00","1.00","162.00","162","260","260","98","37.69"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4903301203896","クリニカアドバンテージ　デンタルフロス　Ｙ字タイプ","10.00","2.00","219.00","438","352","704","266","37.78"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4903301249061","デントヘルス薬用ハミガキ　しみるブロック 85 ｇ","10.00","1.00","877.00","877","1551","1551","674","43.46"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4904766130239","ｳﾀﾏﾛｷｯﾁﾝ詰替え","10.00","2.00","163.00","326","283","566","240","42.4"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4969542122570","キスユー　山切りレギュラー替え　ふつう２本入","10.00","3.00","114.00","342","187","561","219","39.04"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4973512258237","ｱﾗｳﾊﾐｶﾞｷ","10.00","1.00","247.00","247","382","382","135","35.34"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4973512263637","ﾊﾝﾄﾞﾗﾎﾞ薬用泡ﾊﾝﾄﾞｿ-ﾌﾟ","10.00","2.00","178.00","356","306","612","256","41.83"
"2022/10/01","631　パスコ店","0420","トゥディック","02","日用雑貨","4987643121056","アパガードスモーキン　１００ｇ","10.00","2.00","840.00","1680","1342","2684","1004","37.41"
"2022/10/01","631　パスコ店","0420","トゥディック","04","化粧品","4901417644305","モイスタージュ　エッセンスローション（しっとり）","10.00","1.00","520.00","520","784","784","264","33.67"
"2022/10/01","631　パスコ店","0420","トゥディック","04","化粧品","4901525002288","自然ごこち     茶     洗顔石けん　８０ｇ","10.00","3.00","412.00","1236","690","2070","834","40.29"
"2022/10/01","631　パスコ店","0420","トゥディック","04","化粧品","4901525007276","カウブランド　無添加トリートメントしっとり","10.00","1.00","455.00","455","690","690","235","34.06"
"2022/10/01","631　パスコ店","0420","トゥディック","04","化粧品","4901525694018","牛乳ブランド シェービングクリーム　８０ｇ","10.00","2.00","210.00","420","319","638","218","34.17"
"2022/10/01","631　パスコ店","0420","トゥディック","04","化粧品","4901601277562","ＨＬ００５４　スタンダードセレクション　ポケットコ","10.00","1.00","203.00","203","385","385","182","47.27"
"2022/10/01","631　パスコ店","0420","トゥディック","04","化粧品","4901696535578","ロゼット洗顔パスタ アクネクリア 120g","10.00","1.00","352.00","352","522","522","170","32.57"
"2022/10/01","631　パスコ店","0420","トゥディック","04","化粧品","4901872447671","マシェリモイスチュア  CD  替え  EX380 ｍｌ","10.00","1.00","455.00","455","657","657","202","30.75"
"2022/10/01","631　パスコ店","0420","トゥディック","04","化粧品","4902806134490","ギャツビーナチュラルブリーチ","10.00","1.00","472.00","472","826","826","354","42.86"
"2022/10/01","631　パスコ店","0420","トゥディック","04","化粧品","4902806583069","ギャツビースタイリングフォームスーパーハード　１８","10.00","1.00","535.00","535","841","841","306","36.39"
"2022/10/01","631　パスコ店","0420","トゥディック","04","化粧品","4987205080708","ビゲン　クリームトーン　７Ｇ　 80 ｇ","10.00","1.00","558.00","558","767","767","209","27.25"
"2022/10/01","631　パスコ店","0420","トゥディック","04","化粧品","4987205284656","シエロヘアカラーＥＸクリーム５","10.00","1.00","684.00","684","979","979","295","30.13"
"2022/10/01","631　パスコ店","0420","トゥディック","04","化粧品","4987205302060","ビゲン　カラースプレー　６","10.00","1.00","399.00","399","693","693","294","42.42"
"2022/10/01","631　パスコ店","0420","トゥディック","04","化粧品","4987205302077","ビゲン　カラースプレー　７","10.00","1.00","399.00","399","693","693","294","42.42"
"2022/10/01","631　パスコ店","0420","トゥディック","04","化粧品","4987241156337","メンソレータム　メルティクリームリップ　無香料","10.00","2.00","315.00","630","470","940","310","32.98"
"2022/10/01","631　パスコ店","0420","トゥディック","05","家庭用品","4901670110227","サランラップ　２２ｃｍ×２０ｍ","10.00","2.00","140.00","280","206","412","132","32.04"
"2022/10/01","631　パスコ店","0699","材料転用","03","ＯＴＣ医薬品類","4987117438710","チオビタ・ドリンク　１００ｍｌ","10.00","10.00","83.00","421","242","1210","789","65.21"
"2022/10/01","631　パスコ店","0699","材料転用","03","ＯＴＣ医薬品類","4987117438741","チオビタ・ドリンク　１００ｍｌ×１０本","10.00","-1.00","421.00","-421","767","-767","-346","45.11"
"2022/10/01","634　プラファ店","0420","トゥディック","02","日用雑貨","4901329110035","泡立ちクレンザー４００ｇ","10.00","5.00","65.00","325","107","535","210","39.25"
"2022/10/01","634　プラファ店","0420","トゥディック","02","日用雑貨","4901609002449","パイプユニッシュ　８００ｇ","10.00","2.00","265.00","530","418","836","306","36.6"
"2022/10/01","634　プラファ店","0420","トゥディック","02","日用雑貨","4901616206359","ガム・デンタルブラシ　４０７　［４列コンパクトヘ","10.00","3.00","174.00","522","260","780","258","33.08"
"2022/10/01","634　プラファ店","0420","トゥディック","02","日用雑貨","4904651124282","サロンドプロヘアカラー泡　3","10.00","1.00","715.00","715","922","922","207","22.45"
"2022/10/01","634　プラファ店","0420","トゥディック","04","化粧品","4056800250950","ウエラト－ン２＋１　クリ－ムタイプ７Ｇ","10.00","2.00","1105.00","2210","1581","3162","952","30.11"
"2022/10/01","634　プラファ店","0420","トゥディック","04","化粧品","4901508972775","ツバキオイル　ヘアクリーム　１５０ｇ","10.00","1.00","360.00","360","767","767","407","53.06"
"2022/10/01","634　プラファ店","0420","トゥディック","04","化粧品","4902806452266","ルシ－ドヘアフォ－ムふんわりハード","10.00","1.00","630.00","630","836","836","206","24.64"
"2022/10/01","634　プラファ店","0420","トゥディック","04","化粧品","4970170109161","大島椿　６０ｍｌ","10.00","1.00","948.00","948","1408","1408","460","32.67"
"2022/10/01","634　プラファ店","0420","トゥディック","04","化粧品","4987205286155","シエロ　ムースカラー　４","10.00","1.00","688.00","688","922","922","234","25.38"
"2022/10/01","634　プラファ店","0420","トゥディック","04","化粧品","4987205302053","ビゲン　カラースプレー　５","10.00","1.00","399.00","399","693","693","294","42.42"
"2022/10/01","634　プラファ店","0420","トゥディック","04","化粧品","4987234150106","マロン　マインドカラー　Ｎ　自然な黒褐色","10.00","2.00","754.00","1508","1298","2596","1088","41.91"
"2022/10/01","634　プラファ店","0699","材料転用","03","ＯＴＣ医薬品類","4987014013706","新バイトゴールド２０００　１００ｍｌ×１０本","10.00","5.00","390.00","1950","733","3665","1715","46.79"
"2022/10/01","634　プラファ店","0699","材料転用","03","ＯＴＣ医薬品類","4987014013805","新バイトゴールド２０００　１００ｍｌ×５０本","10.00","-1.00","1950.00","-1950","3278","-3278","-1328","40.51"
"2022/10/01","639　大島店","0408","大協紙商事","02","日用雑貨","4901451163800","ドラえもんポケットＴＳ６Ｐ","10.00","3.00","98.00","294","137","411","117","28.47"
"2022/10/01","639　大島店","0408","大協紙商事","02","日用雑貨","4901750282707","クリネックスコンパクトダブル８ロール","10.00","8.00","405.00","3240","492","3936","696","17.68"
"2022/10/01","639　大島店","0420","トゥディック","02","日用雑貨","4973227417356","フレッシュフロスピック１００Ｐ","10.00","3.00","200.00","600","327","981","381","38.84"
"2022/10/01","639　大島店","0420","トゥディック","02","日用雑貨","4973512260841","ハッピーエレファント 液体洗濯洗剤詰替用","10.00","2.00","390.00","780","577","1154","374","32.41"
"2022/10/01","639　大島店","0420","トゥディック","02","日用雑貨","4977033112320","ハローキティ流せるポケットティッシュ　６Ｐ","10.00","3.00","90.00","270","137","411","141","34.31"
"2022/10/01","639　大島店","0420","トゥディック","04","化粧品","4589434510027","ハグハピリップクリーム","10.00","6.00","330.00","1980","547","3282","1302","39.67"
"2022/10/01","063　ミラドラ","0411","大正製薬","03","ＯＴＣ医薬品類","4987306057791","リアップＸ５プラスネオ","10.00","180.00","5033.00","905940","6908","1243440","337500","27.14"
"2022/10/01","063　ミラドラ","0411","大正製薬","03","ＯＴＣ医薬品類","4987306062047","ヘルペシアクリーム　２ｇ","10.00","30.00","605.00","18150","1078","32340","14190","43.88"
"2022/10/01","063　ミラドラ","0699","材料転用","03","ＯＴＣ医薬品類","0000049344233","ネオシーダー　キングサイズ　２０本入","10.00","20.00","215.00","4300","327","6540","2240","34.25"
"2022/10/01","063　ミラドラ","0699","材料転用","03","ＯＴＣ医薬品類","4906048000049","ネオシーダー　20本入×10","10.00","-2.00","2200.00","-4400","3278","-6556","-2156","32.89"
"2022/10/01","063　ミラドラ","0751","社内物流","03","ＯＴＣ医薬品類","4974961170125","新黄珠目薬　  15  ｍｌ","10.00","-30.00","468.00","-14040","1320","-39600","-25560","64.55"
"2022/10/01","063　ミラドラ","0751","社内物流","03","ＯＴＣ医薬品類","4987103049371","ＺＳ-１","10.00","-1.00","6000.00","-6000","13200","-13200","-7200","54.55"
"2022/10/01","063　ミラドラ","0751","社内物流","03","ＯＴＣ医薬品類","4987306057791","リアップＸ５プラスネオ","10.00","-132.00","5033.00","-664356","6908","-911856","-247500","27.14"
"2022/10/01","063　ミラドラ","0751","社内物流","03","ＯＴＣ医薬品類","4987306064782","リアップリジェンヌ　60ｍｌ","10.00","-2.00","3563.00","-7126","5258","-10516","-3390","32.24"
"2022/10/01","063　ミラドラ","0899","ＥＣ事業部ミラドラ","04","化粧品","4901301236180","キュレル　化粧水とてもしっとり　１５０ｍｌ","10.00","-1.00","1123.00","-1123","1650","-1650","-527","31.94"
