﻿店舗名,特売,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率
"","","01","食品","0990","しみず倉庫","","","","","","","4582368480190","プラズマローゲン　６０粒","8","60ﾂﾌﾞ","17","2,696.90","5,925","20","118,503","64,565","54.48","20.61","3.14","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4987433120054","プラセントップ液３０ｍｌ","10","30ML","18","310.00","849","137","116,348","73,878","63.50","7.56","",""
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250305213","キョーレオピンネオｗ　120ｍｌ","10","","19","3,158.00","5,854","16","93,670","43,142","46.06","1.83","2.48","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250280329","レオピンファイブキャプレットＳ　２００錠","10","200ｼﾞｮ","20","5,213.00","12,700","7","88,898","52,407","58.95","1.74","2.36","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987014016707","新バイトゴールド３０００　５０本","10","","21","1,850.00","2,843","31","88,140","30,790","34.93","5.73","2.34","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250854124","グリーン末　９０包","8","90","22","1,401.00","4,000","22","88,003","57,181","64.98","1.72","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250266217","キヨーレオピンＮＥＯ　１２０ｍｌ","10","120ML","23","2,650.00","4,662","17","79,248","34,198","43.15","1.55","",""
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250293312","レオピンロイヤルキャプレット　２００錠","10","200ｼﾞｮ","24","8,717.00","14,986","5","74,929","31,344","41.83","1.46","1.99","47.07"
"","","01","食品","0990","しみず倉庫","","","","","","","4515748001807","アバロンプレミアム大容量　 180 粒","8","180ﾂﾌﾞ","25","5,400.00","10,155","7","71,088","33,288","46.83","12.37","1.88","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987103049364","コンドロイチンＺＳ３１０錠","10","310ｼﾞｮ","26","4,300.00","8,310","8","66,482","32,082","48.26","4.32","1.76","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250224118","フジビトール　２００ｃｐ","10","200","27","2,973.00","5,647","11","62,120","29,417","47.36","1.21","",""
"","","01","食品","0990","しみず倉庫","","","","","","","4573204100013","ビタミンＣプレミオ３００ＣＰ","8","300CP","28","3,675.00","5,084","12","61,003","16,903","27.71","10.61","1.62","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","3000800100075","人参牛黄 4 ｐ","10","4P","29","1,106.00","2,992","20","59,840","37,720","63.03","1.17","1.59","47.07"
"","","01","食品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4510662002114","貴好茶　８粒×３０包","8","","30","2,850.00","4,595","13","59,732","22,682","37.97","10.39","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250358110","湧永田七　分包　６０包","8","60","31","2,773.00","8,478","7","59,348","39,937","67.29","1.16","",""
"","","04","化粧品","0990","しみず倉庫","","","","","","","4515748001791","プレミアム 10 エミュークリーム　 150 ｇ","10","150G","32","3,230.00","6,552","9","58,966","29,896","50.70","49.64","1.56","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250177117","トコベール３００Ｅ　１３０ｃｐ","10","130","33","1,765.00","7,472","7","52,307","39,952","76.38","1.02","",""
"","","90","湧永製品","0990","しみず倉庫","","","","","","","3000800100112","人参牛黄４０ｐ","10","40","34","11,060.00","25,904","2","51,808","29,688","57.30","1.01","1.37","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250266316","キヨーレオピンＮＥＯ　２４０ｍｌ","10","240ML","35","4,673.00","9,524","5","47,620","24,255","50.93","0.93","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250266118","キヨーレオピンＮＥＯ　６０ｍｌ","10","60ML","36","1,445.00","2,871","15","43,064","21,389","49.67","0.84","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250199218","エナックＷ　２７０錠","10","270","37","1,700.00","5,049","8","40,391","26,791","66.33","0.79","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250275318","キヨーレオピン　２４０ｍｌ","10","240ML","38","5,570.00","10,090","4","40,361","18,081","44.80","0.79","",""
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250305114","ｷｮーレオピンネオｗ　60ｍｌ","10","","39","1,723.00","3,290","12","39,475","18,799","47.62","0.77","1.05","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4951079100039","複方　熊胆円　84個入","10","","40","6,206.50","9,764","4","39,054","14,228","36.43","2.54","1.03","47.07"
"","","01","食品","0990","しみず倉庫","","","","","","","4954097915456","エブリサポート経口補水液５００ｍｌ","8","","41","66.00","130","293","38,068","18,730","49.20","6.62","1.01","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250281326","キヨーレオピンキャプレットＳ２００錠","10","200ｼﾞｮ","42","2,326.00","5,037","7","35,260","18,978","53.82","0.69","0.93","47.07"
"","","01","食品","0990","しみず倉庫","","","","","","","4582368480206","ピュアコラーゲン＋セラミドＤＸ　 150 ｇ","8","150G","43","926.50","1,680","20","33,591","15,061","44.84","5.84","0.89","47.07"
"","","01","食品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4582368480053","水素力　 ９０カプセル","8","","44","3,876.00","8,371","4","33,483","17,979","53.70","5.82","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250870117","プレビジョン　バイタルウレア　１２０粒","8","120","45","1,795.00","5,533","6","33,195","22,425","67.56","0.65","",""
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250878113","オプターナ黄粋目薬　１５ｍｌ","10","15ML","46","350.00","985","33","32,499","20,949","64.46","0.64","0.86","47.07"
"","","02","日用雑貨","0990","しみず倉庫","","","","","","","4571310341122","ウィルスバリアノヴァ液体消臭ミストタイプ 2L","10","2L","47","6,490.00","7,924","4","31,695","5,735","18.09","4.75","0.84","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250840219","人参牛黄カプセル　２４ｃｐ","10","24","48","6,636.00","15,819","2","31,637","18,365","58.05","0.62","",""
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250300119","宝脚　３００錠","8","300ﾂﾌﾞ","49","2,515.00","7,545","4","30,181","20,121","66.67","0.59","0.80","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987103049210","ヘパリ－ゼＧＴ８０錠","10","","50","1,097.00","2,243","13","29,165","14,904","51.10","1.89","0.77","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250147110","セキセチン　咳止め１００ｍｌ","10","100","51","354.00","1,214","24","29,136","20,640","70.84","0.57","0.77","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987103049357","コンドロイチンＺＳ１５０錠","10","150ｼﾞｮ","52","2,350.00","4,055","7","28,387","11,937","42.05","1.84","0.75","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250294111","プレビジョン　ラクッションプラス　２７０粒","8","270ﾂﾌﾞ","53","1,692.00","4,006","7","28,042","16,198","57.76","0.55","0.74","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250370211","紅芝泉レギュラー　３０ｍｌ","8","30ML","54","320.95","682","40","27,292","14,454","52.96","0.53","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4515748001760","ＥＣエヴォリューション　　１５０Ｇ","10","","55","2,716.00","4,533","6","27,200","10,904","40.09","1.77","0.72","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250295217","特肝錠　３００粒","8","300ｼﾞｮ","56","3,082.00","6,445","4","25,780","13,452","52.18","0.50","0.68","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0001","フラグ、区分（２階層）","0002","医薬品、化粧品、医療機器分類","4987014012006","ミネドリン　６００ｍｌ","10","","57","858.00","1,687","15","25,303","12,433","49.14","1.64","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250161529","エナックロイヤル　 50 ｍｌ× 4","10","50ML 4","58","1,058.00","2,359","10","23,589","13,009","55.15","0.46","",""
"","","01","食品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4582368480169","スクワレン（箱入） １０シート","8","","59","1,739.00","3,582","6","21,491","11,057","51.45","3.74","",""
"","","01","食品","0990","しみず倉庫","","","","","","","4510759890013","ドーパーパストリーゼ　 5L","8","5L","60","2,900.00","4,280","5","21,400","6,900","32.24","3.72","0.57","47.07"
"","","02","日用雑貨","0990","しみず倉庫","","","","","","","4510759690026","ドーパーパストリーゼ１Ｌ替え","8","1L","61","900.00","1,380","15","20,700","7,200","34.78","3.10","0.55","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250873217","フジビトール鼻炎薬ｓ３６カプセル","10","36","62","618.00","1,787","11","19,661","12,863","65.42","0.38","0.52","47.07"
"","","01","食品","0990","しみず倉庫","","","","","","","4515748001708","エミューゼリー筋肉（シークワーサー）３０包","8","30H","63","3,436.00","6,250","3","18,750","8,442","45.02","3.26","0.50","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987076505041","マスラックＧＯＬＤ","10","384ｼﾞｮ","64","2,153.00","4,446","4","17,784","9,172","51.57","1.16","0.47","47.07"
"","","02","日用雑貨","0990","しみず倉庫","","","","","","","4571310341061","ウィルスバリアノヴァ　ゲルタイプ　 300 ｇ","10","300G","65","1,595.00","2,922","6","17,529","7,959","45.40","2.62","0.46","47.07"
"","","01","食品","0990","しみず倉庫","","","","","","","4902989372917","かき醤油味付のり　角 54 枚","8","54ﾏｲ","66","200.00","301","58","17,463","5,863","33.57","3.04","0.46","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250868114","ウリラックス　１２０粒","8","120T","67","1,859.00","5,777","3","17,331","11,754","67.82","0.34","",""
"","","90","湧永製品","0990","しみず倉庫","","","","","","","3000800100020","フジビトール 40 ｐ","10","40P","68","594.00","1,574","11","17,312","10,778","62.26","0.34","0.46","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987031003018","延寿丸　 2600T","10","2600T","69","2,226.00","4,089","4","16,355","7,451","45.56","1.06","0.43","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987307020688","新小児用セイヨン内服液３０ｍｌ","10","30ML","70","83.00","198","82","16,236","9,430","58.08","1.05","0.43","47.07"
"","","02","日用雑貨","0990","しみず倉庫","","","","","","","4571310341115","ウィルスバリアノヴァ液体消臭ミストタイプ 300ML","10","300ML","71","1,792.00","3,240","5","16,200","7,240","44.69","2.43","0.43","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987014016608","新バイトゴールド３０００　１０本","10","","72","370.00","728","22","16,020","7,880","49.19","1.04","0.42","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987103040989","ハイゼリーＳＧ５０　 50ML","10","50ML","73","300.00","1,000","16","16,000","11,200","70.00","1.04","0.42","47.07"
"","","02","日用雑貨","0990","しみず倉庫","","","","","","","4975446234189","薬用　女髪美の泉シャンプ－","10","300ML","74","970.00","1,107","14","15,491","1,911","12.34","2.32","0.41","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4987433110062","スノーデンプラセントップ錠　２４０錠","10","","75","3,400.00","7,664","2","15,328","8,528","55.64","1.00","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987103036197","新ローヤルゼロントＢ　１００ｍｌ×５０本","10","","76","3,850.00","7,500","2","15,000","7,300","48.67","0.97","0.40","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4951079100022","複方　熊胆円　60個入","10","","77","4,130.00","7,500","2","15,000","6,740","44.93","0.97","0.40","47.07"
"","","02","日用雑貨","0990","しみず倉庫","","","","","","","4987547268666","薬湯（漢浴泉）　　　　　　　　　２３．５ＧＸ５包","10","","78","383.37","764","19","14,520","7,236","49.83","2.17","0.38","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250199119","エナックＷ　１２６錠","10","126","79","927.00","2,845","5","14,223","9,588","67.41","0.28","",""
"","","02","日用雑貨","0990","しみず倉庫","","","","","","","4970511201370","かぜ・花粉マスク　成人用　６０枚","10","60ﾏｲ","80","367.80","568","25","14,191","4,996","35.21","2.13","0.38","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987360035346","メルヂンゴールド２４ＣＰ","10","24CP","81","341.00","636","22","13,999","6,497","46.41","0.91","0.37","47.07"
"","","04","化粧品","0990","しみず倉庫","","","","","","","4515748001753","エミュークリーム　　　ＥＣエヴォ　８５Ｇ","10","","82","1,716.00","3,481","4","13,925","7,061","50.71","11.72","0.37","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0901","ブランド（医薬品メーカー）","0052","ゼリア新薬工業","4987103046752","ハイゼリーＢ　１００ｍｌ","10","100ML","83","125.00","418","33","13,800","9,675","70.11","0.90","",""
"","","90","湧永製品","0990","しみず倉庫","","","","","","","3000800100044","湧永　人参牛黄 2 ｐ","10","2P","84","558.09","1,253","11","13,779","7,640","55.45","0.27","0.37","47.07"
"","","01","食品","0990","しみず倉庫","","","","","","","4510759790016","ドーバー　パストリ－ゼ７７ ５００ｍｌ","8","500","85","689.64","980","14","13,720","4,065","29.63","2.39","0.36","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250275110","キヨーレオピン　６０ｍｌ","10","60ML","86","1,566.00","3,300","4","13,200","6,936","52.55","0.26","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987014090301","新バイトゴールドライト１０本","10","","87","360.00","631","20","12,611","5,411","42.91","0.82","0.33","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250161123","エナックロイヤル　５０ｍｌ","10","50ML","88","259.92","965","13","12,546","9,167","73.07","0.25","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0901","ブランド（医薬品メーカー）","0057","大昭製薬","4987402032104","エフストリン３０錠","10","30T","89","587.00","1,220","10","12,200","6,330","51.89","0.79","",""
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250807212","ロイマン湯　３０包","10","30H","90","978.00","2,395","5","11,977","7,087","59.17","0.23","0.32","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0901","ブランド（医薬品メーカー）","0028","株式会社恵命堂","4955982058029","恵命我神散Ｓ　散剤　３ｇ×１２０包","10","","91","3,900.00","5,800","2","11,600","3,800","32.76","0.75","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4515351100485","キョクトウ熊胆円　48個入","10","","92","3,491.00","3,850","3","11,550","1,077","9.32","0.75","0.31","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987299226716","クレマエースＥＸＰ　２７０錠","10","","93","1,093.00","3,847","3","11,542","8,263","71.59","0.75","0.31","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4975446301386","ハツモール　ヘアーグロアーＳ　１８０ｍｌ","10","","94","1,710.00","3,800","3","11,400","6,270","55.00","0.74","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4954097312057","広貫堂　六神丸Ｓ　２４０粒","10","","95","3,347.00","5,600","2","11,200","4,506","40.23","0.73","0.30","47.07"
"","","02","日用雑貨","0990","しみず倉庫","","","","","","","4529888000262","薬用オレノデ・バン　デンタルペースト４０ｇ","10","","96","2,090.00","3,695","3","11,085","4,815","43.44","1.66","0.29","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987533012358","アスミンＢ顆粒　１８Ｈ","10","18H","97","411.00","1,567","7","10,970","8,093","73.77","0.71","0.29","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0901","ブランド（医薬品メーカー）","0052","ゼリア新薬工業","4987103034704","セルメＥＣ顆粒　９０包","10","","98","2,680.00","5,360","2","10,720","5,360","50.00","0.70","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987487102730","タカミツホットリフェンダ　６枚","10","6ﾏｲ","99","70.00","144","73","10,530","5,420","51.47","0.68","0.28","47.07"
"","","02","日用雑貨","0990","しみず倉庫","","","","","","","4571310341023","ウイルスバリアノバアゲルタイプ 120 ｇ","10","120G","100","1,155.00","2,098","5","10,490","4,715","44.95","1.57","0.28","47.07"
"","","02","日用雑貨","0990","しみず倉庫","","","","","","","4589818059425","ダイヤモンドマスク　ピュアホワイト","10","","101","326.57","748","14","10,469","5,897","56.33","1.57","0.28","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987469589221","ビフィズミン５６０錠","10","560T","102","675.00","791","13","10,284","1,509","14.67","0.67","0.27","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987031002264","延寿丸 500 ｇ","10","","103","5,000.00","10,000","1","10,000","5,000","50.00","0.65","0.26","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250281227","キョーレオピンキャプレットＳ 100 錠","10","100T","104","1,368.00","3,300","3","9,900","5,796","58.55","0.19","0.26","47.07"
"","","04","化粧品","0990","しみず倉庫","","","","","","","4987305034625","全薬アピットジェル　１２０ｍｌ","10","","105","1,491.00","1,640","6","9,840","894","9.09","8.28","0.26","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0901","ブランド（医薬品メーカー）","0003","池田模範堂","4987426002091","液体ムヒＳ２ａ５０ｍｌ","10","","106","318.85","490","20","9,801","3,424","34.94","0.64","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250270214","フジコールＷ　１８包","10","18","107","566.00","1,942","5","9,710","6,880","70.85","0.19","",""
"","","90","湧永製品","0990","しみず倉庫","","","","","","","3000800700138","湧永　生田七　３０Ｈ","8","30","108","1,380.00","4,800","2","9,600","6,840","71.25","0.19","0.25","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0009","メーカー","0001","医薬品","4987487102723","タカミツクールリフェンダ　６枚","10","","109","70.00","148","64","9,472","4,992","52.70","0.62","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987469003529","コフダンＡＣうがい薬　 100 ｍｌ","10","100ML","110","360.00","578","16","9,240","3,480","37.66","0.60","0.24","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987103050018","ヘパリーゼＨｉプラス　 50ML × 3","10","50ML 3","111","675.00","1,280","7","8,960","4,235","47.27","0.58","0.24","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250854216","グリーン末３０包","8","30","112","467.00","1,783","5","8,915","6,580","73.81","0.17","0.24","47.07"
"","","04","化粧品","0990","しみず倉庫","","","","","","","4515748001784","プレミアム１０　８５ｇ","10","85","113","2,030.00","4,400","2","8,800","4,740","53.86","7.41","0.23","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987103045762","セピーＩＰかぜゴールド錠　１５才以上専用２７Ｔ","10","","114","429.00","1,220","7","8,540","5,537","64.84","0.55","0.23","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987316003597","アセス　１６０ｇ","10","160G","115","883.00","1,419","6","8,514","3,216","37.77","0.55","0.23","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4975446264223","ハツモ－ルメディカルシャンプー 500 ｍｌ","10","","116","988.00","1,214","7","8,496","1,580","18.60","0.55","0.23","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250879110","シトリーヌα　１８０ｃｐ","10","180","117","897.00","1,635","5","8,176","3,691","45.14","0.16","",""
"","","02","日用雑貨","0990","しみず倉庫","","","","","","","4562496612335","新感覚　ＣＯＯＬマスク50枚","10","50ﾏｲ","118","490.00","681","12","8,176","2,296","28.08","1.22","0.22","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987487102754","リフェンダＩＤ　０．５％６枚","10","","119","80.00","188","42","7,896","4,536","57.45","0.51","0.21","47.07"
"","","01","食品","0990","しみず倉庫","","","","","","","4970468055163","桜南抹茶くず湯１２５ｇ","8","125g","120","135.00","274","27","7,391","3,746","50.68","1.29","0.20","47.07"
"","","02","日用雑貨","0990","しみず倉庫","","","","","","","4971159015626","奥田製薬バブルデント入れ歯除菌洗浄剤　１２６錠","10","126ｼﾞｮ","121","322.00","598","12","7,176","3,312","46.15","1.07","0.19","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987475119368","ロキエフェクトＬＸテープ　 14 枚","10","14ﾏｲ","122","218.00","794","9","7,142","5,180","72.53","0.46","0.19","47.07"
"","","02","日用雑貨","0990","しみず倉庫","","","","","","","4987892100130","テルモ電子体温計","10","","123","1,179.00","1,780","4","7,120","2,404","33.76","1.07","0.19","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0001","フラグ、区分（２階層）","0002","医薬品、化粧品、医療機器分類","0000049252033","新サニアゾルＤ １２ｇ","10","12G","124","420.00","1,400","5","7,000","4,900","70.00","0.45","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4975979383002","パンクＭＩ錠　６０錠","10","60ｼﾞｮｳ","125","466.00","1,380","5","6,900","4,570","66.23","0.45","0.18","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250366115","プライムピュア　１２０粒","8","120","126","1,538.00","3,323","2","6,645","3,569","53.71","0.13","",""
"","","90","湧永製品","0990","しみず倉庫","","","","","","","3000800700084","湧永　生田七　１Ｈ","8","1H","127","46.00","186","35","6,510","4,900","75.27","0.13","0.17","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4968760901493","３Ａアクアマグ　１５０錠","10","150ｼﾞｮ","128","678.00","1,295","5","6,475","3,085","47.64","0.42","0.17","47.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987031002165","新大草延寿丸３２Ｈ","10","32H","129","791.00","1,600","4","6,400","3,236","50.56","0.42","0.17","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250132116","（ワクナガ）タミナスＡ錠　３６０錠","10","ﾀﾐﾅｽ","130","559.00","1,600","4","6,400","4,164","65.06","0.13","0.17","47.07"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250869111","プレビジョン　アクティブレイン　１２０粒","8","120","131","1,924.00","2,116","3","6,348","576","9.07","0.12","",""
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250239112","ノノン錠　２４錠","10","24","132","274.00","781","8","6,251","4,059","64.93","0.12","0.17","47.07"
