ìXï‹ñº,îÑè„ì˙,ê≈çûîÑè„ã‡äz,ê≈î≤îÑè„ã‡äz,è¡îÔê≈8%,è¡îÔê≈10%,ëeóòã‡äz,ëeóòó¶,îÉè„ì_êî,àÍì_íPâø,ï‘ïiã‡äz,ï‘ïiì_êî,ó›åvîÑè„ã‡äz,ó›åvëeóòã‡äz
"í îÃ","2022/10/17","6,530","5,937","0","593","3,094","52.11","2","2,968.50","0","0","248,080","119,405"
"ç≤ÅXìX","2022/10/01","388,362","353,065","0","35,298","146,953","41.62","504","700.53","0","0","636,442","266,358"
"ç≤ÅXìX","2022/10/02","57,603","52,371","0","5,232","25,068","47.87","521","100.52","0","0","694,045","291,426"
"ç≤ÅXìX","2022/10/03","60,966","55,427","0","5,539","19,872","35.85","131","423.11","0","0","755,011","311,298"
"ç≤ÅXìX","2022/10/04","130,989","119,084","0","11,905","41,532","34.88","457","260.58","1,040","26","886,000","352,830"
"ç≤ÅXìX","2022/10/05","89,646","81,502","0","8,144","30,753","37.73","228","357.46","0","0","975,646","383,583"
"ç≤ÅXìX","2022/10/06","34,090","30,992","0","3,098","10,184","32.86","7","4,427.43","127,091","1","1,009,736","393,767"
"ç≤ÅXìX","2022/10/07","182,413","165,836","0","16,577","38,207","23.04","59","2,810.78","0","0","1,192,149","431,974"
"ç≤ÅXìX","2022/10/08","191,527","174,123","0","17,405","71,709","41.18","109","1,597.46","0","0","1,383,676","503,683"
"ç≤ÅXìX","2022/10/09","434,425","394,935","0","39,490","126,942","32.14","228","1,732.17","0","0","1,818,101","630,625"
"ç≤ÅXìX","2022/10/10","354,840","322,590","0","32,251","175,135","54.29","186","1,734.35","631,766","14","2,172,941","805,760"
"ç≤ÅXìX","2022/10/11","223,878","203,534","0","20,345","80,449","39.53","150","1,356.89","0","0","2,396,819","886,209"
"ç≤ÅXìX","2022/10/12","196,853","179,399","0","17,454","54,434","30.34","123","1,458.53","0","0","2,593,672","940,643"
"ç≤ÅXìX","2022/10/13","104,658","95,148","0","9,511","29,952","31.48","113","842.02","27,755","2","2,698,330","970,595"
"ç≤ÅXìX","2022/10/14","338,719","307,935","0","30,786","109,800","35.66","208","1,480.46","19,638","2","3,037,049","1,080,395"
"ç≤ÅXìX","2022/10/15","376,688","342,451","0","34,237","130,398","38.08","264","1,297.16","27,755","2","3,413,737","1,210,793"
"ç≤ÅXìX","2022/10/16","556,017","505,476","0","50,541","151,891","30.05","126","4,011.71","0","0","3,969,754","1,362,684"
"ç≤ÅXìX","2022/10/17","494,883","450,655","0","44,230","140,920","31.27","236","1,909.56","2,511","3","4,464,637","1,503,604"
"ç≤ÅXìX","2022/10/18","0","0","0","0","0","0.00","0","0.00","0","0","4,464,637","1,503,604"
"ç≤ê¢ï€ñ{ìX","2022/10/01","376,458","342,239","0","34,220","79,575","23.25","50","6,844.78","0","0","4,841,095","1,583,179"
"ç≤ê¢ï€ñ{ìX","2022/10/02","60,235","54,762","0","5,473","20,730","37.85","224","244.47","164,892","4","4,901,330","1,603,909"
"ç≤ê¢ï€ñ{ìX","2022/10/03","136,596","124,182","0","12,414","40,936","32.96","148","839.07","0","0","5,037,926","1,644,845"
"ç≤ê¢ï€ñ{ìX","2022/10/04","352,634","320,581","0","32,053","81,938","25.56","814","393.83","0","0","5,390,560","1,726,783"
"ç≤ê¢ï€ñ{ìX","2022/10/05","115,588","105,084","0","10,504","40,912","38.93","25","4,203.36","0","0","5,506,148","1,767,695"
"ç≤ê¢ï€ñ{ìX","2022/10/06","121,190","110,177","0","11,013","35,885","32.57","26","4,237.58","0","0","5,627,338","1,803,580"
"ç≤ê¢ï€ñ{ìX","2022/10/07","131,695","119,729","0","11,966","46,665","38.98","105","1,140.28","0","0","5,759,033","1,850,245"
"ç≤ê¢ï€ñ{ìX","2022/10/08","234,892","213,537","0","21,355","62,876","29.45","27","7,908.78","29,955","3","5,993,925","1,913,121"
"ç≤ê¢ï€ñ{ìX","2022/10/09","135,350","123,048","0","12,302","40,501","32.91","46","2,674.96","0","0","6,129,275","1,953,622"
"ç≤ê¢ï€ñ{ìX","2022/10/10","447,920","407,206","0","40,714","132,068","32.43","85","4,790.66","0","0","6,577,195","2,085,690"
"ç≤ê¢ï€ñ{ìX","2022/10/11","114,114","103,750","0","10,364","47,346","45.63","289","359.00","0","0","6,691,309","2,133,036"
"ç≤ê¢ï€ñ{ìX","2022/10/12","198,662","180,607","0","18,055","37,060","20.52","35","5,160.20","0","0","6,889,971","2,170,096"
"ç≤ê¢ï€ñ{ìX","2022/10/13","127,940","116,314","0","11,626","34,498","29.66","53","2,194.60","37,646","22","7,017,911","2,204,594"
"ç≤ê¢ï€ñ{ìX","2022/10/14","130,290","118,450","0","11,840","47,131","39.79","228","519.52","102,746","5","7,148,201","2,251,725"
"ç≤ê¢ï€ñ{ìX","2022/10/15","123,019","111,993","665","10,361","53,665","47.92","59","1,898.19","44,182","2","7,271,220","2,305,390"
"ç≤ê¢ï€ñ{ìX","2022/10/16","357,644","325,136","0","32,508","123,936","38.12","40","8,128.40","95,210","6","7,628,864","2,429,326"
"ç≤ê¢ï€ñ{ìX","2022/10/17","251,196","228,364","0","22,832","59,709","26.15","53","4,308.75","50,838","6","7,880,060","2,489,035"
"ç≤ê¢ï€ñ{ìX","2022/10/18","0","0","0","0","0","0.00","0","0.00","0","0","7,880,060","2,489,035"
"ëÂìÉìX","2022/10/01","572,480","520,439","0","52,041","174,361","33.50","29","17,946.17","77,546","2","8,452,540","2,663,396"
"ëÂìÉìX","2022/10/02","788,242","716,589","0","71,653","245,238","34.22","32","22,393.41","95,001","3","9,240,782","2,908,634"
"ëÂìÉìX","2022/10/03","181,040","164,583","0","16,457","39,350","23.91","7","23,511.86","749,332","11","9,421,822","2,947,984"
"ëÂìÉìX","2022/10/04","204,440","185,856","0","18,584","56,166","30.22","13","14,296.62","0","0","9,626,262","3,004,150"
"ëÂìÉìX","2022/10/05","423,540","385,038","0","38,502","160,445","41.67","17","22,649.29","65,255","2","10,049,802","3,164,595"
"ëÂìÉìX","2022/10/06","254,941","231,768","0","23,173","82,244","35.49","14","16,554.86","0","0","10,304,743","3,246,839"
"ëÂìÉìX","2022/10/07","129,393","117,635","0","11,758","40,323","34.28","16","7,352.19","188,656","4","10,434,136","3,287,162"
"ëÂìÉìX","2022/10/08","293,280","266,624","0","26,656","109,105","40.92","29","9,193.93","252,147","7","10,727,416","3,396,267"
"ëÂìÉìX","2022/10/09","802,025","729,121","0","72,904","207,796","28.50","216","3,375.56","0","0","11,529,441","3,604,063"
"ëÂìÉìX","2022/10/10","608,338","553,044","0","55,294","197,606","35.73","52","10,635.46","0","0","12,137,779","3,801,669"
"ëÂìÉìX","2022/10/11","155,930","141,757","0","14,173","41,282","29.12","17","8,338.65","212,273","2","12,293,709","3,842,951"
"ëÂìÉìX","2022/10/12","144,630","131,483","0","13,147","35,250","26.81","11","11,953.00","0","0","12,438,339","3,878,201"
"ëÂìÉìX","2022/10/13","130,310","118,466","0","11,844","55,931","47.21","12","9,872.17","0","0","12,568,649","3,934,132"
"ëÂìÉìX","2022/10/14","175,069","159,158","0","15,911","71,307","44.80","25","6,366.32","104,546","4","12,743,718","4,005,439"
"ëÂìÉìX","2022/10/15","665,095","604,635","0","60,460","119,040","19.69","38","15,911.45","41,364","2","13,408,813","4,124,479"
"ëÂìÉìX","2022/10/16","436,789","397,087","0","39,702","150,983","38.02","29","13,692.66","0","0","13,845,602","4,275,462"
"ëÂìÉìX","2022/10/17","391,048","355,502","0","35,546","101,934","28.67","31","11,467.81","18,000","1","14,236,650","4,377,396"
"ëÂìÉìX","2022/10/18","0","0","0","0","0","0.00","0","0.00","0","0","14,236,650","4,377,396"