仕入日,店舗,仕入先コード,仕入先,部門コード,部門,商品コード,商品,税率,仕入数量,仕入単価,仕入金額,売単価,売価金額,粗利金額,粗利率
"2022/08/01","554　愛国東店","0918","住之江店","11","その他商品","4562239778267","ダチョウ抗体マスク　ＳｻｲｽﾞＣＲ－７１　５０枚入","10.00","-2.00","5250.00","-10500","8250","-16500","-6000","36.36"
"2022/08/01","554　愛国東店","0918","住之江店","90","湧永製品","4968250150226","フジビトール点鼻薬　１５ｍｌ","10.00","2.00","252.00","504","854","1708","1204","70.49"
"2022/08/01","554　愛国東店","0918","住之江店","90","湧永製品","4968250239112","ノノン錠　２４錠","10.00","3.00","275.00","825","935","2805","1980","70.59"
"2022/08/01","554　愛国東店","0918","住之江店","90","湧永製品","4968250271310","レオピンファイブＮＥＯ　２４０ｍｌ","10.00","6.00","9348.00","56088","21340","128040","71952","56.19"
"2022/08/01","554　愛国東店","0918","住之江店","90","湧永製品","4968250847119","新ノイガンハップク  -  ル１５枚","10.00","3.00","381.00","1143","1188","3564","2421","67.93"
"2022/08/01","552　住之江店","0103","アスクル","02","日用雑貨","4535164065429","ﾊﾞｲｵﾏｽﾎﾟﾘｴﾁﾚﾝ50%","10.00","200.00","2.00","400","3","600","200","33.33"
"2022/08/01","552　住之江店","0307","剤盛堂薬品","03","ＯＴＣ医薬品類","4987474107243","ホノミ　アンセイ錠　　　　　　　隋病　３００錠","10.00","1.00","1920.00","1920","4400","4400","2480","56.36"
"2022/08/01","552　住之江店","0307","剤盛堂薬品","03","ＯＴＣ医薬品類","4987474142510","ハニドール　１８０錠","10.00","1.00","2520.00","2520","5665","5665","3145","55.52"
"2022/08/01","552　住之江店","0307","剤盛堂薬品","03","ＯＴＣ医薬品類","4987474161122","ホノマリア錠（Ｎ）９０ＴＳ","10.00","9.00","910.00","8190","2090","18810","10620","56.46"
"2022/08/01","552　住之江店","0307","剤盛堂薬品","03","ＯＴＣ医薬品類","4987474505315","清中丹　２７０錠","10.00","10.00","1100.00","11000","2640","26400","15400","58.33"
"2022/08/01","552　住之江店","0307","剤盛堂薬品","11","その他商品","4987474186217","ﾌﾗ-ﾘﾝ L300ｼﾞｮｳ","10.00","1.00","1870.00","1870","4202","4202","2332","55.5"
"2022/08/01","552　住之江店","0311","ジャパンフーズ","01","食品","4901027617300","ＯＳＫ　ビワ茶　　　　　　　　　　　　　１００Ｇ","8.00","2.00","290.00","580","429","858","278","32.4"
"2022/08/01","552　住之江店","0311","ジャパンフーズ","01","食品","4901027657207","ＯＳＫ　どくだみ健康茶　　　　　　　　　４００Ｇ","8.00","3.00","323.00","969","429","1287","318","24.71"
"2022/08/01","552　住之江店","0311","ジャパンフーズ","01","食品","4973044090732","杉食　ぬか玄　粉末２．５ｇ×８０包","8.00","1.00","1300.00","1300","1814","1814","514","28.34"
"2022/08/01","552　住之江店","0311","ジャパンフーズ","01","食品","4975668101016","日食　だしの素　　　　　　　　　　１０ＧＸ５０Ｈ","8.00","1.00","1036.00","1036","1404","1404","368","26.21"
"2022/08/01","552　住之江店","0311","ジャパンフーズ","01","食品","4977229200039","金笛　減塩醤油　　　　　　　　　　　　１リットル","8.00","1.00","745.00","745","961","961","216","22.48"
"2022/08/01","552　住之江店","0311","ジャパンフーズ","04","化粧品","4903361862781","馬油クリーム＋尿素　  230G","10.00","1.00","478.00","478","767","767","289","37.68"
"2022/08/01","552　住之江店","0414","谷保製菓","01","食品","4901674004454","札幌第一　手造り　　きなこねじり","8.00","15.00","80.00","1200","105","1575","375","23.81"
"2022/08/01","552　住之江店","0414","谷保製菓","01","食品","4902458051381","自然味良品　　　　　　　　　ハードビス　１３０Ｇ","8.00","16.00","80.00","1280","105","1680","400","23.81"
"2022/08/01","552　住之江店","0414","谷保製菓","01","食品","4978980001088","らっきょ飴　１４０ｇ","8.00","10.00","135.00","1350","168","1680","330","19.64"
"2022/08/01","552　住之江店","0414","谷保製菓","01","食品","4979563032116","レトロ選菓　動物ヨーチ　８５Ｇ","8.00","12.00","80.00","960","105","1260","300","23.81"
"2022/08/01","552　住之江店","0520","ＰＩプロダクトイノベーション","03","ＯＴＣ医薬品類","4513930010446","ＰＩ　オリール浣腸　３０ｇ×１０","10.00","90.00","205.00","18450","316","28440","9990","35.13"
"2022/08/01","552　住之江店","0530","ほくやく","01","食品","4905712006110","松屋　局方カプセル　 00 　 100 個","8.00","3.00","382.00","1146","581","1743","597","34.25"
"2022/08/01","552　住之江店","0530","ほくやく","01","食品","4987240631415","龍角散ののどすっきり飴１００ｇ","8.00","10.00","161.00","1610","203","2030","420","20.69"
"2022/08/01","552　住之江店","0530","ほくやく","02","日用雑貨","4901080017314","アース虫よけネット　ＥＸ玄関用１６０日","10.00","2.00","470.00","940","657","1314","374","28.46"
"2022/08/01","552　住之江店","0530","ほくやく","02","日用雑貨","4901080271310","アリアースジェット　４５０ｍｌ","10.00","1.00","439.00","439","598","598","159","26.59"
"2022/08/01","552　住之江店","0530","ほくやく","02","日用雑貨","4901080421517","医薬品サラテクト　　リッチリッチ３０","10.00","1.00","459.00","459","767","767","308","40.16"
"2022/08/01","552　住之江店","0530","ほくやく","02","日用雑貨","4901957215034","７ＤＡＹＳマスクＥＸプラス　普通　７枚","10.00","1.00","125.00","125","218","218","93","42.66"
"2022/08/01","552　住之江店","0530","ほくやく","02","日用雑貨","4902508106993","ハビナース　トイレに流せるパッとおしりふき　７２枚","10.00","3.00","270.00","810","360","1080","270","25"
"2022/08/01","552　住之江店","0530","ほくやく","02","日用雑貨","4902610109059","ＦＣ　カットコットン　２０ｇ","10.00","1.00","94.00","94","162","162","68","41.98"
"2022/08/01","552　住之江店","0530","ほくやく","02","日用雑貨","4987072029619","トイレの消臭元　やすらぎそよぐラベンダー　４００ｍ","10.00","1.00","230.00","230","294","294","64","21.77"
"2022/08/01","552　住之江店","0530","ほくやく","02","日用雑貨","4987072038826","生葉 EX 　 100 ｇ","10.00","1.00","920.00","920","1298","1298","378","29.12"
"2022/08/01","552　住之江店","0530","ほくやく","02","日用雑貨","4987072071137","ブルーレット　ドボン２倍ハーブ　１２０ｇ","10.00","1.00","129.00","129","195","195","66","33.85"
"2022/08/01","552　住之江店","0530","ほくやく","02","日用雑貨","4987072500460","タフグリップクッション透明　６５ｇ","10.00","2.00","981.00","1962","1518","3036","1074","35.38"
"2022/08/01","552　住之江店","0530","ほくやく","02","日用雑貨","4987072500477","タフグリップクッションピンク　６５ｇ","10.00","2.00","1120.00","2240","1518","3036","796","26.22"
"2022/08/01","552　住之江店","0530","ほくやく","02","日用雑貨","4987365011017","イボコロリ絆創膏M　　　　１２枚","10.00","1.00","407.00","407","767","767","360","46.94"
"2022/08/01","552　住之江店","0530","ほくやく","02","日用雑貨","4987603141865","ＦＣファミリーマスク７　ふつう７枚","10.00","3.00","113.00","339","198","594","255","42.93"
"2022/08/01","552　住之江店","0530","ほくやく","02","日用雑貨","4987603330030","白十字　サルバＬパッド　　　　　スーパー　３０枚","10.00","1.00","480.00","480","748","748","268","35.83"
"2022/08/01","552　住之江店","0530","ほくやく","02","日用雑貨","4987603464209","ＦＣ　防水ワンタッチパッド　Ｌ　４枚入","10.00","3.00","275.00","825","418","1254","429","34.21"
"2022/08/01","552　住之江店","0530","ほくやく","02","日用雑貨","4987767625201","コラージュＤ乾性肌用石鹸","10.00","2.00","509.00","1018","657","1314","296","22.53"
"2022/08/01","552　住之江店","0530","ほくやく","03","ＯＴＣ医薬品類","4987373074660","オムニードＦＢプラスター　　　　アルファ　１６枚","10.00","1.00","278.00","278","767","767","489","63.75"
"2022/08/01","552　住之江店","0530","ほくやく","11","その他商品","4987028178934","ｲ-ﾀｯｸ ｺｳｷﾝｽﾌﾟﾚ-250ML","10.00","1.00","776.00","776","1408","1408","632","44.89"
"2022/08/01","552　住之江店","0533","北海道酒類販売","01","食品","4514603244717","アサヒ　おいしい水　　　　　富士山　ペット　２Ｌ","8.00","18.00","100.00","1800","127","2286","486","21.26"
"2022/08/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250245113","キヨ－チルベｓクリ   －ム　８ｇ","10.00","24.00","291.00","6984","990","23760","16776","70.61"
"2022/08/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250266118","キヨーレオピンＮＥＯ　６０ｍｌ","10.00","26.00","2890.00","37570","6600","85800","48230","56.21"
"2022/08/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250266217","キヨーレオピンＮＥＯ　１２０ｍｌ","10.00","130.00","5300.00","344500","12100","786500","442000","56.2"
"2022/08/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250820112","湧永　八味地黄丸４５０丸","10.00","6.00","1030.00","6180","3204","19224","13044","67.85"
"2022/08/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250820211","湧永　八味地黄丸９００丸","10.00","6.00","1854.00","11124","5767","34602","23478","67.85"
"2022/08/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250832115","オプターナピュア１５ｍｌ","10.00","24.00","228.00","5472","854","20496","15024","73.3"
"2022/08/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250878113","オプターナ黄粋目薬　１５ｍｌ","10.00","40.00","353.00","14120","1320","52800","38680","73.26"
"2022/08/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250886118","紫胡桂枝湯エキス顆粒ＳＡ　２１包","10.00","1.00","671.00","671","2090","2090","1419","67.89"
"2022/08/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250888112","湧永　五苓散エキス顆粒　４５包","10.00","2.00","1662.00","3324","5170","10340","7016","67.85"
"2022/08/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250894113","湧永葛根湯２５　２１包","10.00","6.00","495.00","2970","1540","9240","6270","67.86"
"2022/08/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250898111","湧永　猪苓湯Ａエキス細粒　４５包","10.00","3.00","1592.00","4776","4950","14850","10074","67.84"
"2022/08/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250901118","カユドメリンガ   －ド","10.00","24.00","235.00","5640","880","21120","15480","73.3"
"2022/08/01","552　住之江店","0627","湧永製薬","90","湧永製品","4968250903112","フジコールＩＰ錠　　３６錠","10.00","12.00","414.00","4968","1408","16896","11928","70.6"
"2022/08/01","552　住之江店","0699","材料転用","02","日用雑貨","3008100300027","ダチョウ抗体マスク　　２５枚","10.00","2.00","2813.00","5626","4400","8800","3174","36.07"
"2022/08/01","552　住之江店","0699","材料転用","02","日用雑貨","4562239778120","ダチョウ抗体マスク　　ＣＲ－８１　５０枚","10.00","-1.00","5250.00","-5250","8250","-8250","-3000","36.36"
"2022/08/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474106284","ホノミ　エッキ錠","10.00","-2.00","5796.00","-5796","14740","-14740","-8944","60.68"
"2022/08/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474111219","ｷｼﾞｮｳｼﾞｮｳ 300T","10.00","-2.00","2600.00","-5200","5830","-11660","-6460","55.4"
"2022/08/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474122017","ジョッキ（Ｎ）３０錠","10.00","-1.00","620.00","-620","1430","-1430","-810","56.64"
"2022/08/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474145177","ホノミ　モヘジ（Ｎ）４５Ｐ","10.00","-1.00","1170.00","-1170","2970","-2970","-1800","60.61"
"2022/08/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474153127","ワグラス  D  錠　　　　　１５０錠","10.00","-1.00","1035.00","-1035","2585","-2585","-1550","59.96"
"2022/08/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474153592","ワグラスＤ（Ｎ）　　　　　　　　　　　４５錠","10.00","-3.00","1674.00","-1674","4191","-4191","-2517","60.06"
"2022/08/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474173101","ｾｷｼｮｸ ﾜｸﾞﾗｽ","10.00","-2.00","1206.00","-1206","3080","-3080","-1874","60.84"
"2022/08/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474174160","デーチカ　５０ｇ","10.00","-2.00","513.00","-1026","1320","-2640","-1614","61.14"
"2022/08/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474176195","ホノザルベ　  30  ｇ","10.00","-7.00","3015.00","-4221","7700","-10780","-6559","60.84"
"2022/08/01","552　住之江店","0899","ＥＣ事業部ミラドラ","03","ＯＴＣ医薬品類","4987474181205","ﾌﾗｰﾘﾝA300ｼﾞﾖｳ","10.00","-1.00","1683.00","-1683","4202","-4202","-2519","59.95"
"2022/08/01","552　住之江店","0899","ＥＣ事業部ミラドラ","11","その他商品","4987474104259","エスマーゲン　６０包","10.00","-1.00","2160.00","-2160","4950","-4950","-2790","56.36"
"2022/08/01","552　住之江店","0899","ＥＣ事業部ミラドラ","11","その他商品","4987474186217","ﾌﾗ-ﾘﾝ L300ｼﾞｮｳ","10.00","-1.00","1870.00","-1870","4202","-4202","-2332","55.5"
"2022/08/01","552　住之江店","0917","愛国東店","02","日用雑貨","4562239778120","ダチョウ抗体マスク　　ＣＲ－８１　５０枚","10.00","2.00","5250.00","10500","8250","16500","6000","36.36"
"2022/08/01","552　住之江店","0917","愛国東店","02","日用雑貨","4562239778267","ダチョウ抗体マスク　Ｓサイズ　５０枚","10.00","2.00","5250.00","10500","8250","16500","6000","36.36"
"2022/08/01","552　住之江店","0917","愛国東店","03","ＯＴＣ医薬品類","4954097706924","葛根湯内服液Ｋ　　　３０ｍｌ×３本","10.00","-5.00","135.00","-675","437","-2185","-1510","69.11"
"2022/08/01","552　住之江店","0917","愛国東店","03","ＯＴＣ医薬品類","4975446941483","ハツモールヘアグロアーＳ　　　　　　　２５０ＭＬ","10.00","-1.00","2236.00","-2236","5280","-5280","-3044","57.65"
"2022/08/01","552　住之江店","0917","愛国東店","03","ＯＴＣ医薬品類","4987009101517","ノーシン　散剤　２０包","10.00","2.00","530.00","1060","679","1358","298","21.94"
"2022/08/01","552　住之江店","0917","愛国東店","03","ＯＴＣ医薬品類","4987474153127","ワグラス  D  錠　　　　　１５０錠","10.00","-2.00","1035.00","-2070","2585","-5170","-3100","59.96"
"2022/08/01","552　住之江店","0917","愛国東店","05","家庭用品","4582197051110","釧路市ごみ処理手数料　　　　可燃　１０Ｌ　１０枚","10.00","-5.00","225.00","-1125","260","-1300","-175","13.46"
"2022/08/01","552　住之江店","0917","愛国東店","05","家庭用品","4582197051127","釧路市ごみ処理手数料　　　　可燃　２０Ｌ　１０枚","10.00","-5.00","441.00","-2205","520","-2600","-395","15.19"
"2022/08/01","552　住之江店","0917","愛国東店","90","湧永製品","4968250150226","フジビトール点鼻薬　１５ｍｌ","10.00","-2.00","252.00","-504","854","-1708","-1204","70.49"
"2022/08/01","552　住之江店","0917","愛国東店","90","湧永製品","4968250239112","ノノン錠　２４錠","10.00","-3.00","275.00","-825","935","-2805","-1980","70.59"
"2022/08/01","552　住之江店","0917","愛国東店","90","湧永製品","4968250271310","レオピンファイブＮＥＯ　２４０ｍｌ","10.00","-6.00","9348.00","-56088","21340","-128040","-71952","56.19"
"2022/08/01","552　住之江店","0917","愛国東店","90","湧永製品","4968250847119","新ノイガンハップク  -  ル１５枚","10.00","-3.00","381.00","-1143","1188","-3564","-2421","67.93"
"2022/08/01","552　住之江店","0963","ミラドラ薬局","01","食品","4987596250018","ｸﾛﾚﾗ 　バイオリンク 1000","8.00","-1.00","5060.00","-5060","9936","-9936","-4876","49.07"
"2022/08/01","552　住之江店","0963","ミラドラ薬局","03","ＯＴＣ医薬品類","4954177100703","ササヘルス　１２７ｍｌ×１２本","10.00","-2.00","8500.00","-17000","18700","-37400","-20400","54.55"
"2022/08/01","552　住之江店","0963","ミラドラ薬局","03","ＯＴＣ医薬品類","4987474111394","気上錠　４５０錠","10.00","-1.00","3750.00","-3750","8580","-8580","-4830","56.29"
"2022/08/01","601　上市店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301307224","ニベアクリームケアボディウォッシュ　ヨーロピアンホ","10.00","1.00","442.00","442","486","486","44","9.05"
"2022/08/01","631　パスコ店","0203","カネソ","02","日用雑貨","4902393732321","射水市指定ゴミ袋　小　２０枚","10.00","6.00","166.00","996","200","1200","204","17"
"2022/08/01","631　パスコ店","0203","カネソ","02","日用雑貨","4902393732338","射水市指定ゴミ袋　中　１０枚","10.00","17.00","171.00","2907","200","3400","493","14.5"
"2022/08/01","631　パスコ店","0203","カネソ","02","日用雑貨","4902393732345","射水市指定ゴミ袋　大　１０枚","10.00","9.00","258.00","2322","300","2700","378","14"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","01","食品","4901503849386","自然王国生しぼり生姜湯","8.00","3.00","600.00","1800","1058","3174","1374","43.29"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","01","食品","4987028120643","チョコラBBFEチャ－ジ","8.00","1.00","450.00","450","645","645","195","30.23"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","01","食品","4987206621900","ﾌﾟﾛﾎﾟﾘｽﾏﾇｶﾊﾆ-のど飴VC","8.00","5.00","142.00","710","213","1065","355","33.33"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","01","食品","4987244163905","和光堂とろみエール　２．５ｇ×３０本","8.00","2.00","399.00","798","581","1162","364","31.33"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4513574016071","新PA薬用泡ﾊﾝﾄﾞｿ-ﾌﾟ弱酸性詰替え","10.00","3.00","89.00","267","151","453","186","41.06"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901070902682","ドライペット　引き出し・衣装ケース用      １２枚","10.00","2.00","434.00","868","748","1496","628","41.98"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901080016515","ｱ-ｽ虫よけﾈｯﾄEX１６０日用","10.00","3.00","490.00","1470","723","2169","699","32.23"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901080016713","ｱ-ｽ虫ﾖｹﾈｯﾄEX２６０日用","10.00","3.00","560.00","1680","831","2493","813","32.61"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901080235817","アースコバエこないアース消臭プラスゴミ箱用フレッシ","10.00","2.00","351.00","702","574","1148","446","38.85"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901080623218","トイレのスッキーリ　グレープフルーツ 400 ｍｌ","10.00","2.00","221.00","442","327","654","212","32.42"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301268891","花王キッチンハイター除菌ヌメリとり　付替","10.00","2.00","271.00","542","418","836","294","35.17"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301281630","花王クリアクリーンキッズ　メロンソーダ　７０ｇ","10.00","2.00","127.00","254","207","414","160","38.65"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301281999","花王クイックルワイパー　ドライシート　４０枚","10.00","2.00","670.00","1340","968","1936","596","30.79"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301333711","エイトフォーパウダー　スプレー　フローラル","10.00","1.00","255.00","255","327","327","72","22.02"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301333742","８×４パウダースプレー　せっけん","10.00","1.00","446.00","446","657","657","211","32.12"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301333834","8  ×  4ﾊﾟｳﾀﾞｰS  無香料 150 ｇ","10.00","1.00","446.00","446","657","657","211","32.12"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301381828","ｱﾀｯｸ　３X　詰め替え","10.00","3.00","227.00","681","382","1146","465","40.58"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301385079","ﾘﾘ-ﾌﾊﾟﾝﾂまるで下着２回分　L～LL","10.00","2.00","1050.00","2100","1408","2816","716","25.43"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901301396198","ｷｭｷｭｯﾄ泡ｽﾌﾟﾚｰﾑｺｳ","10.00","2.00","181.00","362","250","500","138","27.6"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901331004148","貝印ﾌﾟﾘﾃィﾌﾚｯｼｭL","10.00","3.00","165.00","495","272","816","321","39.34"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901525006316","ミルキィ　リラックスフローラル","10.00","2.00","349.00","698","547","1094","396","36.2"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901525008266","ﾊﾞｳﾝｼｱﾎﾞﾃﾞィｿ-ﾌﾟ詰替え","10.00","1.00","240.00","240","371","371","131","35.31"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901525117067","カウブランド　青箱　８５ｇ×６個","10.00","1.00","324.00","324","492","492","168","34.15"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901616008489","ｶﾞﾑﾃﾞﾝﾀﾙﾘﾝｽﾚｷﾞｭﾗ-","10.00","1.00","140.00","140","217","217","77","35.48"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901730021913","「バンドエイド」　キズパワーパッド　大きめサイズ 6P","10.00","2.00","536.00","1072","888","1776","704","39.64"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901797024629","シャボン玉せっけんハミガキ１４０ｇ","10.00","2.00","285.00","570","418","836","266","31.82"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4901797033027","シャボン玉ボディソ－プたっぷり泡","10.00","1.00","488.00","488","822","822","334","40.63"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4902011831504","ﾊｲﾊﾟ-ﾌﾞﾛｯｸﾏｽｸむれ爽快ふつう","10.00","10.00","935.00","9350","1188","11880","2530","21.3"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4902407013965","清水香ﾌﾛ-ﾗﾙF本体","10.00","1.00","388.00","388","547","547","159","29.07"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4902424429688","どこでもベープ本体","10.00","1.00","696.00","696","1053","1053","357","33.9"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4902424434262","フマキラー　アリフマキラー　４５０ｍｌ","10.00","2.00","546.00","1092","767","1534","442","28.81"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4902430036047","Ｐ＆Ｇ置き型ファブリーズナチュラルガーデンの香りつ","10.00","2.00","244.00","488","382","764","276","36.13"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4902430363921","ファブリーズ　ダブル除菌　本体　３７０ｍｌ","10.00","1.00","335.00","335","492","492","157","31.91"
"2022/08/01","631　パスコ店","0312","ジョヴィＪＯＶＹ","02","日用雑貨","4902430858229","ﾌｧﾌﾞﾘ-ｽﾞﾅﾁｭﾘｽﾚﾓﾝｸﾞﾗｽ＆ｼﾞﾝｼﾞｬ-本体","10.00","1.00","388.00","388","577","577","189","32.76"
