﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"","","90","湧永製品","0918","住之江店","","","","","","","4968250854124","プレビジョン　グリーン末　９０包","8","90","40","1,414.00","4,697","3","14,090","9,848","69.89","0.84","0.38","100.00"
"","","11","その他商品","0614","モロオ","","","","","","","4573567192021","グロックス　パルスオキシメータ　ＹＸ３０１","10","","41","5,200.00","6,980","2","13,960","3,560","25.50","15.22","0.38","100.00"
"","","11","その他商品","0614","モロオ","","","","","","","4987350373519","メディセーフフィットチップ","10","30P","42","2,350.00","3,480","4","13,920","4,520","32.47","15.18","0.37","100.00"
"","","03","ＯＴＣ医薬品類","0918","住之江店","","","","","","","4987474106284","ホノミ　エッキ錠","10","360T","43","2,817.50","6,700","2","13,400","7,765","57.95","1.40","0.36","100.00"
"","","04","化粧品","0918","住之江店","","","","","","","4969432401143","薬用フタアミンｈ□クリーム 130 ｇ","10","130G","44","1,155.00","1,867","7","13,068","4,983","38.13","8.73","0.35","100.00"
"","","90","湧永製品","0918","住之江店","","","","","","","3000800700084","湧永　生田七　１Ｈ","8","1H","45","52.00","200","62","12,400","9,176","74.00","0.74","0.33","100.00"
"","","04","化粧品","0918","住之江店","","","","","","","4515748001760","エミュークリームＥＣエヴォリューション　１５０ｇ","10","","46","2,716.00","5,816","2","11,631","6,199","53.30","7.77","0.31","100.00"
"","","90","湧永製品","0918","住之江店","","","","","","","4968250858115","プレビジョン　ビルベリー＆ＤＨＡ　１２０粒","8","120","47","1,709.00","5,758","2","11,516","8,098","70.32","0.69","0.31","100.00"
"","","02","日用雑貨","0530","ほくやく","","","","","","","4904585514142","リフレ　簡単テープ止めタイプ横モレ防止ＳＳ　３４枚","10","","48","2,551.00","3,818","3","11,453","3,800","33.18","3.82","0.31","100.00"
"","","90","湧永製品","0918","住之江店","","","","","","","4968250194213","グラッドル錠　１２０錠","10","120","49","1,992.00","5,603","2","11,206","7,222","64.45","0.67","0.30","100.00"
"","","04","化粧品","0621","ユースキン製薬","","","","","","","4987353520514","プローラウォータージェル 150 ｍｌ","10","150ML","50","1,708.00","2,800","4","11,200","4,368","39.00","7.48","0.30","100.00"
"","","90","湧永製品","0918","住之江店","","","","","","","4968250199119","エナックＷ　１２６錠","10","126","51","1,030.00","2,710","4","10,841","6,721","62.00","0.65","0.29","100.00"
"","","03","ＯＴＣ医薬品類","0918","住之江店","","","","","","","4987474122321","ｼﾞｮｯｷ450 錠","10","450ｼﾞｮ","52","4,770.00","10,741","1","10,741","5,971","55.59","1.12","0.29","100.00"
"","","03","ＯＴＣ医薬品類","0126","大木","","","","","","","4987123145183","ベンザエースＡ　７２錠","10","","53","1,474.00","1,980","5","9,900","2,530","25.56","1.03","0.27","100.00"
"","","01","食品","0311","ジャパンフーズ","","","","","","","4987596303417","ＮＥＷクロレラキング　　　　　　　　　１７８０Ｔ","8","1780T","54","7,900.00","9,800","1","9,800","1,900","19.39","2.10","0.26","100.00"
"","","90","湧永製品","0918","住之江店","","","","","","","4968250199317","エナックＷ　５４０錠","10","540","55","3,436.00","9,685","1","9,685","6,249","64.52","0.58","0.26","100.00"
"","","02","日用雑貨","0918","住之江店","","","","","","","4954177530012","クマ笹歯みがき　８０ｇ","10","80G","56","720.00","1,200","8","9,600","3,840","40.00","3.20","0.26","100.00"
"","","03","ＯＴＣ医薬品類","0918","住之江店","","","","","","","4987474502215","パティオレディー","10","","57","1,755.00","3,120","3","9,360","4,095","43.75","0.98","0.25","100.00"
"","","03","ＯＴＣ医薬品類","0614","モロオ","","","","","","","4901080850010","バポナ　殺虫プレート　レギュラー　１枚","10","","58","850.00","1,280","7","8,960","3,010","33.59","0.94","0.24","100.00"
"","","11","その他商品","0530","ほくやく","","","","","","","4987892116070","テルモ電子血圧計　ＥＳ－Ｗ５２００ＺＺ","10","","59","7,233.00","8,800","1","8,800","1,567","17.81","9.60","0.24","100.00"
"","","03","ＯＴＣ医薬品類","0918","住之江店","","","","","","","4987474151239","ロイルック錠　５００錠","10","500ｼﾞｮ","60","3,816.00","8,800","1","8,800","4,984","56.64","0.92","0.24","100.00"
"","","01","食品","0614","モロオ","","","","","","","4987392111261","ﾜｶﾝﾚｲｼ 96T","8","96T","61","6,600.00","8,665","1","8,665","2,065","23.83","1.86","0.23","100.00"
"","","01","食品","0918","住之江店","","","","","","","4514603244717","アサヒ　おいしい水　　　　　富士山　ペット　２Ｌ","8","2L","62","100.00","128","66","8,443","1,843","21.83","1.81","0.23","100.00"
"","","02","日用雑貨","0105","あらた","","","","","","","4903111537914","ライフリー うす型軽快パンツＭ　２２枚","10","","63","1,425.00","1,680","5","8,400","1,275","15.18","2.80","0.23","100.00"
"","","11","その他商品","0212","ＣＲＯＳＳＥＥＤ","","","","","","","4562239778267","ダチョウ抗体マスク　ＳｻｲｽﾞＣＲ－７１　５０枚入","10","","64","5,250.00","7,500","1","7,500","2,250","30.00","8.18","0.20","100.00"
"","","01","食品","0918","住之江店","","","","","","","4954177403118","大和生物研究所　ＳＥ－１０　１．５ＧＸ６０包","8","60ﾎｳ","65","3,214.00","7,440","1","7,440","4,226","56.80","1.60","0.20","100.00"
"","","90","湧永製品","0918","住之江店","","","","","","","4968250174222","ワクナガ胃腸薬Ｕ　３６包","10","36","66","669.00","2,327","3","6,980","4,973","71.25","0.42","0.19","100.00"
"","","03","ＯＴＣ医薬品類","0412","大和生物研究所","","","","","","","0000049554007","ﾀﾞｲﾜ ｻｻﾍﾙｽ","10","20ML","67","167.00","382","18","6,880","3,874","56.31","0.72","0.19","100.00"
"","","01","食品","0350","本部","","","","","","","3001304200049","薬剤師の作った青汁　１８０ｇ","8","60","68","600.00","979","7","6,850","2,650","38.69","1.47","0.18","100.00"
"","","04","化粧品","0311","ジャパンフーズ","","","","","","","4937315012182","米ぬかソープ　８０ｇ","10","","69","300.00","398","17","6,766","1,666","24.62","4.52","0.18","100.00"
"","","01","食品","0311","ジャパンフーズ","","","","","","","4510104000111","カニパック「カニパック」　　　　　　　　２８０粒","8","280ﾂﾌﾞ","70","4,900.00","6,755","1","6,755","1,855","27.46","1.45","0.18","100.00"
"","","01","食品","0311","ジャパンフーズ","","","","","","","4955410000019","ニホンアロエキダチアロエ１００　　７２０ＭＬ","8","720ML","71","2,800.00","3,309","2","6,618","1,018","15.38","1.42","0.18","100.00"
"","","03","ＯＴＣ医薬品類","0614","モロオ","","","","","","","4987107610867","ロキソニンＳ　１２錠","10","","72","421.00","648","10","6,480","2,270","35.03","0.68","0.17","100.00"
"","","01","食品","0918","住之江店","","","","","","","4954993600050","ニューアイリタン　１３０錠","8","","73","3,600.00","6,000","1","6,000","2,400","40.00","1.29","0.16","100.00"
"","","02","日用雑貨","0918","住之江店","","","","","","","4571357388005","なた豆歯磨き 120 ｇ","10","120G","74","607.00","1,200","5","6,000","2,965","49.42","2.00","0.16","100.00"
"","","03","ＯＴＣ医薬品類","0918","住之江店","","","","","","","4987474153349","ワグラスＤ錠　４５０錠","10","450ｼﾞｮ","75","2,456.00","5,980","1","5,980","3,524","58.93","0.62","0.16","100.00"
"","","03","ＯＴＣ医薬品類","0530","ほくやく","","","","","","","4987061015753","救心　１２０粒","10","","76","4,940.00","5,980","1","5,980","1,040","17.39","0.62","0.16","100.00"
"","","03","ＯＴＣ医薬品類","0614","モロオ","","","","","","","4987441191886","コーフパウダー　２７Ｈ","10","27H","77","1,526.00","1,980","3","5,940","1,362","22.93","0.62","0.16","100.00"
"","","03","ＯＴＣ医薬品類","0614","モロオ","","","","","","","4987188122044","サロンパス３０　６０枚","10","60ﾏｲ","78","935.00","1,180","5","5,900","1,225","20.76","0.62","0.16","100.00"
"","","05","家庭用品","0105","あらた","","","","","","","4970520414921","オカモト　ぴったりゴム手袋　Ｍ１００枚　ホワイト","10","","79","848.00","1,180","5","5,900","1,660","28.14","24.01","0.16","100.00"
"","","90","湧永製品","0918","住之江店","","","","","","","4968250868114","プレビジョン　ウリラックス　１２０粒","8","120T","80","1,709.00","5,800","1","5,800","4,091","70.53","0.35","0.16","100.00"
"","","03","ＯＴＣ医薬品類","0918","住之江店","","","","","","","4987596212511","ｸﾛﾚﾗ 　新グロスキュー整腸薬","10","540ｼﾞｮ","81","1,200.00","2,800","2","5,600","3,200","57.14","0.59","0.15","100.00"
"","","90","湧永製品","0918","住之江店","","","","","","","4968250870117","プレビジョン　バイタルウレア　１２０粒","8","120","82","1,650.00","5,600","1","5,600","3,950","70.54","0.34","0.15","100.00"
"","","03","ＯＴＣ医薬品類","0918","住之江店","","","","","","","4987474103368","ｴｽﾏ-ｹﾞﾝ450","10","450T","83","2,840.00","5,539","1","5,539","2,699","48.73","0.58","0.15","100.00"
"","","90","湧永製品","0918","住之江店","","","","","","","4968250275219","キヨーレオピン　１２０ｍｌ","10","120ML","84","3,158.00","5,500","1","5,500","2,342","42.58","0.33","0.15","100.00"
"","","04","化粧品","0621","ユースキン製薬","","","","","","","4987353520316","ﾌﾟﾛｰﾗ 薬用ボディウォッシュ 500 ｍｌ","10","500ML","85","1,621.50","2,700","2","5,400","2,157","39.94","3.61","0.15","100.00"
"","","91","資生堂化粧品","0313","資生堂ジャパン","","","","","","","4901872330515","ＴＣ　アフタ－シヤワ－コロン","10","150ML","86","1,400.00","1,800","3","5,400","1,200","22.22","11.72","0.15","100.00"
"","","90","湧永製品","0918","住之江店","","","","","","","4968250901118","カユドメリンガ －ド","10","20G","87","235.00","764","7","5,345","3,700","69.22","0.32","0.14","100.00"
"","","02","日用雑貨","0105","あらた","","","","","","","4902011779066","アテント昼安心パンツ　長時間快適　女性用Ｍ２４枚","10","","88","1,469.00","1,780","3","5,340","933","17.47","1.78","0.14","100.00"
"","","90","湧永製品","0627","湧永製薬","","","","","","","3000800100020","フジビトール 40 ｐ","10","40P","89","566.00","1,680","3","5,040","3,342","66.31","0.30","0.14","100.00"
"","","90","湧永製品","0918","住之江店","","","","","","","4968250164315","ワクナガ胃腸薬Ｇ　６００錠","10","600","90","861.00","2,483","2","4,965","3,243","65.32","0.30","0.13","100.00"
"","","04","化粧品","0105","あらた","","","","","","","4901797033447","シャボン玉　無添加せっけんシャンプー　泡　替","10","","91","494.00","612","8","4,895","943","19.26","3.27","0.13","100.00"
"","","02","日用雑貨","0105","あらた","","","","","","","4901121648019","ネピアテンダ－うららか日和 尿パッド ３０枚","10","","92","534.00","698","7","4,886","1,148","23.50","1.63","0.13","100.00"
"","","03","ＯＴＣ医薬品類","0126","大木","","","","","","","4987754103798","ＮＥＷネクストＬＸ　　　　　クリーム　１５ｇ","10","15G","93","275.00","972","5","4,862","3,487","71.72","0.51","0.13","100.00"
"","","01","食品","0918","住之江店","","","","","","","4905391010408","坂元醸造　坂元のくろず　瓶　１Ｌ","8","1L","94","1,400.00","2,400","2","4,800","2,000","41.67","1.03","0.13","100.00"
"","","02","日用雑貨","0105","あらた","","","","","","","4560309820991","ＣＡＲＥＬＡＧＥ　清浄綿　　　　１００包","10","","95","582.00","798","6","4,788","1,296","27.07","1.60","0.13","100.00"
"","","03","ＯＴＣ医薬品類","0530","ほくやく","","","","","","","4987286404332","苛性ソーダ　（ケンエー）","10","","96","467.00","680","7","4,760","1,491","31.32","0.50","0.13","100.00"
"","","02","日用雑貨","0105","あらた","","","","","","","4902011729245","エリエールトイレット１２Ｒ　ダブル","10","","97","407.00","458","10","4,580","510","11.14","1.53","0.12","100.00"
"","","03","ＯＴＣ医薬品類","0126","大木","","","","","","","4966333130011","回春仙　３０粒","10","","98","2,550.00","4,564","1","4,564","2,014","44.13","0.48","0.12","100.00"
"","","90","湧永製品","0918","住之江店","","","","","","","4968250370211","紅芝泉レギュラー　３０ｍｌ","8","30ML","99","315.00","750","6","4,500","2,610","58.00","0.27","0.12","100.00"
"","","03","ＯＴＣ医薬品類","0918","住之江店","","","","","","","4987474122185","ジョッキ　　１５０錠","10","","100","1,944.00","4,410","1","4,410","2,466","55.92","0.46","0.12","100.00"
"","","04","化粧品","0918","住之江店","","","","","","","4515748001784","プレミアム１０　エミュークリーム　８５ｇ","10","","101","2,030.00","4,400","1","4,400","2,370","53.86","2.94","0.12","100.00"
"","","90","湧永製品","0918","住之江店","","","","","","","3000800100075","人参牛黄 4 ｐ","10","4P","102","849.00","2,200","2","4,400","2,702","61.41","0.26","0.12","100.00"
"","","01","食品","0311","ジャパンフーズ","","","","","","","4977229100049","金笛　醤油　　　　　　　　　　　　１．８リットル","8","1.8L","103","880.00","1,080","4","4,320","800","18.52","0.93","0.12","100.00"
"","","90","湧永製品","0918","住之江店","","","","","","","4968250847119","新ノイガンハップク - ル１５枚","10","15","104","381.00","1,079","4","4,314","2,790","64.67","0.26","0.12","100.00"
"","","01","食品","0311","ジャパンフーズ","","","","","","","4979246280568","健食　丸重　玄米黒酢　９００ＭＬ","8","900ML","105","1,680.00","2,121","2","4,242","882","20.79","0.91","0.11","100.00"
"","","03","ＯＴＣ医薬品類","0918","住之江店","","","","","","","4987474153288","ワグラスＤ錠　３００錠","10","","106","1,863.00","4,220","1","4,220","2,357","55.85","0.44","0.11","100.00"
"","","01","食品","0411","大正製薬","","","","","","","4987306048881","ﾊﾟﾙｽｲｰﾄｶﾛﾘｰｾﾞﾛ ｴｷﾀｲ 600 ｇ","8","600G","107","691.00","825","5","4,123","668","16.20","0.88","0.11","100.00"
"","","01","食品","0918","住之江店","","","","","","","4987596255464","バイオリンク　ＢＣＥｘドリンク　８０ｍｌ","8","","108","412.00","1,000","4","4,000","2,352","58.80","0.86","0.11","100.00"
"","","03","ＯＴＣ医薬品類","0918","住之江店","","","","","","","4987474114388","コイクラセリド錠","10","180T","109","1,728.00","4,000","1","4,000","2,272","56.80","0.42","0.11","100.00"
"","","03","ＯＴＣ医薬品類","0614","モロオ","","","","","","","4987239101172","米田薬品ロストール錠　４３０錠","10","","110","1,658.00","3,980","1","3,980","2,322","58.34","0.42","0.11","100.00"
"","","01","食品","0311","ジャパンフーズ","","","","","","","4978986102840","古式梅肉エキス　９０ｇ","8","","111","2,988.00","3,980","1","3,980","992","24.92","0.85","0.11","100.00"
"","","04","化粧品","0530","ほくやく","","","","","","","4987767660448","コラージュフルフル　スカルプシャンプー　つめかえ","10","","112","1,584.00","1,980","2","3,960","792","20.00","2.64","0.11","100.00"
"","","03","ＯＴＣ医薬品類","0530","ほくやく","","","","","","","4987441201936","ヘデクパウダー　　６５包","10","","113","1,331.00","1,980","2","3,960","1,298","32.78","0.41","0.11","100.00"
"","","01","食品","0614","モロオ","","","","","","","4975175020176","食品添加物クエン酸無水","8","500G","114","475.00","980","4","3,920","2,020","51.53","0.84","0.11","100.00"
"","","03","ＯＴＣ医薬品類","0918","住之江店","","","","","","","4987474153592","ワグラスＤ（Ｎ）　　　　　　　　　　　４５錠","10","45ｼﾞｮｳ","115","558.00","1,270","3","3,810","2,136","56.06","0.40","0.10","100.00"
"","","02","日用雑貨","0918","住之江店","","","","","","","4987305020338","全薬デンキュアＳ　１２０ｇ","10","","116","886.00","1,900","2","3,800","2,028","53.37","1.27","0.10","100.00"
"","","04","化粧品","0918","住之江店","","","","","","","4969432401150","薬用フタアミンハイ　クリーム　チューブ","10","35","117","570.00","948","4","3,790","1,510","39.84","2.53","0.10","100.00"
"","","03","ＯＴＣ医薬品類","0126","大木","","","","","","","4987299226235","デイトナＥＸゴールド　　　　　　　　２７０錠","10","270ｼﾞｮ","118","1,895.00","3,780","1","3,780","1,885","49.87","0.39","0.10","100.00"
"","","03","ＯＴＣ医薬品類","0918","住之江店","","","","","","","4987474175112","ｱﾝｶﾋﾞﾝ MIC","10","20ML","119","731.00","1,800","2","3,600","2,138","59.39","0.38","0.10","100.00"
"","","04","化粧品","0621","ユースキン製薬","","","","","","","4987353520613","プローラ薬用ヘアウォッシュ","10","250ML","120","936.00","1,800","2","3,600","1,728","48.00","2.40","0.10","100.00"
"","","04","化粧品","0918","住之江店","","","","","","","0000049586022","サメミロンエース　７ｍｌ","10","","121","959.00","1,800","2","3,600","1,682","46.72","2.40","0.10","100.00"
"","","03","ＯＴＣ医薬品類","0918","住之江店","","","","","","","4954097706924","葛根湯内服液Ｋ　３０ｍｌ×３本","10","","122","135.00","398","9","3,582","2,367","66.08","0.37","0.10","100.00"
"","","01","食品","0318","スズケン","","","","","","","4987035576419","オーエスワン　５００ｍｌ","8","500ML","123","143.00","188","19","3,572","855","23.94","0.77","0.10","100.00"
"","","91","資生堂化粧品","0313","資生堂ジャパン","","","","","","","4901872278527","資生堂ＡＱＬハリつや美肌パクトＯＣ１０","10","","124","1,496.00","1,760","2","3,520","528","15.00","7.64","0.09","100.00"
"","","02","日用雑貨","0105","あらた","","","","","","","4901797033027","シャボン玉　無添加ボディソープ　詰換え","10","","125","473.00","585","6","3,509","671","19.12","1.17","0.09","100.00"
"","","04","化粧品","0918","住之江店","","","","","","","4515748001753","エミュークリームＥＣエヴォリューション　85ｇ","10","","126","1,716.00","3,383","1","3,383","1,667","49.28","2.26","0.09","100.00"
"","","02","日用雑貨","0105","あらた","","","","","","","4903111537242","ライフリー　リハビリパンツＭ　１６枚","10","","127","1,425.00","1,680","2","3,360","510","15.18","1.12","0.09","100.00"
"","","03","ＯＴＣ医薬品類","0530","ほくやく","","","","","","","4987038730016","ピューラックス　１８００ｍｌ","10","","128","752.00","1,080","3","3,240","984","30.37","0.34","0.09","100.00"
"","","03","ＯＴＣ医薬品類","0530","ほくやく","","","","","","","4987334102104","本草センナ（分包）","10","","129","281.00","358","9","3,222","693","21.51","0.34","0.09","100.00"
"","","91","資生堂化粧品","0313","資生堂ジャパン","","","","","","","4901872330805","ＡＬ　シヤワ－コロン","10","180ML","130","1,300.00","1,600","2","3,200","600","18.75","6.95","0.09","100.00"
"","","03","ＯＴＣ医薬品類","0614","モロオ","","","","","","","4987084302779","ヒアレインＳ　５ｍｌ×２","10","","131","1,264.00","1,580","2","3,160","632","20.00","0.33","0.09","100.00"
"","","04","化粧品","0105","あらた","","","","","","","4987205284625","シエロヘアカラーＥＸクリーム　２","10","","132","659.00","780","4","3,120","484","15.51","2.08","0.08","100.00"
"","","90","湧永製品","0918","住之江店","","","","","","","4968250150226","フジビトール点鼻薬　１５ｍｌ","10","15ML","133","252.00","777","4","3,108","2,100","67.57","0.19","0.08","100.00"
"","","90","湧永製品","0918","住之江店","","","","","","","4968250161529","エナックロイヤル　 50 ｍｌ× 4","10","50ML 4","134","903.00","3,052","1","3,052","2,149","70.41","0.18","0.08","100.00"
"","","05","家庭用品","0918","住之江店","","","","","","","4582197051127","釧路市ごみ処理手数料　　　　可燃　２０Ｌ　１０枚","10","10ﾏｲ","135","441.00","380","8","3,042","-486","-15.98","12.38","0.08","100.00"
"","","11","その他商品","0530","ほくやく","","","","","","","4987350966094","ファインタッチディスポ　３０本ＭＳＦＤ０８０３０","10","30ﾎﾝ","136","494.00","750","4","3,000","1,024","34.13","3.27","0.08","100.00"
"","","03","ＯＴＣ医薬品類","0918","住之江店","","","","","","","4987305321602","新リコリスゼンヤク　20ml×3本","10","","137","496.00","1,000","3","3,000","1,512","50.40","0.31","0.08","100.00"
"","","03","ＯＴＣ医薬品類","0530","ほくやく","","","","","","","4987210420063","十方便秘薬　４２０錠","10","","138","1,350.00","3,000","1","3,000","1,650","55.00","0.31","0.08","100.00"
"","","03","ＯＴＣ医薬品類","0530","ほくやく","","","","","","","4987123701686","テラ・コートリル軟膏ａ　６ｇ","10","6G","139","481.00","1,000","3","3,000","1,557","51.90","0.31","0.08","100.00"
