﻿店舗名,特売,部門コード,部門名,仕入先コード,仕入先名,メーカーコード,メーカー名,大分類コード,大分類名,中分類コード,中分類名,商品コード,商品名,税率,規格容量,売上金額順位,平均原価,平均売価,売上数量,売上金額,粗利金額,粗利率,部門比率,分類内比率,全体比率
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250820211","湧永 八味地黄丸 ９００丸","10","900","48","1,833.00","5,243","3","15,729","10,230","65.04","0.99","0.84","51.07"
"","","01","食品","0304","サン・ヘルス","","","","","","","4582368480206","ピュアコラーゲン＋セラミドＤＸ１５０ｇ","8","150G","49","922.00","1,743","9","15,686","7,388","47.10","5.94","0.84","51.07"
"","","01","食品","0990","しみず倉庫","","","","","","","4510662002114","貴好茶　８粒×３０包","8","","50","2,850.00","5,000","3","15,000","6,450","43.00","5.68","0.80","51.07"
"","","90","湧永製品","0627","湧永製薬","","","","","","","3000800100075","人参牛黄４カプセル（１シート）","10","4P","51","1,106.00","2,992","5","14,960","9,430","63.03","0.94","0.80","51.07"
"","","01","食品","0404","タヒボジャパン","","","","","","","4573204100013","ビタミンＣプレミオ３００カプセル","8","300CP","52","3,675.00","7,350","2","14,700","7,350","50.00","5.56","0.79","51.07"
"","","04","化粧品","0139","IRIS北陸販売株式会社","","","","","","","4571432380269","エッセンス クリーム","10","40G","53","2,100.00","2,926","5","14,630","4,130","28.23","3.07","0.78","51.07"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250306111","ＰＶアクティブレインプレミアム１２０粒","8","","54","1,924.00","4,705","3","14,116","8,344","59.11","0.89","0.76","51.07"
"","","04","化粧品","0139","IRIS北陸販売株式会社","","","0012","帳票グループ","0002","売上　シミズ推奨品","4571432380092","アロマＤｅクレ－ム３０ｇ","10","30G","55","3,500.00","6,841","2","13,682","6,682","48.84","2.87","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250161529","エナックロイヤル５０ｍｌ×４本パック","10","","56","1,058.00","1,697","8","13,578","5,114","37.66","0.86","",""
"","","04","化粧品","0532","ホワイトリリー富山販売","","","","","","","4957272001036","カルフィア ローション","10","","57","2,925.00","4,333","3","13,000","4,225","32.50","2.73","0.70","51.07"
"","","01","食品","0312","ジョヴィＪＯＶＹ","","","","","","","4987035576419","ＯＳ－１ ５００ｍｌ","8","500ML","58","143.00","185","70","12,950","2,940","22.70","4.90","0.69","51.07"
"","","01","食品","0501","ナカトミ","","","","","","","4515748001845","エミューゼリー関節（日向夏味） 30 包","10","30ﾎｳ","59","3,436.00","6,300","2","12,600","5,728","45.46","4.77","0.67","51.07"
"","","01","食品","0501","ナカトミ","","","","","","","4515748001708","エミューゼリー筋肉（シークワーサー）３０包","8","30H","60","3,436.00","6,300","2","12,600","5,728","45.46","4.77","0.67","51.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987014012006","ミネドリン　６００ｍｌ","10","","61","858.00","2,421","5","12,106","7,816","64.56","1.45","0.65","51.07"
"","⚫","02","日用雑貨","0990","しみず倉庫","","","","","","","4589818059425","ダイヤモンドマスク ピュアホワイト","10","30ﾏｲ","62","323.07","793","15","11,891","7,045","59.25","2.37","0.64","51.07"
"","","04","化粧品","0139","IRIS北陸販売株式会社","","","0012","帳票グループ","0002","売上　シミズ推奨品","4571432380108","アロマＤｅＵＶベ－ス３０ｇ","10","30G","63","2,000.00","3,939","3","11,818","5,818","49.23","2.48","",""
"","","04","化粧品","0532","ホワイトリリー富山販売","","","0012","帳票グループ","0002","売上　シミズ推奨品","4957272004945","ウエルハース モイストローション","10","150ML","64","1,625.00","2,357","5","11,787","3,662","31.07","2.48","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250224118","フジビトール　２００カプセル","10","200","65","2,973.00","5,885","2","11,770","5,824","49.48","0.74","",""
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250279118","湧永プレビジョン　スイ－トブロッカ－Ｇ　９０錠","8","90","66","1,859.00","5,800","2","11,600","7,882","67.95","0.73","0.62","51.07"
"","","03","ＯＴＣ医薬品類","0312","ジョヴィＪＯＶＹ","","","","","","","4954097858975","ラーバエースＤ３０００ ５０本入り","10","50ﾎﾟﾝ","67","2,200.00","2,840","4","11,360","2,560","22.54","1.36","0.61","51.07"
"","","04","化粧品","0139","IRIS北陸販売株式会社","","","0012","帳票グループ","0002","売上　シミズ推奨品","4571432380047","アロマＤｅフォ－ムパウチ３００ｍｌ","10","300ML","68","1,400.00","2,800","4","11,200","5,600","50.00","2.35","",""
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250305312","キヨーレオピンネオｗ ２４０ｍｌ","10","240ml","69","5,570.00","10,670","1","10,670","5,100","47.80","0.67","0.57","51.07"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250305213","キヨーレオピンｗ １２０ｍｌ","10","120ml","70","3,158.00","5,335","2","10,670","4,354","40.81","0.67","0.57","51.07"
"","","04","化粧品","0139","IRIS北陸販売株式会社","","","0012","帳票グループ","0002","売上　シミズ推奨品","4571432380030","アロマＤｅクレンジング１５０ｇ","10","150G","71","1,900.00","3,547","3","10,640","4,940","46.43","2.24","",""
"","⚫","01","食品","0191","競合店仕入","","","0010","カテゴリー","0014","機能性飲料","4987035089322","オロナミンＣドリンク　１０本","8","","72","620.00","698","15","10,470","1,170","11.17","3.96","",""
"","⚫","01","食品","0112","イトー企画","","","","","","","4973044090756","杉食　ぬか玄　５６０粒","8","560T","73","1,280.00","1,480","7","10,360","1,400","13.51","3.92","0.55","51.07"
"","","03","ＯＴＣ医薬品類","0191","競合店仕入","","","","","","","4951079100039","複方熊胆円キョクトウ８４個入り","10","","74","6,151.00","9,980","1","9,980","3,829","38.37","1.20","0.53","51.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987892100130","テルモ電子体温計ＥＴ－Ｃ２３２ＡＪＤ","10","","75","1,179.00","1,980","5","9,900","4,005","40.45","1.19","0.53","51.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0901","ブランド（医薬品メーカー）","0052","ゼリア新薬工業","4987103035299","ハイゼリー散　分包　６０包","10","","76","4,544.00","9,880","1","9,880","5,336","54.01","1.19","",""
"","","01","食品","0990","しみず倉庫","","","","","","","4993387020012","タヒボＮＥＷＥＸプラス３０包","8","30H","77","8,750.00","9,625","1","9,625","875","9.09","3.64","0.51","51.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987031003018","新大草延寿丸 ２６００丸","10","2600T","78","2,193.67","3,180","3","9,540","2,959","31.02","1.15","0.51","51.07"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250358110","湧永田七　分包　６０包","8","60","79","2,773.00","9,500","1","9,500","6,727","70.81","0.60","",""
"","","04","化粧品","0139","IRIS北陸販売株式会社","","","","","","","4571432380245","エッセンス ローション","10","150ML","80","1,500.00","2,375","4","9,500","3,500","36.84","2.00","0.51","51.07"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250294111","プレビジョン　ラクッションプラス　２７０粒","8","270ﾂﾌﾞ","81","1,692.00","4,630","2","9,260","5,876","63.46","0.58","0.50","51.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0009","メーカー","0001","医薬品","4987487102723","タカミツクールリフェンダ　６枚","10","","82","70.00","148","61","9,028","4,758","52.70","1.08","",""
"","","02","日用雑貨","0312","ジョヴィＪＯＶＹ","","","","","","","4902011832907","ハイパーＢマスクリラカラピンクベージュふつう３０枚","10","","83","590.00","880","10","8,800","2,900","32.95","1.75","0.47","51.07"
"","","04","化粧品","0139","IRIS北陸販売株式会社","","","0012","帳票グループ","0002","売上　シミズ推奨品","4571432380085","アロマＤｅミルク１００ｍｌ","10","100ML","84","2,200.00","4,400","2","8,800","4,400","50.00","1.85","",""
"","","03","ＯＴＣ医薬品類","0326","ゼリア新薬工業","","","","","","","4987103049364","コンドロイチンＺＳ３１０錠","10","310ｼﾞｮ","85","4,300.00","8,348","1","8,348","4,048","48.49","1.00","0.45","51.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987420050364","養命六神丸 ３６６粒","10","366ﾂﾌﾞ","86","4,802.00","8,120","1","8,120","3,318","40.86","0.98","0.43","51.07"
"","","04","化粧品","0532","ホワイトリリー富山販売","","","0012","帳票グループ","0002","売上　シミズ推奨品","4957272201559","BIHADA クリアエッセンス","10","50G","87","5,200.00","8,000","1","8,000","2,800","35.00","1.68","",""
"","","04","化粧品","0532","ホワイトリリー富山販売","","","0012","帳票グループ","0002","売上　シミズ推奨品","4957272003573","オスカー リンクル","10","35ML","88","5,200.00","8,000","1","8,000","2,800","35.00","1.68","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987475118712","パステル FR テープ V α","10","42ﾏｲ","89","605.00","1,881","4","7,524","5,104","67.84","0.90","0.40","51.07"
"","","03","ＯＴＣ医薬品類","0312","ジョヴィＪＯＶＹ","","","","","","","4951079100022","複方熊胆円キョクトウ６０個入","10","","90","4,130.00","7,500","1","7,500","3,370","44.93","0.90","0.40","51.07"
"","","04","化粧品","0532","ホワイトリリー富山販売","","","0012","帳票グループ","0002","売上　シミズ推奨品","4957272101200","WL サンフィルト","10","30ML","91","2,600.00","3,600","2","7,200","2,000","27.78","1.51","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987360035346","メルヂンゴールド ２４ＣＰ","10","24CP","92","341.00","648","11","7,128","3,377","47.38","0.86","0.38","51.07"
"","","04","化粧品","0532","ホワイトリリー富山販売","","","0012","帳票グループ","0002","売上　シミズ推奨品","4957272004921","ウエルハース フォーム","10","300ML","93","1,625.00","1,759","4","7,036","536","7.62","1.48","",""
"","","04","化粧品","0532","ホワイトリリー富山販売","","","","","","","4957272001050","カルフィア クリーム","10","","94","4,550.00","7,000","1","7,000","2,450","35.00","1.47","0.37","51.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4955982030155","恵命我神散Ｓ　細粒　３ｇ×１２０包","10","","95","4,420.00","6,800","1","6,800","2,380","35.00","0.82","0.36","51.07"
"","","01","食品","0127","オールジャパンドラックＡＪＤ","","","","","","","4902989372917","かき醤油味付のり　角 54 枚","8","54ﾏｲ","96","200.00","351","19","6,670","2,870","43.03","2.52","0.36","51.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0009","メーカー","0001","医薬品","4970511630231","ハイロストール錠　３８０錠","10","","97","939.00","3,240","2","6,479","4,601","71.01","0.78","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987426002091","液体ムヒＳ２ａ５０ｍｌ","10","","98","320.00","498","13","6,474","2,314","35.74","0.78","0.35","51.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987031002165","新大草延寿丸 ３２包","10","32H","99","808.00","1,600","4","6,400","3,168","49.50","0.77","0.34","51.07"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250245212","キョ－チルべｓクリーム　１８ｇ","10","18G","100","512.00","1,600","4","6,400","4,352","68.00","0.40","0.34","51.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987601217852","ステリコットアルファ ５２包","10","","101","295.00","578","11","6,362","3,117","48.99","0.76","0.34","51.07"
"","","02","日用雑貨","0990","しみず倉庫","","","","","","","4970511201370","かぜ・花粉マスク　成人用　６０枚","10","60ﾏｲ","102","370.00","633","10","6,329","2,629","41.54","1.26","0.34","51.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987475119375","ロキエフェクトＬＸテープ大判７枚入","10","7ﾏｲ","103","218.00","1,026","6","6,156","4,848","78.75","0.74","0.33","51.07"
"","","03","ＯＴＣ医薬品類","0326","ゼリア新薬工業","","","","","","","4987103047322","新ハイゼリ－顆粒６０包","10","60","104","3,238.00","6,146","1","6,146","2,908","47.32","0.74","0.33","51.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987487102754","リフェンダＩＤ　０．５％６枚","10","","105","80.00","188","32","6,016","3,456","57.45","0.72","0.32","51.07"
"","","04","化粧品","0532","ホワイトリリー富山販売","","","0012","帳票グループ","0002","売上　シミズ推奨品","4957272003351","WL アンジェラフィニッシュパクト","10","","106","1,950.00","3,000","2","6,000","2,100","35.00","1.26","",""
"","","04","化粧品","0532","ホワイトリリー富山販売","","","0012","帳票グループ","0002","売上　シミズ推奨品","4957272003030","WL アンジェラケーキレフィル O-2","10","","107","1,950.00","3,000","2","6,000","2,100","35.00","1.26","",""
"","","04","化粧品","0990","しみず倉庫","","","","","","","4589661641020","ボディケアジェル８５ｇ","10","85G","108","3,000.00","6,000","1","6,000","3,000","50.00","1.26","0.32","51.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987123145428","アリナミンＥＸプラス ２７０錠","10","","109","5,050.00","5,980","1","5,980","930","15.55","0.72","0.32","51.07"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250280220","レオピンファイブキャプレットＳ　１００錠","10","100ｼﾞｮ","110","3,459.00","5,900","1","5,900","2,441","41.37","0.37","0.32","51.07"
"","⚫","02","日用雑貨","0312","ジョヴィＪＯＶＹ","","","0904","ブランド（雑貨メーカー）","0022","花王","4901301306500","ハミングフローラルブーケの香り詰替用","10","540ML","111","150.00","168","35","5,880","630","10.71","1.17","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0901","ブランド（医薬品メーカー）","0037","佐藤製薬","4987316017013","新トニン咳止め液　６０ｍｌ","10","","112","493.00","838","7","5,866","2,415","41.17","0.70","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987014016608","新バイトゴールド３０００ １００ｍｌ×１０本","10","10ﾎﾝ","113","370.00","733","8","5,860","2,900","49.49","0.70","0.31","51.07"
"","","02","日用雑貨","0312","ジョヴィＪＯＶＹ","","","0904","ブランド（雑貨メーカー）","0105","ユニチャーム","4903111524143","ライフリーさわやかパッド特に多い時も１枚で安心","10","12ﾏｲ","114","530.00","648","9","5,829","1,059","18.17","1.16","",""
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250199119","エナックＷ　１２６錠","10","126","115","927.00","2,913","2","5,826","3,972","68.18","0.37","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0901","ブランド（医薬品メーカー）","0028","株式会社恵命堂","4955982058012","恵命我神散　散剤　４００ｇ","10","","116","3,900.00","5,800","1","5,800","1,900","32.76","0.70","",""
"","","04","化粧品","0139","IRIS北陸販売株式会社","","","","","","","4571432380146","ＣＲＹＳＴＡＬパクト 10.5 ｇ","10","10.5G","117","1,800.00","2,830","2","5,660","2,060","36.40","1.19","0.30","51.07"
"","","90","湧永製品","0990","しみず倉庫","","","","","","","4968250878113","オプターナ黄粋目薬　１５ｍｌ","10","15ML","118","350.00","1,124","5","5,619","3,869","68.86","0.35","0.30","51.07"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250870117","プレビジョン　バイタルウレア　１２０粒","8","120","119","1,795.00","5,600","1","5,600","3,805","67.95","0.35","",""
"","","04","化粧品","0139","IRIS北陸販売株式会社","","","","","","","4571432380122","エバチェンクリーム","10","","120","1,200.00","1,400","4","5,600","800","14.29","1.18","0.30","51.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987123142038","タケダ漢方便秘薬　１８０錠","10","","121","1,787.50","2,780","2","5,560","1,985","35.70","0.67","0.30","51.07"
"","⚫","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0901","ブランド（医薬品メーカー）","0102","伊丹製薬","4987014013805","新バイトゴールド２０００","10","","122","1,900.00","2,780","2","5,560","1,760","31.65","0.67","",""
"","⚫","03","ＯＴＣ医薬品類","0191","競合店仕入","","","0009","メーカー","0001","医薬品","4987117438802","チオビタ・ドリンク１００ｍｌ×１０本×５箱","10","","123","2,108.00","2,750","2","5,500","1,284","23.35","0.66","",""
"","","01","食品","0627","湧永製薬","","","","","","","4968250303219","眠りエール１５日分（４５カプセル）","8","","124","865.00","2,700","2","5,400","3,670","67.96","2.04","0.29","51.07"
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","","","","","4987103043942","ワムナールＤＸⅡ１２０ｇ","10","120G","125","735.00","1,782","3","5,346","3,141","58.75","0.64","0.29","51.07"
"","","90","湧永製品","0990","しみず倉庫","","","0012","帳票グループ","0002","売上　シミズ推奨品","4968250199218","エナックＷ　２７０錠","10","270","126","1,700.00","5,340","1","5,340","3,640","68.16","0.34","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0009","メーカー","0001","医薬品","4975687011389","ペインサール顆粒 ３０包","10","","127","725.00","1,773","3","5,319","3,144","59.11","0.64","",""
"","","03","ＯＴＣ医薬品類","0990","しみず倉庫","","","0901","ブランド（医薬品メーカー）","0056","大正製薬","4987306045156","パブロンゴールドＡ＜微粒＞　４４包","10","","128","1,375.00","1,680","3","5,040","915","18.15","0.61","",""
