店舗名,棚番(初回),棚番(最終),棚番(他),商品コード,商品名,税率,部門コード,部門名,大分類コード,大分類名,中分類コード,中分類名,仕入先コード,仕入先名,実棚数量(A),実績差異,本部原価(B),店舗原価(C),本部実棚金額(D=A×B),店舗実棚金額(E=A×C),実棚売価金額,単品売価,原価差額(B-C),実棚差額(D-E)
"山手通り店","001","","","4534551012046","マービー　低カロリー甘味料　粉末","8.00","24","大木","","","","","0048","大木","1","0","385.00","385.00","385.00","385","510","510","385.00","0.00"
"山手通り店","001","","","4534551012091","ﾏ-ﾋﾞ- ﾌﾙ-ﾂﾐﾂｸｽｷﾔﾝﾃﾞｲ49G","8.00","24","大木","","","","","0048","大木","2","0","175.00","175.00","350.00","350","464","232","350.00","0.00"
"山手通り店","001","","","4534551012114","","8.00","24","大木","","","","","0048","大木","2","-1","175.00","175.00","350.00","350","464","232","350.00","0.00"
"山手通り店","001","","","4534551012138","Sﾏ-ﾋﾞ- ﾌﾟﾛﾎﾟﾘｽｷﾔﾝﾃﾞｲ 49G","8.00","24","大木","","","","","0048","大木","2","0","245.00","245.00","490.00","490","650","325","490.00","0.00"
"山手通り店","001","001","","4534551012152","Sﾏ-ﾋﾞ- ｺ-ﾋ-ｷﾔﾝﾃﾞｲ 49G","8.00","24","大木","","","","","0048","大木","11","0","175.00","175.00","1,925.00","1,925","2,552","232","1,925.00","0.00"
"山手通り店","001","","","4534551012350","","8.00","24","大木","","","","","0048","大木","2","-1","364.00","364.00","728.00","728","964","482","728.00","0.00"
"山手通り店","001","","","4534551012367","ﾏ-ﾋﾞ- ﾃｲｶﾛﾘ-ﾏ-ﾏﾚ-ﾄﾞ 230G","8.00","24","大木","","","","","0048","大木","2","-1","378.00","378.00","756.00","756","1,000","500","756.00","0.00"
"山手通り店","001","","","4534551012374","","8.00","24","大木","","","","","0048","大木","1","-1","476.00","476.00","476.00","476","630","630","476.00","0.00"
"山手通り店","001","","","4534551012381","","8.00","24","大木","","","","","0048","大木","2","0","364.00","364.00","728.00","728","964","482","728.00","0.00"
"山手通り店","001","","","4549411069061","ｽﾏｰﾄｱｲﾎﾟｹｯﾄ1A","10.00","24","大木","","","","","0048","大木","8","0","1200.00","1200.00","9,600.00","9,600","14,400","1,800","9,600.00","0.00"
"山手通り店","002","","","4549660532866","","","21","平作/五色屋","","","","","0445","ﾍｲｻｸ","18","0","","88.00","0.00","1,584","1,800","100","0.00","0.00"
"山手通り店","002","","","4560292161170","","","30","美商","","","","","0806","ﾋﾞｼｮｳ","7","-1","","136.00","0.00","952","1,274","182","0.00","0.00"
"山手通り店","002","","","4562249829089","","10.00","24","大木","","","","","0048","大木","2","0","210.00","210.00","420.00","420","546","273","420.00","0.00"
"山手通り店","001","001","","4562441906595","ｴﾀﾉｽｼﾞﾖｷﾝｽﾌﾟﾚ-350ML","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","18","0","350.00","350.00","6,300.00","6,300","9,792","544","6,300.00","0.00"
"山手通り店","002","","","4570098860016","","10.00","30","美商","","","","","0806","ﾋﾞｼｮｳ","7","0","420.00","420.00","2,940.00","2,940","4,900","700","2,940.00","0.00"
"山手通り店","002","","","4571295390269","エイタロウハチミツアメ","8.00","24","大木","","","","","0048","大木","14","-2","150.00","150.00","2,100.00","2,100","2,646","189","2,100.00","0.00"
"山手通り店","002","","","4573210680769","ウィルオフマグネットタイプ","10.00","24","大木","","","","","0048","大木","2","0","720.00","720.00","1,440.00","1,440","1,782","891","1,440.00","0.00"
"山手通り店","001","","","4573210680776","ウィルオフ吊下げタイプ　ミニオンズ","10.00","24","大木","","","","","0048","大木","2","0","1200.00","1200.00","2,400.00","2,400","910","455","2,400.00","0.00"
"山手通り店","002","","","4573210680936","ウィルオフ携帯タイプ取替用","10.00","24","大木","","","","","0048","大木","2","0","600.00","600.00","1,200.00","1,200","1,452","726","1,200.00","0.00"
"山手通り店","001","","","4580390219733","ｼﾞｮｷﾝﾓｰﾘｽ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","7","-1","375.00","375.00","2,625.00","2,625","4,445","635","2,625.00","0.00"
"山手通り店","001","002","","4582409179168","ﾎﾟｯｶﾃﾂﾌﾞﾝﾀｯﾌﾟﾘﾌﾟﾙｰﾝ","8.00","24","大木","","","","","0048","大木","6","-2","177.00","177.00","1,062.00","1,062","1,278","213","1,062.00","0.00"
"山手通り店","002","","","4582515611231","ﾏｽｸﾖｳﾎｼﾞﾖﾊﾞﾝﾄﾞ ｵﾄﾅﾖｳ","10.00","24","大木","","","","","0048","大木","7","0","130.00","130.00","910.00","910","1,400","200","910.00","0.00"
"山手通り店","001","","","4589850822568","","","24","大木","","","","","0048","大木","5","-3","","144.00","0.00","720","835","167","0.00","0.00"
"山手通り店","002","","","4901070712137","ﾌｱﾐﾘ- ﾋﾞﾆ-ﾙﾁﾕｳｱﾂﾃﾞ ﾕﾋﾞｻｷｷﾖｳｶ L ｸﾞﾘ-ﾝ1ｸﾐ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","17","0","143.00","143.00","2,431.00","2,431","3,400","200","2,431.00","0.00"
"山手通り店","002","","","4901070722419","ﾌｱﾐﾘ- ﾋﾞﾆ-ﾙｳｽﾃﾞ ｺｳｳｲﾙｽｶｺｳ L ｸﾞﾘ-ﾝ1ｸﾐ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","21","0","93.00","93.00","1,953.00","1,953","2,877","137","1,953.00","0.00"
"山手通り店","002","","","4901080022615","ナチュラスダニヨケスピレー","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","3","0","378.00","378.00","1,134.00","1,134","1,632","544","1,134.00","0.00"
"山手通り店","002","","","4901080023414","ｻﾗ テクト虫除けシート　 20 枚","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","341.00","341.00","682.00","682","906","453","682.00","0.00"
"山手通り店","002","","","4901080023612","ハジメテノサラテクトヤサシイジェル","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","3","0","349.00","349.00","1,047.00","1,047","1,632","544","1,047.00","0.00"
"山手通り店","002","","","4901080030511","ｻﾗﾃｸﾄﾐｽﾄ200ML","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","3","0","355.00","355.00","1,065.00","1,065","1,497","499","1,065.00","0.00"
"山手通り店","002","","","4901080037114","","","24","大木","","","","","0048","大木","3","0","","277.00","0.00","831","1,158","386","0.00","0.00"
"山手通り店","002","","","4901080066503","ﾑｼｺﾛﾘｱ-ｽ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","4","0","551.00","551.00","2,204.00","2,204","3,520","880","2,204.00","0.00"
"山手通り店","002","","","4901080066909","ﾀﾞﾆ ｱ-ｽ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","877.00","877.00","1,754.00","1,754","1,960","980","1,754.00","0.00"
"山手通り店","002","","","4901080120311","ｱ-ｽﾉ-ﾏﾂﾄ60ﾆﾁ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","1","0","630.00","630.00","630.00","630","697","697","630.00","0.00"
"山手通り店","002","002","","4901080122711","アースノーマット６０ニチセットホワイトブルー","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","4","0","780.00","780.00","3,120.00","3,120","3,400","850","3,120.00","0.00"
"山手通り店","002","","","4901080160416","ア－スジェット","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","267.00","267.00","534.00","534","760","380","534.00","0.00"
"山手通り店","002","","","4901080168313","サラテクト　ムコウ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","3","0","407.00","407.00","1,221.00","1,221","1,497","499","1,221.00","0.00"
"山手通り店","002","","","4901080210210","ｺﾞｷｼﾞｪｯﾄﾌﾟﾛY","10.00","24","大木","","","","","0048","大木","2","0","617.00","617.00","1,234.00","1,234","1,210","605","1,234.00","0.00"
"山手通り店","002","","","4901080235510","ダニヨケ　シート","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","393.00","393.00","786.00","786","1,026","513","786.00","0.00"
"山手通り店","002","","","4901080254214","クモノスショウメツジェット","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","1","0","640.00","640.00","640.00","640","827","827","640.00","0.00"
"山手通り店","002","","","4901080256911","ムシコナイアースゲンカントウガイヘキヨウ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","1","-1","455.00","455.00","455.00","455","575","575","455.00","0.00"
"山手通り店","002","","","4901080306395","ﾓﾝﾀﾞﾐﾝﾐﾆﾍﾟ-ﾊﾟ-M","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","129.00","129.00","258.00","258","360","180","258.00","0.00"
"山手通り店","002","","","4901080504517","モンダミンペパーミント","10.00","24","大木","","","","","0048","大木","1","0","308.00","308.00","308.00","308","425","425","308.00","0.00"
"山手通り店","002","002","","4901080505613","モンダミンセンシティブマイルドミント","10.00","24","大木","","","","","0048","大木","2","0","308.00","308.00","616.00","616","890","445","616.00","0.00"
"山手通り店","002","","","4901080506115","モンダミンプレミアムケア","10.00","24","大木","","","","","0048","大木","1","0","479.00","479.00","479.00","479","591","591","479.00","0.00"
"山手通り店","002","","","4901080698414","","","24","大木","","","","","0048","大木","2","0","","557.00","0.00","1,114","1,600","800","0.00","0.00"
"山手通り店","002","","","4901080701015","ﾎﾟﾘｸﾞﾘｯﾌﾟS (ﾏﾙ)","10.00","24","大木","","","","","0048","大木","1","0","520.00","520.00","520.00","520","700","700","520.00","0.00"
"山手通り店","002","","","4901080701718","ﾎﾟﾘﾃﾞﾝﾄ ﾌﾞﾌﾞﾝﾖｳ","10.00","24","大木","","","","","0048","大木","4","0","493.00","493.00","1,972.00","1,972","2,892","723","1,972.00","0.00"
"山手通り店","002","","","4901080703415","ﾎﾟﾘｸﾞﾘｯﾌﾟ","10.00","24","大木","","","","","0048","大木","1","0","853.00","853.00","853.00","853","1,019","1,019","853.00","0.00"
"山手通り店","002","","","4901080708410","ﾎﾟﾘﾃﾞﾝﾄ ﾌﾞﾌﾞﾝﾖｳ","10.00","24","大木","","","","","0048","大木","6","0","809.00","809.00","4,854.00","4,854","5,202","867","4,854.00","0.00"
"山手通り店","002","","","4901080717818","シュミテクトシシュウビョウケア","10.00","24","大木","","","","","0048","大木","4","0","458.00","458.00","1,832.00","1,832","1,848","462","1,832.00","0.00"
"山手通り店","002","","","4901080720214","ポリデント　アワノハミガキ","10.00","24","大木","","","","","0048","大木","1","0","470.00","470.00","470.00","470","647","647","470.00","0.00"
"山手通り店","002","","","4901080724717","シュミテクトコンプリートワンＥＸ","10.00","24","大木","","","","","0048","大木","3","-2","532.00","532.00","1,596.00","1,596","2,085","695","1,596.00","0.00"
"山手通り店","002","","","4901080727015","シンポリグリップゴクボソノズル","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","1","0","899.00","899.00","899.00","899","1,186","1,186","899.00","0.00"
"山手通り店","002","","","4901080729613","シュミテクトヤサシクホワイトニングＥＸ","10.00","24","大木","","","","","0048","大木","4","-2","458.00","458.00","1,832.00","1,832","2,408","602","1,832.00","0.00"
"山手通り店","002","002","","4901121626369","ﾊﾅｾﾚﾌﾞﾎﾟｹｯﾄ","10.00","21","平作/五色屋","","","","","0445","ﾍｲｻｸ","19","-1","110.00","110.00","2,090.00","2,090","2,869","151","2,090.00","0.00"
"山手通り店","002","002","","4901121626376","ﾈﾋﾟｱﾊﾅｾﾚﾌﾞﾎﾟｹｯﾄﾃｨｯｼｭ","10.00","21","平作/五色屋","","","","","0445","ﾍｲｻｸ","6","0","280.00","280.00","1,680.00","1,680","1,824","304","1,680.00","0.00"
"山手通り店","002","","","4901121636078","ﾈﾋﾟｱﾊﾅｾﾚﾌﾞBOX","10.00","21","平作/五色屋","","","","","0445","ﾍｲｻｸ","1","0","490.00","490.00","490.00","490","570","570","490.00","0.00"
"山手通り店","002","","","4901121636085","ﾈﾋﾟｱﾊﾅｾﾚﾌﾞ1BOX","10.00","21","平作/五色屋","","","","","0445","ﾍｲｻｸ","2","-1","163.00","163.00","326.00","326","408","204","326.00","0.00"
"山手通り店","002","","","4901150370233","ｼｾﾞﾝｼﾖﾂｶﾝ SOY ﾀﾞｲｽﾞｶﾘﾝﾄ ｷﾔﾗﾒﾙ21G","8.00","24","大木","","","","","0048","大木","14","0","92.00","92.00","1,288.00","1,288","1,428","102","1,288.00","0.00"
"山手通り店","002","","","4901150370264","","","24","大木","","","","","0048","大木","4","0","","92.00","0.00","368","408","102","0.00","0.00"
"山手通り店","002","","","4901301008473","ニベアクリームチューブ　５０ｇ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","4","0","171.00","171.00","684.00","684","916","229","684.00","0.00"
"山手通り店","002","","","4901301008480","ニベアクリーム缶大　１６９ｇ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","428.00","428.00","856.00","856","1,140","570","856.00","0.00"
"山手通り店","002","","","4901301013736","サニーナスプレー付　９０ｍｌ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","1","0","391.00","391.00","391.00","391","553","553","391.00","0.00"
"山手通り店","002","","","4901301013743","サニーナ付替え　９０ｍｌ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","1","0","326.00","326.00","326.00","326","457","457","326.00","0.00"
"山手通り店","002","","","4901301024152","アトリックスメディケイティッドチューブ　５０ｇ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","3","-1","228.00","228.00","684.00","684","945","315","684.00","0.00"
"山手通り店","002","","","4901301043764","ニベアソフト　チューブ　５０ｇ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","4","0","186.00","186.00","744.00","744","1,068","267","744.00","0.00"
"山手通り店","002","","","4901301204110","アトリックス尿素１０％クリーム　６０ｇ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","3","0","326.00","326.00","978.00","978","1,371","457","978.00","0.00"
"山手通り店","001","","","4901301210708","キュレルクリーム","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","907.00","907.00","1,814.00","1,814","3,000","1,500","1,814.00","0.00"
"山手通り店","002","","","4901301214614","ビオレふくだけコットンオイルイン携帯　１０枚","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","182.00","182.00","364.00","364","552","276","364.00","0.00"
"山手通り店","002","","","4901301227850","めぐリズム蒸気でホットアイマスク５Ｐ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","1","0","288.00","288.00","288.00","288","382","382","288.00","0.00"
"山手通り店","002","","","4901301232045","花王ホワイトバス石鹸３Ｐ　 130G*3","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","188.00","188.00","376.00","376","408","204","376.00","0.00"
"山手通り店","002","","","4901301235435","薬用ピュオーラクリーンミントミニ　３０ｇ２","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","3","-1","215.00","215.00","645.00","645","849","283","645.00","0.00"
"山手通り店","001","","","4901301236043","キュレル化粧水１ライト　１５０ｍｌ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","6","0","1089.00","1089.00","6,534.00","6,534","10,800","1,800","6,534.00","0.00"
"山手通り店","001","","","4901301236173","キュレル乳液","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","1089.00","1089.00","2,178.00","2,178","3,600","1,800","2,178.00","0.00"
"山手通り店","001","001","","4901301236203","キュレルジェルメイク落とし","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","10","-1","605.00","605.00","6,050.00","6,050","10,000","1,000","6,050.00","0.00"
"山手通り店","001","","","4901301236210","キュレル潤浸保湿クリーム　４０ｇ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","-1","1391.00","1391.00","2,782.00","2,782","4,600","2,300","2,782.00","0.00"
"山手通り店","002","","","4901301236876","めぐりズム蒸気の温熱シート　８枚","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","461.00","461.00","922.00","922","1,330","665","922.00","0.00"
"山手通り店","001","","","4901301238801","キュレル美白化粧水３　１４０ｍｌ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","8","0","1391.00","1391.00","11,128.00","11,128","18,400","2,300","11,128.00","0.00"
"山手通り店","002","","","4901301238818","キュレル美白クリーム　４０ｇ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","1693.00","1693.00","3,386.00","3,386","5,600","2,800","3,386.00","0.00"
"山手通り店","002","","","4901301245496","めぐりズム蒸気の温熱シート下着の内側に貼る５枚","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","288.00","288.00","576.00","576","950","475","576.00","0.00"
"山手通り店","002","002","","4901301248602","ディープクリーンハブラシ　コンパクト","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","12","-1","205.00","205.00","2,460.00","2,460","2,544","212","2,460.00","0.00"
"山手通り店","001","","","4901301251039","ビオレＵテユビノショウドクスプレーオキガタ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","5","0","372.00","372.00","1,860.00","1,860","2,720","544","1,860.00","0.00"
"山手通り店","001","","","4901301251046","ﾋﾞｵﾚUﾃﾕﾋﾞﾉｼｮｳﾄﾞｸｽﾌﾟﾚｰｷｯﾄｶ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","4","0","186.00","186.00","744.00","744","1,040","260","744.00","0.00"
"山手通り店","001","","","4901301251589","キュレルリップケアスティック","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","4","0","514.00","514.00","2,056.00","2,056","3,044","761","2,056.00","0.00"
"山手通り店","001","","","4901301251831","ビオレＵテユビノショウドクスプレーオキガタ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","5","0","309.00","309.00","1,545.00","1,545","2,265","453","1,545.00","0.00"
"山手通り店","001","001","","4901301253224","キュレル　ボディＷ＆ローションミニセット","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","3","-1","363.00","363.00","1,089.00","1,089","1,623","541","1,089.00","0.00"
"山手通り店","001","","","4901301253231","キュレル　ＳＰ　ＣＤ　ミニセット","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","273.00","273.00","546.00","546","816","408","546.00","0.00"
"山手通り店","002","","","4901301262509","メグリズムオンネツシート　ハルタイプ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","288.00","288.00","576.00","576","950","475","576.00","0.00"
"山手通り店","002","","","4901301262547","アトリックスエクストラプロテクション","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","3","0","575.00","575.00","1,725.00","1,725","2,367","789","1,725.00","0.00"
"山手通り店","002","","","4901301266934","ニベアサンＰウォータージェルコドモヨウＳＰＦ２８","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","470.00","470.00","940.00","940","1,260","630","940.00","0.00"
"山手通り店","001","001","","4901301269348","キュレル泡洗顔料　本体","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","4","0","726.00","726.00","2,904.00","2,904","4,800","1,200","2,904.00","0.00"
"山手通り店","001","","","4901301272140","キュレル泡洗顔料　詰替え","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","4","-4","574.00","574.00","2,296.00","2,296","3,732","933","2,296.00","0.00"
"山手通り店","002","","","4901301272768","メグリズムジョウキデグッナイ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","1","0","288.00","288.00","288.00","288","475","475","288.00","0.00"
"山手通り店","002","","","4901301274335","キュレルUVミルク","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","3","0","907.00","907.00","2,721.00","2,721","3,945","1,315","2,721.00","0.00"
"山手通り店","002","","","4901301274342","キュレルＵＶクリームＳＰＦ３０","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","907.00","907.00","1,814.00","1,814","3,000","1,500","1,814.00","0.00"
"山手通り店","002","","","4901301274434","キュレルＵＶローションＳＰＦ５０＋","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","3","0","907.00","907.00","2,721.00","2,721","3,945","1,315","2,721.00","0.00"
"山手通り店","002","","","4901301276100","キュレルコンディショナー本体","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","9","0","605.00","605.00","5,445.00","5,445","9,000","1,000","5,445.00","0.00"
"山手通り店","002","","","4901301276186","ニベアサンプロテクトウォータージェルＳＰＦ５０","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","560.00","560.00","1,120.00","1,120","1,478","739","1,120.00","0.00"
"山手通り店","002","","","4901301278531","ディープクリーンヤクヨウハミガキ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","-1","512.00","512.00","1,024.00","1,024","1,390","695","1,024.00","0.00"
"山手通り店","002","","","4901301281357","キュレルニュウヨクザイホンタイ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","605.00","605.00","1,210.00","1,210","1,866","933","1,210.00","0.00"
"山手通り店","002","","","4901301281364","キュレルニュウヨクザイツメカエヨウ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","6","0","450.00","450.00","2,700.00","2,700","4,458","743","2,700.00","0.00"
"山手通り店","002","","","4901301281647","クリアクリーンケイタイヨウチョウコンパクトケース","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","-1","248.00","248.00","496.00","496","760","380","496.00","0.00"
"山手通り店","002","","","4901301289353","キュレル全身洗浄料　４４０ｍｌ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","3","0","650.00","650.00","1,950.00","1,950","3,000","1,000","1,950.00","0.00"
"山手通り店","002","","","4901301289377","キュレル泡ボディウォッシュ本体","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","3","-1","741.00","741.00","2,223.00","2,223","3,450","1,150","2,223.00","0.00"
"山手通り店","002","","","4901301289384","ｷｭﾚﾙｱﾜﾎﾞﾃﾞｨｰｳｫｯｼｭﾂﾒｶｴ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","6","-2","537.00","537.00","3,222.00","3,222","4,920","820","3,222.00","0.00"
"山手通り店","002","","","4901301291165","ニベアスキンミルクシットリＮＥＷ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","4","0","395.00","395.00","1,580.00","1,580","2,152","538","1,580.00","0.00"
"山手通り店","002","","","4901301293183","ﾆﾍﾞｱﾌﾞﾗｲﾄｱｯﾌﾟﾁｪﾘｰﾚｯﾄﾞ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","6","0","275.00","275.00","1,650.00","1,650","2,670","445","1,650.00","0.00"
"山手通り店","002","","","4901301298690","ﾆﾍﾞｽｰﾊﾟｰｳｫｰﾀｰｼﾞｪﾙSPF50ﾎﾟﾝ","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","720.00","720.00","1,440.00","1,440","1,816","908","1,440.00","0.00"
"山手通り店","002","","","4901301298706","ﾆﾍﾞｱｽｰﾊﾟｰｳｫｰﾀｰｼﾞｪﾙﾂﾒｶｴSPF","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","595.00","595.00","1,190.00","1,190","1,478","739","1,190.00","0.00"
"山手通り店","002","","","4901301298713","ﾆﾍﾞｱｻﾝUVｼﾞｪﾙSPF35","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","470.00","470.00","940.00","940","1,260","630","940.00","0.00"
"山手通り店","002","","","4901301298737","ﾆﾍﾞｱｳｫｰﾀｰｼﾞｪﾙﾂﾒｶｴSPF35","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","500.00","500.00","1,000.00","1,000","1,294","647","1,000.00","0.00"
"山手通り店","002","","","4901301298744","ﾆﾍﾞｱｻﾝｳｫｰﾀｰｼﾞｪﾙSPF35","10.00","23","西川商店","","","","","0607","ﾆｼｶﾜ","2","0","590.00","590.00","1,180.00","1,180","1,520","760","1,180.00","0.00"
